tytul;wydawca;date;naklad
Parkiet Gazeta Giełdy;Gremi Media SA;2018-06-01;4275
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2018-06-01;2796
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2018-06-01;29705
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2018-06-01;11811
Rzeczpospolita;Gremi Media SA;2018-06-01;45629
Sport;WHIZZ S.A.;2018-06-01;4800
Super Express;TIME SA;2018-06-01;118139
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2018-06-01;6012
Dziennik Bałtycki;Polska Press Sp. z o.o.;2018-07-01;14015
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2018-07-01;37803
Dziennik Łódzki;Polska Press Sp. z o.o.;2018-07-01;13278
Dziennik Polski;Polska Press Sp. z o.o.;2018-07-01;11629
Dziennik Wschodni;Corner Media Sp. z o.o.;2018-07-01;4081
Dziennik Zachodni;Polska Press Sp. z o.o.;2018-07-01;22845
Echo Dnia;Polska Press Sp. z o.o.;2018-07-01;12094
Express Bydgoski;Polska Press Sp. z o.o.;2018-07-01;7227
Express Ilustrowany;Polska Press Sp. z o.o.;2018-07-01;15587
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2018-07-01;228631
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2018-07-01;9839
Gazeta Krakowska;Polska Press Sp. z o.o.;2018-07-01;10869
Gazeta Lubuska;Polska Press Sp. z o.o.;2018-07-01;12954
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2018-07-01;8317
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2018-07-01;22685
Gazeta Polska Codziennie;Forum SA;2018-07-01;14770
Gazeta Pomorska;Polska Press Sp. z o.o.;2018-07-01;27669
Gazeta Wrocławska;Polska Press Sp. z o.o.;2018-07-01;9947
Gazeta Współczesna;Polska Press Sp. z o.o.;2018-07-01;4069
Gazeta Wyborcza;Agora SA;2018-07-01;98681
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2018-07-01;14327
Głos Wielkopolski;Polska Press Sp. z o.o.;2018-07-01;19521
Kurier Lubelski;Polska Press Sp. z o.o.;2018-07-01;2693
Kurier Poranny;Polska Press Sp. z o.o.;2018-07-01;3672
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2018-07-01;7314
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2018-07-01;8953
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2018-07-01;8260
Parkiet Gazeta Giełdy;Gremi Media SA;2018-07-01;4200
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2018-07-01;2573
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2018-07-01;26402
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2018-07-01;10484
Rzeczpospolita;Gremi Media SA;2018-07-01;45255
Sport;WHIZZ S.A.;2018-07-01;4672
Super Express;TIME SA;2018-07-01;112093
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2018-07-01;5339
Dziennik Bałtycki;Polska Press Sp. z o.o.;2018-08-01;15503
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2018-08-01;38004
Dziennik Łódzki;Polska Press Sp. z o.o.;2018-08-01;14316
Dziennik Polski;Polska Press Sp. z o.o.;2018-08-01;12241
Dziennik Wschodni;Corner Media Sp. z o.o.;2018-08-01;4546
Dziennik Zachodni;Polska Press Sp. z o.o.;2018-08-01;24385
Echo Dnia;Polska Press Sp. z o.o.;2018-08-01;12940
Express Bydgoski;Polska Press Sp. z o.o.;2018-08-01;7547
Express Ilustrowany;Polska Press Sp. z o.o.;2018-08-01;16453
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2018-08-01;233398
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2018-08-01;10712
Gazeta Krakowska;Polska Press Sp. z o.o.;2018-08-01;11527
Gazeta Lubuska;Polska Press Sp. z o.o.;2018-08-01;13037
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2018-08-01;9156
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2018-08-01;22948
Gazeta Polska Codziennie;Forum SA;2018-08-01;14839
Gazeta Pomorska;Polska Press Sp. z o.o.;2018-08-01;28372
Gazeta Wrocławska;Polska Press Sp. z o.o.;2018-08-01;10240
Gazeta Współczesna;Polska Press Sp. z o.o.;2018-08-01;4508
Gazeta Wyborcza;Agora SA;2018-08-01;101491
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2018-08-01;14385
Głos Wielkopolski;Polska Press Sp. z o.o.;2018-08-01;20032
Kurier Lubelski;Polska Press Sp. z o.o.;2018-08-01;3145
Kurier Poranny;Polska Press Sp. z o.o.;2018-08-01;4000
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2018-08-01;7956
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2018-08-01;9469
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2018-08-01;8571
Parkiet Gazeta Giełdy;Gremi Media SA;2018-08-01;4129
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2018-08-01;2569
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2018-08-01;25820
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2018-08-01;10509
Rzeczpospolita;Gremi Media SA;2018-08-01;44828
Sport;WHIZZ S.A.;2018-08-01;4736
Super Express;TIME SA;2018-08-01;115744
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2018-08-01;5877
Dziennik Bałtycki;Polska Press Sp. z o.o.;2018-09-01;14433
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2018-09-01;41540
Dziennik Łódzki;Polska Press Sp. z o.o.;2018-09-01;13619
Dziennik Polski;Polska Press Sp. z o.o.;2018-09-01;12365
Dziennik Wschodni;Corner Media Sp. z o.o.;2018-09-01;4449
Dziennik Zachodni;Polska Press Sp. z o.o.;2018-09-01;22551
Echo Dnia;Polska Press Sp. z o.o.;2018-09-01;13458
Express Bydgoski;Polska Press Sp. z o.o.;2018-09-01;7277
Express Ilustrowany;Polska Press Sp. z o.o.;2018-09-01;16132
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2018-09-01;224215
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2018-09-01;10683
Gazeta Krakowska;Polska Press Sp. z o.o.;2018-09-01;11428
Gazeta Lubuska;Polska Press Sp. z o.o.;2018-09-01;13905
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2018-09-01;8237
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2018-09-01;23113
Gazeta Polska Codziennie;Forum SA;2018-09-01;14846
Gazeta Pomorska;Polska Press Sp. z o.o.;2018-09-01;27976
Gazeta Wrocławska;Polska Press Sp. z o.o.;2018-09-01;10173
Gazeta Współczesna;Polska Press Sp. z o.o.;2018-09-01;4192
Gazeta Wyborcza;Agora SA;2018-09-01;102062
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2018-09-01;14129
Głos Wielkopolski;Polska Press Sp. z o.o.;2018-09-01;19563
Kurier Lubelski;Polska Press Sp. z o.o.;2018-09-01;2821
Kurier Poranny;Polska Press Sp. z o.o.;2018-09-01;3806
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2018-09-01;7547
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2018-09-01;9529
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2018-09-01;8375
Parkiet Gazeta Giełdy;Gremi Media SA;2018-09-01;4140
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2018-09-01;2613
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2018-09-01;23666
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2018-09-01;10708
Rzeczpospolita;Gremi Media SA;2018-09-01;44868
Sport;WHIZZ S.A.;2018-09-01;4666
Super Express;TIME SA;2018-09-01;111324
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2018-09-01;5518
Dziennik Bałtycki;Polska Press Sp. z o.o.;2018-10-01;14087
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2018-10-01;40203
Dziennik Łódzki;Polska Press Sp. z o.o.;2018-10-01;14321
Dziennik Polski;Polska Press Sp. z o.o.;2018-10-01;12363
Dziennik Wschodni;Corner Media Sp. z o.o.;2018-10-01;4259
Dziennik Zachodni;Polska Press Sp. z o.o.;2018-10-01;22991
Echo Dnia;Polska Press Sp. z o.o.;2018-10-01;13181
Express Bydgoski;Polska Press Sp. z o.o.;2018-10-01;7159
Express Ilustrowany;Polska Press Sp. z o.o.;2018-10-01;15569
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2018-10-01;226263
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2018-10-01;10676
Gazeta Krakowska;Polska Press Sp. z o.o.;2018-10-01;12414
Gazeta Lubuska;Polska Press Sp. z o.o.;2018-10-01;13413
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2018-10-01;8473
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2018-10-01;22997
Gazeta Polska Codziennie;Forum SA;2018-10-01;14778
Gazeta Pomorska;Polska Press Sp. z o.o.;2018-10-01;27379
Gazeta Wrocławska;Polska Press Sp. z o.o.;2018-10-01;10534
Gazeta Współczesna;Polska Press Sp. z o.o.;2018-10-01;4102
Gazeta Wyborcza;Agora SA;2018-10-01;100370
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2018-10-01;13914
Głos Wielkopolski;Polska Press Sp. z o.o.;2018-10-01;20130
Kurier Lubelski;Polska Press Sp. z o.o.;2018-10-01;3060
Kurier Poranny;Polska Press Sp. z o.o.;2018-10-01;4019
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2018-10-01;7327
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2018-10-01;10719
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2018-10-01;8276
Parkiet Gazeta Giełdy;Gremi Media SA;2018-10-01;4086
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2018-10-01;3628
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2018-10-01;21977
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2018-10-01;12468
Rzeczpospolita;Gremi Media SA;2018-10-01;44338
Sport;WHIZZ S.A.;2018-10-01;4748
Super Express;TIME SA;2018-10-01;113784
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2018-10-01;5305
Dziennik Bałtycki;Polska Press Sp. z o.o.;2018-11-01;15779
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2018-11-01;44568
Dziennik Łódzki;Polska Press Sp. z o.o.;2018-11-01;15031
Dziennik Polski;Polska Press Sp. z o.o.;2018-11-01;12607
Dziennik Wschodni;Corner Media Sp. z o.o.;2018-11-01;4660
Dziennik Zachodni;Polska Press Sp. z o.o.;2018-11-01;25881
Echo Dnia;Polska Press Sp. z o.o.;2018-11-01;14584
Express Bydgoski;Polska Press Sp. z o.o.;2018-11-01;7494
Express Ilustrowany;Polska Press Sp. z o.o.;2018-11-01;17698
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2018-11-01;221113
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2018-11-01;11422
Gazeta Krakowska;Polska Press Sp. z o.o.;2018-11-01;12091
Gazeta Lubuska;Polska Press Sp. z o.o.;2018-11-01;13613
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2018-11-01;8881
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2018-11-01;23344
Gazeta Polska Codziennie;Forum SA;2018-11-01;14900
Gazeta Pomorska;Polska Press Sp. z o.o.;2018-11-01;28109
Gazeta Wrocławska;Polska Press Sp. z o.o.;2018-11-01;11116
Gazeta Współczesna;Polska Press Sp. z o.o.;2018-11-01;4276
Gazeta Wyborcza;Agora SA;2018-11-01;112938
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2018-11-01;14642
Głos Wielkopolski;Polska Press Sp. z o.o.;2018-11-01;21519
Kurier Lubelski;Polska Press Sp. z o.o.;2018-11-01;4260
Kurier Poranny;Polska Press Sp. z o.o.;2018-11-01;4193
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2018-11-01;8226
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2018-11-01;10817
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2018-11-01;8349
Parkiet Gazeta Giełdy;Gremi Media SA;2018-11-01;4105
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2018-11-01;3956
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2018-11-01;20809
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2018-11-01;12524
Rzeczpospolita;Gremi Media SA;2018-11-01;44685
Sport;WHIZZ S.A.;2018-11-01;4415
Super Express;TIME SA;2018-11-01;120805
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2018-11-01;6227
Dziennik Bałtycki;Polska Press Sp. z o.o.;2018-12-01;13756
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2018-12-01;40871
Dziennik Łódzki;Polska Press Sp. z o.o.;2018-12-01;12718
Dziennik Polski;Polska Press Sp. z o.o.;2018-12-01;11845
Dziennik Wschodni;Corner Media Sp. z o.o.;2018-12-01;4466
Dziennik Zachodni;Polska Press Sp. z o.o.;2018-12-01;23580
Echo Dnia;Polska Press Sp. z o.o.;2018-12-01;12731
Express Bydgoski;Polska Press Sp. z o.o.;2018-12-01;6906
Express Ilustrowany;Polska Press Sp. z o.o.;2018-12-01;16234
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2018-12-01;212610
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2018-12-01;10036
Gazeta Krakowska;Polska Press Sp. z o.o.;2018-12-01;10491
Gazeta Lubuska;Polska Press Sp. z o.o.;2018-12-01;13512
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2018-12-01;8074
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2018-12-01;23742
Gazeta Polska Codziennie;Forum SA;2018-12-01;14781
Gazeta Pomorska;Polska Press Sp. z o.o.;2018-12-01;26535
Gazeta Wrocławska;Polska Press Sp. z o.o.;2018-12-01;9749
Gazeta Współczesna;Polska Press Sp. z o.o.;2018-12-01;3887
Gazeta Wyborcza;Agora SA;2018-12-01;110736
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2018-12-01;13469
Głos Wielkopolski;Polska Press Sp. z o.o.;2018-12-01;19699
Kurier Lubelski;Polska Press Sp. z o.o.;2018-12-01;2903
Kurier Poranny;Polska Press Sp. z o.o.;2018-12-01;3509
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2018-12-01;8123
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2018-12-01;10459
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2018-12-01;7719
Parkiet Gazeta Giełdy;Gremi Media SA;2018-12-01;4133
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2018-12-01;2290
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2018-12-01;20205
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2018-12-01;12595
Rzeczpospolita;Gremi Media SA;2018-12-01;44766
Sport;WHIZZ S.A.;2018-12-01;4153
Super Express;TIME SA;2018-12-01;117064
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2018-12-01;6375
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-01-01;13628
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-01-01;43226
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-01-01;13152
Dziennik Polski;Polska Press Sp. z o.o.;2019-01-01;10985
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-01-01;3899
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-01-01;20740
Echo Dnia;Polska Press Sp. z o.o.;2019-01-01;11529
Express Bydgoski;Polska Press Sp. z o.o.;2019-01-01;6647
Express Ilustrowany;Polska Press Sp. z o.o.;2019-01-01;14913
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-01-01;236889
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-01-01;10096
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-01-01;10335
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-01-01;12391
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-01-01;7437
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-01-01;20148
Gazeta Polska Codziennie;Forum SA;2019-01-01;13917
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-01-01;26478
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-01-01;9207
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-01-01;3867
Gazeta Wyborcza;Agora SA;2019-01-01;102645
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-01-01;13093
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-01-01;18821
Kurier Lubelski;Polska Press Sp. z o.o.;2019-01-01;2630
Kurier Poranny;Polska Press Sp. z o.o.;2019-01-01;3589
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-01-01;6945
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-01-01;9004
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-01-01;7739
Parkiet Gazeta Giełdy;Gremi Media SA;2019-01-01;3941
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-01-01;2418
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-01-01;19375
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-01-01;12092
Rzeczpospolita;Gremi Media SA;2019-01-01;41018
Sport;WHIZZ S.A.;2019-01-01;3983
Super Express;TIME SA;2019-01-01;115699
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2019-01-01;5275
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-02-01;13425
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-02-01;38797
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-02-01;12918
Dziennik Polski;Polska Press Sp. z o.o.;2019-02-01;11392
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-02-01;4010
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-02-01;21847
Echo Dnia;Polska Press Sp. z o.o.;2019-02-01;12011
Express Bydgoski;Polska Press Sp. z o.o.;2019-02-01;6647
Express Ilustrowany;Polska Press Sp. z o.o.;2019-02-01;15070
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-02-01;228266
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-02-01;10234
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-02-01;10770
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-02-01;12469
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-02-01;7299
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-02-01;22615
Gazeta Polska Codziennie;Forum SA;2019-02-01;13978
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-02-01;26293
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-02-01;9288
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-02-01;3883
Gazeta Wyborcza;Agora SA;2019-02-01;103840
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-02-01;13268
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-02-01;19010
Kurier Lubelski;Polska Press Sp. z o.o.;2019-02-01;2708
Kurier Poranny;Polska Press Sp. z o.o.;2019-02-01;3624
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-02-01;7101
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-02-01;9327
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-02-01;7700
Parkiet Gazeta Giełdy;Gremi Media SA;2019-02-01;4242
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-02-01;2429
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-02-01;22237
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-02-01;12072
Rzeczpospolita;Gremi Media SA;2019-02-01;41214
Sport;WHIZZ S.A.;2019-02-01;4384
Super Express;TIME SA;2019-02-01;116882
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2019-02-01;5221
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-03-01;14307
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-03-01;37037
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-03-01;13126
Dziennik Polski;Polska Press Sp. z o.o.;2019-03-01;11518
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-03-01;4429
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-03-01;21932
Echo Dnia;Polska Press Sp. z o.o.;2019-03-01;12560
Express Bydgoski;Polska Press Sp. z o.o.;2019-03-01;6812
Express Ilustrowany;Polska Press Sp. z o.o.;2019-03-01;16417
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-03-01;223003
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-03-01;10684
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-03-01;10637
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-03-01;12740
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-03-01;7408
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-03-01;22898
Gazeta Polska Codziennie;Forum SA;2019-03-01;13503
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-03-01;27156
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-03-01;9657
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-03-01;4261
Gazeta Wyborcza;Agora SA;2019-03-01;101844
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-03-01;13621
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-03-01;19969
Kurier Lubelski;Polska Press Sp. z o.o.;2019-03-01;3231
Kurier Poranny;Polska Press Sp. z o.o.;2019-03-01;3464
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-03-01;7562
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-03-01;9403
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-03-01;7807
Parkiet Gazeta Giełdy;Gremi Media SA;2019-03-01;4264
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-03-01;2980
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-03-01;21767
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-03-01;10367
Rzeczpospolita;Gremi Media SA;2019-03-01;41773
Sport;WHIZZ S.A.;2019-03-01;4482
Super Express;TIME SA;2019-03-01;118535
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2019-03-01;5565
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-04-01;12630
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-04-01;35619
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-04-01;12569
Dziennik Polski;Polska Press Sp. z o.o.;2019-04-01;11089
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-04-01;4097
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-04-01;19598
Echo Dnia;Polska Press Sp. z o.o.;2019-04-01;11912
Express Bydgoski;Polska Press Sp. z o.o.;2019-04-01;6432
Express Ilustrowany;Polska Press Sp. z o.o.;2019-04-01;14987
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-04-01;218535
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-04-01;10225
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-04-01;10179
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-04-01;12117
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-04-01;7120
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-04-01;22088
Gazeta Polska Codziennie;Forum SA;2019-04-01;13296
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-04-01;25459
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-04-01;9081
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-04-01;3793
Gazeta Wyborcza;Agora SA;2019-04-01;97213
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-04-01;12902
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-04-01;18397
Kurier Lubelski;Polska Press Sp. z o.o.;2019-04-01;2583
Kurier Poranny;Polska Press Sp. z o.o.;2019-04-01;3279
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-04-01;7042
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-04-01;9207
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-04-01;7530
Parkiet Gazeta Giełdy;Gremi Media SA;2019-04-01;4209
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-04-01;2499
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-04-01;21693
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-04-01;10652
Rzeczpospolita;Gremi Media SA;2019-04-01;41774
Sport;WHIZZ S.A.;2019-04-01;4752
Super Express;TIME SA;2019-04-01;111481
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2019-04-01;4861
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-05-01;13500
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-05-01;34453
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-05-01;12953
Dziennik Polski;Polska Press Sp. z o.o.;2019-05-01;11077
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-05-01;4239
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-05-01;22037
Echo Dnia;Polska Press Sp. z o.o.;2019-05-01;12525
Express Bydgoski;Polska Press Sp. z o.o.;2019-05-01;6615
Express Ilustrowany;Polska Press Sp. z o.o.;2019-05-01;15251
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-05-01;222102
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-05-01;10622
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-05-01;10854
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-05-01;12075
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-05-01;7851
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-05-01;22513
Gazeta Polska Codziennie;Forum SA;2019-05-01;13742
