teryt;exteryt;bb;center
141105;2;52.918410,21.287662 53.025926,21.497275;52.972168,21.3924685
141103;2;52.767783,20.861727 52.899884,21.093234;52.8338335,20.9774805
141102;2;52.844655,21.074861 52.950548,21.314445;52.8976015,21.194653
141104;2;52.973040,21.043515 53.138893,21.311607;53.0559665,21.177561
141106;2;52.892901,20.972607 53.070288,21.186949;52.9815945,21.079778
141109;2;52.924441,21.166714 53.066850,21.419745;52.9956455,21.2932295
140403;2;52.253680,19.613539 52.355666,19.805072;52.304673,19.7093055
140401;1;52.386007,19.405440 52.462473,19.519768;52.42424,19.462604
140402;2;52.333259,19.259214 52.526071,19.569259;52.429665,19.4142365
140405;2;52.287259,19.491544 52.416077,19.696615;52.351668,19.5940795
140404;2;52.271726,19.745843 52.391590,19.984537;52.331658,19.86519
140501;1;52.099386,20.636514 52.150320,20.704163;52.124853,20.6703385
140503;2;52.083595,20.394518 52.203233,20.559950;52.143414,20.477234
140502;1;52.089154,20.700211 52.133340,20.793682;52.111247,20.7469465
140505;2;52.032617,20.439432 52.125823,20.583242;52.07922,20.511337
140504;3;52.032336,20.502821 52.165190,20.734502;52.098763,20.6186615
140506;2;51.924567,20.595165 52.071401,20.772164;51.997984,20.6836645
140604;2;51.699024,20.770655 51.784128,20.945215;51.741576,20.857935
140602;2;51.728849,20.557394 51.865805,20.771526;51.797327,20.66446
140601;2;51.755542,20.701418 51.867316,20.926141;51.811429,20.8137795
140603;2;51.834383,20.953974 51.939613,21.206471;51.886998,21.0802225
142407;2;52.553588,21.102680 52.681644,21.305251;52.617616,21.2039655
142405;2;52.613739,20.694593 52.722046,20.908792;52.6678925,20.8016925
142404;3;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065
142406;2;52.556272,20.844573 52.715478,21.003618;52.635875,20.9240955
142501;1;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539
142502;2;51.330871,21.232397 51.402184,21.448314;51.3665275,21.3403555
142509;2;51.394716,20.757257 51.525320,20.989149;51.460018,20.873203
142505;2;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945
142503;3;51.080286,21.091050 51.242843,21.425144;51.1615645,21.258097
142504;2;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889
141801;3;51.887954,21.073046 52.054768,21.281262;51.971361,21.177154
142506;2;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345
141803;2;52.022060,20.809666 52.120636,21.035504;52.071348,20.922585
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385
141802;3;52.032955,21.043714 52.144728,21.216738;52.0888415,21.130226
142511;2;51.195848,21.001757 51.305659,21.198781;51.2507535,21.100269
141805;2;51.907781,20.925763 52.020462,21.095900;51.9641215,21.0108315
141804;3;51.985703,20.867942 52.112903,21.130500;52.049303,20.999221
141806;3;51.921362,20.685189 52.029757,20.943390;51.9755595,20.8142895
141910;2;52.539842,19.730786 52.633994,19.973421;52.586918,19.8521035
141902;2;52.425481,19.860383 52.552144,20.143341;52.4888125,20.001862
141901;2;52.587988,19.683620 52.735294,19.934431;52.661641,19.8090255
141904;2;52.505666,19.951414 52.607876,20.200597;52.556771,20.0760055
141903;2;52.570107,19.368276 52.725718,19.646023;52.6479125,19.5071495
141906;3;52.336971,19.662587 52.493169,19.868304;52.41507,19.7654455
143801;1;52.030472,20.406373 52.080625,20.474776;52.0555485,20.4405745
143802;3;51.844278,20.422986 52.022062,20.667096;51.93317,20.545041
143805;2;51.999429,20.243295 52.156344,20.454328;52.0778865,20.3488115
143804;2;51.976805,20.408333 52.053970,20.624241;52.0153875,20.516287
146101;1;53.043326,21.535617 53.112374,21.642500;53.07785,21.5890585
146201;1;52.473744,19.624148 52.597087,19.805857;52.5354155,19.7150025
146301;1;51.348621,21.053287 51.485855,21.259069;51.417238,21.156178
146401;1;52.127550,22.220623 52.195947,22.330957;52.1617485,22.27579
146501;1;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195
141108;2;52.772797,21.246598 52.878286,21.480404;52.8255415,21.363501
141110;2;52.756528,21.048356 52.875867,21.292161;52.8161975,21.1702585
141210;2;51.973573,21.652907 52.084046,21.887857;52.0288095,21.770382
141206;2;52.260362,21.569352 52.395006,21.803576;52.327684,21.686464
141204;2;52.053896,21.640634 52.186656,21.810555;52.120276,21.7255945
141205;2;52.140892,21.383695 52.269882,21.525524;52.205387,21.4546095
141208;2;52.181941,21.589210 52.297183,21.772579;52.239562,21.6808945
141207;3;52.163542,21.288676 52.279164,21.441388;52.221353,21.365032
141209;3;52.168853,21.739466 52.292737,21.941795;52.230795,21.8406305
141214;2;52.227442,21.391263 52.345823,21.621332;52.2866325,21.5062975
141212;3;52.037549,21.762499 52.203025,21.979916;52.120287,21.8712075
141211;2;52.115213,21.469963 52.236599,21.694453;52.175906,21.582208
141213;2;52.002963,21.511785 52.134765,21.710649;52.068864,21.611217
141215;1;52.221393,21.237949 52.267543,21.325285;52.244468,21.281617
140606;2;51.735576,20.885690 51.852781,21.098182;51.7941785,20.991936
140605;3;51.819704,20.764959 51.936725,21.013349;51.8782145,20.889154
140608;3;51.556399,20.385034 51.697190,20.662848;51.6267945,20.523941
140609;2;51.847751,20.641011 51.958447,20.833307;51.903099,20.737159
140611;3;51.680511,20.974645 51.901234,21.288226;51.7908725,21.1314355
140701;2;51.444391,21.536967 51.529644,21.762433;51.4870175,21.6497
140707;2;51.502186,21.627970 51.569712,21.833455;51.535949,21.7307125
140703;2;51.417252,21.715616 51.536123,21.873987;51.4766875,21.7948015
160102;2;50.803671,17.318666 50.925737,17.664981;50.864704,17.4918235
160101;1;50.839017,17.418139 50.878907,17.507573;50.858962,17.462856
161102;2;50.496864,18.311834 50.639756,18.482539;50.56831,18.3971865
161103;3;50.618545,18.260807 50.704463,18.468143;50.661504,18.364475
161104;3;50.376601,18.132138 50.491462,18.298558;50.4340315,18.215348
161106;3;50.356569,18.236291 50.483442,18.396310;50.4200055,18.3163005
161107;3;50.540038,18.392560 50.634566,18.616259;50.587302,18.5044095
166101;1;50.587657,17.779591 50.769974,18.032696;50.6788155,17.9061435
160103;3;50.578816,17.207207 50.794919,17.510583;50.6868675,17.358895
160105;2;50.847643,17.427415 50.999789,17.693715;50.923716,17.560565
160104;3;50.681579,17.513138 50.825425,17.763514;50.753502,17.638326
160106;2;50.719180,17.349024 50.828728,17.543122;50.773954,17.446073
160912;2;50.550231,17.585752 50.638413,17.798040;50.594322,17.691896
160908;3;50.627159,18.098766 50.761533,18.354280;50.694346,18.226523
160909;2;50.769470,17.592676 50.919002,17.882131;50.844236,17.7374035
160911;2;50.546655,17.949607 50.622347,18.162577;50.584501,18.056092
160913;2;50.682246,17.958980 50.836441,18.263225;50.7593435,18.1111025
161002;3;50.265089,17.718175 50.426341,18.032261;50.345715,17.875218
161001;3;50.341344,17.551787 50.554603,17.813818;50.4479735,17.6828025
161004;3;50.269953,17.447659 50.413740,17.610112;50.3418465,17.5288855
160802;3;50.935934,18.291581 51.139194,18.511708;51.037564,18.4016445
161003;2;50.265982,17.555480 50.373477,17.768945;50.3197295,17.6622125
160801;3;50.616501,18.313220 50.806552,18.581910;50.7115265,18.447565
160803;3;50.788928,18.329811 50.964483,18.654950;50.8767055,18.4923805
161101;2;50.492529,18.075758 50.649752,18.243988;50.5711405,18.159873
160806;2;50.963783,18.517465 51.082337,18.695487;51.02306,18.606476
160804;3;51.006762,18.402622 51.141103,18.580782;51.0739325,18.491702
160805;2;50.887534,18.426865 51.008829,18.629607;50.9481815,18.528236
160807;2;50.715267,18.225246 50.827812,18.442495;50.7715395,18.3338705
160906;2;50.799219,17.885712 50.968158,18.119206;50.8836885,18.002459
160301;1;50.285924,18.100881 50.404973,18.390216;50.3454485,18.2455485
160305;2;50.167211,18.051423 50.267968,18.185635;50.2175895,18.118529
160303;2;50.180955,18.150277 50.328910,18.266877;50.2549325,18.208577
160905;2;50.700229,17.891905 50.867569,18.146728;50.783899,18.0193165
160302;2;50.220359,18.176145 50.340290,18.427836;50.2803245,18.3019905
160907;3;50.577670,17.466235 50.732149,17.720152;50.6549095,17.5931935
160304;2;50.170900,17.911335 50.326106,18.113820;50.248503,18.0125775
160306;2;50.262816,18.028344 50.420500,18.178964;50.341658,18.103654
160501;3;50.436385,17.944992 50.562256,18.118010;50.4993205,18.031501
160202;2;49.972490,17.729240 50.140438,17.899093;50.056464,17.8141665
160603;2;50.837918,17.735407 50.990018,18.011709;50.913968,17.873558
160505;3;50.370530,18.020954 50.491175,18.163368;50.4308525,18.092161
160201;3;50.089826,17.885433 50.218872,18.072638;50.154349,17.9790355
160602;3;50.973320,17.514296 51.194600,17.882778;51.08396,17.698537
160503;2;50.396618,17.751523 50.530175,17.941709;50.4633965,17.846616
160203;3;50.097162,17.592686 50.324424,17.932222;50.210793,17.762454
160604;2;50.906993,17.654718 51.013514,17.916200;50.9602535,17.785459
160502;3;50.373479,17.871640 50.551778,18.041720;50.4626285,17.95668
160204;3;49.976690,17.836910 50.143907,18.059209;50.0602985,17.9480595
160706;3;50.341808,17.049110 50.542494,17.296873;50.442151,17.1729915
160702;2;50.515238,17.061310 50.616340,17.244591;50.565789,17.1529505
160605;2;51.067087,17.544747 51.190520,17.740582;51.1288035,17.6426645
160701;3;50.251621,17.232262 50.411405,17.504836;50.331513,17.368549
160601;2;50.978749,17.771792 51.113980,17.952639;51.0463645,17.8622155
160704;2;50.468228,17.431636 50.600594,17.658545;50.534411,17.5450905
160703;3;50.394262,17.456028 50.575709,17.763026;50.4849855,17.609527
160705;3;50.381150,17.214431 50.533530,17.484824;50.45734,17.3496275
160708;2;50.508190,17.213579 50.585822,17.441039;50.547006,17.327309
160707;3;50.401996,16.908078 50.488689,17.160718;50.4453425,17.034398
160709;2;50.547358,17.270327 50.669456,17.479883;50.608407,17.375105
160901;2;50.609215,17.991726 50.704350,18.191129;50.6567825,18.0914275
160402;3;50.893801,18.061414 51.060614,18.380633;50.9772075,18.2210235
160401;3;51.037494,18.068002 51.174712,18.348055;51.106103,18.2080285
160403;2;50.796834,18.092351 50.965553,18.360116;50.8811935,18.2262335
160404;3;50.937994,17.924207 51.144738,18.189825;51.041366,18.057016
160910;3;50.501672,17.748132 50.642532,17.972306;50.572102,17.860219
160904;2;50.582488,17.735735 50.670557,17.876540;50.6265225,17.8061375
160903;2;50.737305,17.768842 50.839428,17.928725;50.7883665,17.8487835
160902;2;50.631494,17.657516 50.776098,17.880639;50.703796,17.7690775
181301;2;49.588332,22.253640 49.772103,22.585022;49.6802175,22.419331
181302;2;49.732558,22.294739 49.890843,22.470628;49.8117005,22.3826835
181905;2;49.816313,21.541482 49.932289,21.730761;49.874301,21.6361215
181310;2;49.791889,22.594219 49.903950,22.922128;49.8479195,22.7581735
182002;2;50.598103,21.772393 50.739241,21.883910;50.668672,21.8281515
181306;2;49.736394,22.834369 49.867464,22.987732;49.801929,22.9110505
182001;3;50.386067,21.482107 50.520816,21.690540;50.4534415,21.5863235
181304;2;49.682066,22.533451 49.824400,22.737356;49.753233,22.6354035
182003;2;50.472885,21.711457 50.626050,21.990499;50.5494675,21.850978
181305;2;49.721089,22.418133 49.849104,22.606907;49.7850965,22.51252
182004;3;50.387786,21.612429 50.538910,21.866163;50.463348,21.739296
182102;2;49.085863,22.222093 49.276761,22.553060;49.181312,22.3875765
181307;2;49.834260,22.692454 49.925408,22.915600;49.879834,22.804027
182101;2;49.231180,22.187379 49.414119,22.361835;49.3226495,22.274607
181309;2;49.841057,22.888186 49.949486,23.092851;49.8952715,22.9905185
182104;2;49.425561,22.362265 49.553535,22.533633;49.489548,22.447949
181405;3;49.887895,22.303614 50.009488,22.492844;49.9486915,22.398229
182103;3;49.379294,22.261703 49.550274,22.431745;49.464784,22.346724
181403;2;49.997856,22.341283 50.053885,22.468395;50.0258705,22.404839
182105;2;49.256645,22.308342 49.455006,22.521676;49.3558255,22.415009
181401;1;50.021035,22.467549 50.087993,22.534763;50.054514,22.501156
186101;1;49.646586,21.694717 49.732001,21.811347;49.6892935,21.753032
181402;2;50.207307,22.573617 50.305919,22.841302;50.256613,22.7074595
186301;1;49.933452,21.858684 50.078321,22.093970;50.0058865,21.976327
181404;2;49.872367,22.232347 49.958436,22.380302;49.9154015,22.3063245
186201;1;49.746351,22.713109 49.820646,22.855421;49.7834985,22.784265
181407;3;50.128843,22.552417 50.243918,22.777826;50.1863805,22.6651215
181004;2;49.966814,22.122684 50.097381,22.383799;50.0320975,22.2532415
181007;2;50.114121,22.246979 50.205695,22.386367;50.159908,22.316673
181006;2;50.120671,22.161277 50.246768,22.284757;50.1837195,22.223017
181103;2;50.265230,21.208832 50.376128,21.373195;50.320679,21.2910135
181102;2;50.341032,21.245350 50.430544,21.396194;50.385788,21.320772
181104;2;50.365770,21.339071 50.441203,21.455699;50.4034865,21.397385
181106;2;50.376635,21.400087 50.496438,21.596366;50.4365365,21.4982265
181108;3;50.131294,21.142206 50.256873,21.395341;50.1940835,21.2687735
180710;2;49.346266,21.731596 49.489473,21.972477;49.4178695,21.8520365
181107;3;50.159351,21.355823 50.271057,21.611306;50.215204,21.4835645
180802;2;50.123015,22.352088 50.206909,22.537904;50.164962,22.444996
180801;1;50.235499,22.371619 50.295678,22.465613;50.2655885,22.418616
180803;2;50.256805,22.405448 50.400165,22.687965;50.328485,22.5467065
180805;3;50.252475,22.188716 50.396776,22.402655;50.3246255,22.2956855
180906;3;50.064920,22.850205 50.220687,23.095944;50.1428035,22.9730745
180902;3;50.184675,23.012088 50.354320,23.299663;50.2694975,23.1558755
180901;1;50.122316,23.076888 50.192283,23.163655;50.1572995,23.1202715
180904;2;50.065817,23.028162 50.209447,23.357728;50.137632,23.192945
180903;2;50.144129,23.251772 50.307654,23.547882;50.2258915,23.399827
180905;3;50.269653,23.123984 50.410542,23.436153;50.3400975,23.2800685
180908;2;49.980787,23.002184 50.104887,23.251066;50.042837,23.126625
180410;2;49.838557,22.514953 49.982899,22.645995;49.910728,22.580474
180606;2;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325
180602;3;50.150983,21.682400 50.284518,21.934651;50.2177505,21.8085255
180601;2;50.263327,21.566860 50.389958,21.840324;50.3266425,21.703592
180604;2;50.176014,21.529724 50.302126,21.731004;50.23907,21.630364
180603;2;50.332733,21.635421 50.482245,21.904702;50.407489,21.7700615
180605;2;50.230697,21.891812 50.333672,22.096591;50.2821845,21.9942015
180501;1;49.710437,21.401780 49.783583,21.541602;49.74701,21.471691
180503;2;49.570466,21.326662 49.707062,21.523272;49.638764,21.424967
180502;2;49.767145,21.290339 49.873028,21.427750;49.8200865,21.3590445
180507;2;49.532220,21.430938 49.669149,21.625199;49.6006845,21.5280685
180505;3;49.774413,21.409067 49.840546,21.560157;49.8074795,21.484612
180506;2;49.412250,21.358474 49.575931,21.614160;49.4940905,21.486317
180302;3;49.828609,21.326614 49.955068,21.523523;49.8918385,21.4250685
180307;2;50.046950,21.295007 50.169618,21.483190;50.108284,21.3890985
180306;3;49.919123,21.149072 50.031890,21.424252;49.9755065,21.286662
180409;2;49.837387,22.563389 49.931030,22.702126;49.8842085,22.6327575
180403;2;49.904094,22.624619 49.974073,22.787536;49.9390835,22.7060775
180401;1;49.993282,22.616875 50.086808,22.724213;50.040045,22.670544
180402;1;49.931250,22.786919 49.976728,22.872491;49.953989,22.829705
180405;2;49.963963,22.769551 50.077888,23.070949;50.0209255,22.92025
180406;2;49.969287,22.551066 50.043617,22.698282;50.006452,22.624674
180407;3;49.842681,22.410473 49.952612,22.569291;49.8976465,22.489882
180408;2;49.887339,22.749727 50.005875,23.153840;49.946607,22.9517835
180411;2;50.021910,22.640708 50.212929,22.953671;50.1174195,22.7971895
181701;1;49.522809,22.147385 49.590270,22.283778;49.5565395,22.2155815
181406;2;50.001467,22.373699 50.116642,22.605665;50.0590545,22.489682
181409;2;49.944845,22.467705 50.038001,22.580673;49.991423,22.524189
181703;2;49.392974,21.948896 49.545533,22.139846;49.4692535,22.044371
181408;2;50.076015,22.430755 50.202978,22.602677;50.1394965,22.516716
181705;2;49.475389,22.057490 49.685733,22.363793;49.580561,22.2106415
181505;2;49.887198,21.498961 50.000493,21.697253;49.9438455,21.598107
181708;2;49.488511,21.923752 49.636613,22.097110;49.562562,22.010431
181501;2;49.964159,21.688269 50.081757,21.821699;50.022958,21.754984
181707;3;49.307719,22.116536 49.542081,22.300493;49.4249,22.2085145
181503;3;49.946345,21.464176 50.096625,21.679552;50.021485,21.571864
181803;2;50.527912,22.044988 50.669545,22.263986;50.5987285,22.154487
181502;2;50.077771,21.510098 50.209091,21.701944;50.143431,21.606021
181801;1;50.504125,21.935372 50.628860,22.099312;50.5664925,22.017342
181504;3;49.971297,21.612654 50.178600,21.822300;50.0749485,21.717477
181802;2;50.361518,21.851936 50.528068,22.086581;50.444793,21.9692585
181609;2;50.004954,22.053566 50.094554,22.168165;50.049754,22.1108655
181805;3;50.651209,21.951755 50.820548,22.205586;50.7358785,22.0786705
181603;3;49.946992,21.746702 50.042610,21.965621;49.994801,21.8561615
181804;2;50.620721,21.839995 50.802707,22.083049;50.711714,21.961522
181601;1;49.787351,22.189489 49.840259,22.278581;49.813805,22.234035
181806;2;50.584605,21.857101 50.702704,22.044371;50.6436545,21.950736
181602;3;49.824465,21.967484 49.940150,22.185113;49.8823075,22.0762985
181902;2;49.785458,21.476620 49.896405,21.661343;49.8409315,21.5689815
181901;2;49.895512,21.690530 49.972864,21.916420;49.934188,21.803475
181903;2;49.781093,21.840539 49.918501,22.021912;49.849797,21.9312255
181904;3;49.781208,21.677129 49.951902,21.883502;49.866555,21.7803155
181110;2;50.223853,21.145727 50.310866,21.375802;50.2673595,21.2607645
181109;2;50.325788,21.400177 50.415722,21.640607;50.370755,21.520392
181201;2;50.397277,22.349563 50.591937,22.586449;50.494607,22.468006
180907;2;50.148153,22.797822 50.301416,23.037647;50.2247845,22.9177345
181203;2;50.303100,21.966753 50.416155,22.274453;50.3596275,22.120603
181005;2;49.926495,22.210742 50.052379,22.354129;49.989437,22.2824355
181202;2;50.518485,22.196459 50.625124,22.426114;50.5718045,22.3112865
181001;1;50.041178,22.186768 50.097904,22.262287;50.069541,22.2245275
181003;2;50.041194,22.085837 50.185148,22.258027;50.113171,22.171932
181204;2;50.330260,22.299961 50.445092,22.455703;50.387676,22.377832
181002;2;50.084631,22.230992 50.152385,22.452113;50.118508,22.3415525
181205;3;50.402680,22.058526 50.553099,22.263793;50.4778895,22.1611595
181207;3;50.421121,22.200007 50.574148,22.407514;50.4976345,22.3037605
181206;3;50.384154,22.165683 50.502340,22.317755;50.443247,22.241719
180509;2;49.691380,21.241772 49.812061,21.401983;49.7517205,21.3218775
180508;2;49.564389,21.382602 49.672164,21.520258;49.6182765,21.45143
180511;2;49.642013,21.500221 49.750879,21.623288;49.696446,21.5617545
180703;3;49.507749,21.732410 49.624936,21.836258;49.5663425,21.784334
180701;2;49.577315,21.571471 49.691440,21.732806;49.6343775,21.6521385
180702;3;49.389129,21.569567 49.631316,21.792572;49.5102225,21.6810695
180705;2;49.659737,21.740082 49.801043,21.912091;49.73039,21.8260865
180704;3;49.671771,21.572302 49.772603,21.712670;49.722187,21.642486
180707;2;49.587982,21.713754 49.675210,21.858099;49.631596,21.7859265
180706;2;49.652422,21.799662 49.699694,21.857920;49.676058,21.828791
180709;2;49.719189,21.618210 49.843793,21.787050;49.781491,21.70263
180708;3;49.459876,21.773513 49.644158,21.969289;49.552017,21.871401
186401;1;50.512270,21.601384 50.654943,21.796277;50.5836065,21.6988305
180206;2;49.707947,22.028046 49.835591,22.294533;49.771769,22.1612895
180202;2;49.747222,21.894796 49.837621,22.075129;49.7924215,21.9849625
180201;3;49.618300,21.933100 49.753377,22.113537;49.6858385,22.0233185
180204;2;49.617859,21.850541 49.719955,22.029055;49.668907,21.939798
180203;2;49.626712,22.074270 49.736617,22.330238;49.6816645,22.202254
180205;2;49.704468,21.850859 49.781093,22.030452;49.7427805,21.9406555
180105;2;49.002387,22.473308 49.300829,22.894086;49.151608,22.683697
180103;2;49.225922,22.449337 49.375985,22.750956;49.3009535,22.6001465
180108;3;49.327420,22.395062 49.670286,22.746807;49.498853,22.5709345
180305;2;49.835584,21.224959 49.932277,21.351379;49.8839305,21.288169
180301;1;50.006882,21.366446 50.085020,21.465543;50.045951,21.4159945
180303;2;50.010867,21.144584 50.154706,21.377343;50.0827865,21.2609635
181605;2;49.744580,22.096157 49.890297,22.336415;49.8174385,22.216286
181604;2;49.935198,22.073310 50.010088,22.230428;49.972643,22.151869
181607;2;49.858728,22.111855 49.948656,22.266872;49.903692,22.1893635
181606;3;50.066965,21.859385 50.248688,22.061267;50.1578265,21.960326
181608;2;50.278005,21.998632 50.370335,22.211990;50.32417,22.105311
181611;3;50.169100,22.016210 50.300892,22.252256;50.234996,22.134233
181610;2;49.863461,21.901220 49.973666,22.038792;49.9185635,21.970006
181613;2;50.062886,21.978796 50.185279,22.176193;50.1240825,22.0774945
181614;3;49.913328,21.979864 50.009701,22.133031;49.9615145,22.0564475
181706;2;49.527453,22.283909 49.649043,22.427904;49.588248,22.3559065
181702;2;49.561786,21.906744 49.620452,21.996073;49.591119,21.9514085
181303;2;49.573073,22.579604 49.728605,22.813370;49.650839,22.696487
181612;2;50.024906,21.778972 50.151437,21.973520;50.0881715,21.876246
181704;2;49.173894,21.926033 49.463046,22.250118;49.31847,22.0880755
201108;3;53.254703,23.307141 53.490040,23.725913;53.3723715,23.516527
201110;2;53.169564,23.439703 53.408637,23.768779;53.2891005,23.604241
201206;2;54.259740,22.863784 54.390989,23.063165;54.3253645,22.9634745
201303;3;52.740464,22.242551 52.907680,22.471891;52.824072,22.357221
201202;2;54.121841,22.476556 54.251397,22.808397;54.186619,22.6424765
201306;2;52.953565,22.398170 53.063280,22.644654;53.0084225,22.521412
201201;2;54.029307,22.595123 54.149999,22.811409;54.089653,22.703266
201305;2;53.019991,22.559862 53.143783,22.811665;53.081887,22.6857635
201204;2;54.172401,22.558967 54.298164,22.825901;54.2352825,22.692434
201307;2;52.801785,22.613497 52.945454,22.790194;52.8736195,22.7018455
201203;2;54.156193,22.784251 54.273983,23.000072;54.215088,22.8921615
201309;3;52.768690,22.416296 52.931915,22.701850;52.8503025,22.559073
201009;2;52.358787,22.724782 52.539533,23.012097;52.44916,22.8684395
201205;2;53.922691,22.670404 54.061081,22.913426;53.991886,22.791915
201310;2;52.862024,22.341186 52.986358,22.692718;52.924191,22.516952
206301;1;54.040416,22.863758 54.165018,22.994671;54.102717,22.9292145
201208;2;54.142030,22.961367 54.315950,23.159756;54.22899,23.0605615
200901;1;54.095810,23.328519 54.125297,23.367035;54.1105535,23.347777
201207;2;54.003621,22.771259 54.184198,23.153647;54.0939095,22.962453
201402;2;52.957110,22.286379 53.066651,22.442526;53.0118805,22.3644525
200904;2;54.169867,23.108707 54.297005,23.359220;54.233436,23.2339635
201209;2;54.261852,22.768004 54.410403,22.967893;54.3361275,22.8679485
201401;1;52.942844,22.204247 53.009192,22.290331;52.976018,22.247289
200903;2;54.004246,23.080011 54.183727,23.306792;54.0939865,23.1934015
201308;2;52.920510,22.602654 53.100052,22.868300;53.010281,22.735477
201404;2;52.841759,21.976105 52.986131,22.217544;52.913945,22.0968245
200905;2;54.009659,23.264602 54.232763,23.528601;54.121211,23.3966015
201302;3;52.585359,22.409127 52.739549,22.718225;52.662454,22.563676
201403;2;53.038636,22.282201 53.203370,22.594009;53.121003,22.438105
201105;2;53.412497,23.511314 53.607551,23.709267;53.510024,23.6102905
201301;1;52.899845,22.479315 52.949987,22.547845;52.924916,22.51358
201405;2;52.870344,22.028411 53.117270,22.357861;52.993807,22.193136
201103;2;53.339224,23.058219 53.518806,23.203857;53.429015,23.131038
201304;2;52.689484,22.441076 52.824266,22.684589;52.756875,22.5628325
206101;1;53.066597,23.065791 53.188420,23.247193;53.1275085,23.156492
201101;3;53.528919,23.139424 53.721957,23.458105;53.625438,23.2987645
206201;1;53.142900,22.011157 53.222244,22.106597;53.182572,22.058877
201102;2;53.367004,23.146961 53.535540,23.426272;53.451272,23.2866165
201104;3;53.148270,23.632330 53.329673,23.909458;53.2389715,23.770894
201109;3;53.501160,22.927823 53.683649,23.282317;53.5924045,23.10507
201107;2;53.463147,23.305035 53.615387,23.605747;53.539267,23.455391
201106;2;53.592406,23.409197 53.710236,23.624129;53.651321,23.516663
200801;3;53.399422,22.535163 53.690077,22.919203;53.5447495,22.727183
200804;3;53.279626,22.818285 53.417844,23.081303;53.348735,22.949794
200803;2;53.417844,22.847914 53.591410,23.074086;53.504627,22.961
200805;2;53.213889,22.730759 53.331070,22.955159;53.2724795,22.842959
200807;2;53.201364,22.430437 53.421304,22.780933;53.311334,22.605685
201006;2;52.473485,23.002030 52.592768,23.314991;52.5331265,23.1585105
201002;3;52.366292,22.510110 52.555124,22.766179;52.460708,22.6381445
201001;1;52.376375,22.821323 52.464737,22.929075;52.420556,22.875199
201004;2;52.497476,22.636112 52.696873,22.885032;52.5971745,22.760572
201003;2;52.503065,22.799861 52.644703,23.021177;52.573884,22.910519
200605;3;53.284127,22.026009 53.444060,22.267000;53.3640935,22.1465045
201005;2;52.279970,22.929500 52.421875,23.272095;52.3509225,23.1007975
200604;2;53.239369,21.871687 53.372394,22.126193;53.3058815,21.99894
201008;2;52.517053,22.457845 52.629448,22.658441;52.5732505,22.558143
200606;2;53.313057,21.592843 53.492757,21.834977;53.402907,21.71391
201007;2;52.385405,22.954137 52.514479,23.313916;52.449942,23.1340265
200703;2;53.071672,21.693122 53.205396,21.925355;53.138534,21.8092385
200205;2;52.900734,23.065713 53.104964,23.244378;53.002849,23.1550455
200704;3;53.158459,21.783580 53.281049,22.003331;53.219754,21.8934555
200203;2;53.155464,22.884517 53.307654,23.123342;53.231559,23.0039295
200705;2;53.120025,21.999477 53.311574,22.301084;53.2157995,22.1502805
200202;3;53.247622,23.075961 53.384746,23.403731;53.316184,23.239846
200708;2;53.109794,22.240994 53.270481,22.486329;53.1901375,22.3636615
200204;2;52.996521,23.366714 53.216316,23.918259;53.1064185,23.6424865
200707;2;52.978729,21.859065 53.153545,22.069279;53.066137,21.964172
200206;3;52.923215,22.761199 53.077921,22.962557;53.000568,22.861878
200709;2;53.167619,21.622660 53.334995,21.896508;53.251307,21.759584
200207;3;52.902827,23.415390 53.146180,23.946270;53.0245035,23.68083
200706;2;53.331054,22.235331 53.437848,22.406372;53.384451,22.3208515
200208;2;52.849896,22.707689 52.965941,22.940117;52.9079185,22.823903
200702;2;53.040210,21.911452 53.249286,22.313943;53.144748,22.1126975
200212;3;53.113663,22.607960 53.277305,22.909109;53.195484,22.7585345
200209;3;53.097463,23.220240 53.278717,23.512563;53.18809,23.3664015
200701;3;53.236571,22.205227 53.353712,22.497933;53.2951415,22.35158
200215;2;53.094095,22.469074 53.220569,22.675205;53.157332,22.5721395
200213;3;53.166588,23.081335 53.278264,23.336513;53.222426,23.208924
200806;3;53.312474,22.600547 53.465326,22.927326;53.3889,22.7639365
200802;2;53.319621,22.927326 53.466316,23.132528;53.3929685,23.029927
200214;3;52.890925,23.198815 53.125577,23.503189;53.008251,23.351002
200211;2;52.942535,22.896507 53.102230,23.121421;53.0223825,23.008964
200403;2;53.348591,22.284966 53.492893,22.622063;53.420742,22.4535145
200303;2;52.659283,22.974498 52.913469,23.378667;52.786376,23.1765825
200210;3;52.901397,22.896177 52.988527,23.115291;52.944962,23.005734
200405;3;53.509982,22.135728 53.634076,22.445775;53.572029,22.2907515
200301;1;52.728410,23.145216 52.799972,23.235287;52.764191,23.1902515
200503;2;52.426690,23.256856 52.565814,23.495584;52.496252,23.37622
200302;1;52.732009,22.785076 52.803502,22.911112;52.7677555,22.848094
200105;2;53.863359,22.833195 54.024770,23.155499;53.9440645,22.994347
