teryt;name;center;wdistKm
121305;Osiek;49.9452665,19.287371;49
121002;Chełmiec;49.645943,20.691713;70
121505;Jordanów;49.655249,19.8140875;45
143304;Liw;52.394575,22.0148315;70
140706;Magnuszew;51.7724145,21.346927;52
142103;Brwinów;52.1424425,20.7271665;22
140313;Wilga;51.8368255,21.3890505;47
142807;Sochaczew;52.215994,20.264971;52
142306;Przysucha;51.336661,20.631502;100
142507;Kowala;51.324264,21.095915;97
141201;Mińsk Mazowiecki;52.178982,21.556652;36
140607;Mogielnica;51.6791105,20.717381;62
140702;Głowaczów;51.656326,21.320478;64
161105;Strzelce Opolskie;50.550362,18.290406;28
160504;Walce;50.388684,17.9984285;31
181308;Przemyśl;49.7684295,22.732566;60
181105;Mielec;50.2958495,21.478579;47
181101;Mielec (a);50.2804005,21.4836645;46
180804;Leżajsk;50.253574,22.421165;37
180504;Jasło;49.7349005,21.499074;51
180304;Dębica;50.05849,21.4467345;41
180404;Jarosław;50.0474775,22.714939;50
200902;Giby;53.994753,23.2978405;96
226201;Gdynia (ab);54.503614,18.463552;19
247901;Żory;50.038777,18.688386;32
240206;Jaworze;49.776783,18.941492;53
240414;Przyrów;50.7813,19.5102675;69
240406;Koniecpol;50.7895895,19.709758;78
240410;Mstów;50.825431,19.32332;68
240105;Mierzęcice;50.4452545,19.132037;24
240506;Sośnicowice;50.266081,18.4954325;36
240504;Pilchowice;50.2185385,18.564455;31
241001;Goczałkowice-Zdrój;49.9274335,18.886296;37
260106;Stopnica;50.476562,20.9226685;50
261207;Staszów;50.571159,21.229587;55
281508;Morąg;53.912672,19.9548145;39
302306;Słupca;52.300062,17.925434;70
300603;Kotlin;51.9356145,17.6391325;73
300907;Koło;52.2255215,18.6215155;118
302003;Dobrzyca;51.847674,17.6268765;80
301704;Ostrów Wielkopolski;51.6938845,17.7404115;98
321410;Stargard;53.3539925,15.0783305;35
320305;Wierzchowo;53.437933,16.179278;107
320304;Ostrowice;53.6221995,16.0089255;98
