urzad;teryt;razem;razemKobiety;wiek;PSL;PiS;PO;SLD;PP;NP;teryt.bis;xteryt;name;areaH;areaKm;popThs;popKm;rankA;rankP;type;bb;center;terytDup;uprawnieni;glosy;glosyNW;glosyLK;PSL;PiS;SLD;PO;ognw;PSLp;PiSp;SLDp;POp
Wójt Gminy Świdnica;080907;2;0;56.50;0;0;0;0;0;2;080907;2;Świdnica;16090;160;6573;41;589;1364;gw;51.833425,15.232134 51.986173,15.476628;51.909799,15.354381;080907;5114;2233;536;2014;822;288;152;670;19.36000;36.81;12.90;6.81;30.00
Wójt Gminy Wilków;061207;2;1;46.00;1;1;0;0;0;0;061207;2;Wilków;7794;78;4496;58;1731;1857;gw;51.185537,21.807935 51.308732,21.980355;51.2471345,21.894145;061207;3878;1942;560;1888;1407;333;30;58;22.38000;72.45;17.15;1.54;2.99
Wójt Gminy Konstantynów;060107;2;1;55.50;1;1;0;0;0;0;060107;2;Konstantynów;8692;87;4154;48;1581;1941;gw;52.131366,23.030030 52.287830,23.181566;52.209598,23.105798;060107;3298;1491;302;1479;642;247;399;134;16.84000;43.06;16.57;26.76;8.99
Burmistrz Miasta i Gminy Żarki;240905;3;1;51.67;0;1;0;0;0;2;240905;3;Żarki;10100;101;8443;84;1374;1046;gmw;50.581031,19.248986 50.692402,19.488885;50.6367165,19.3689355;240905;6914;3557;960;3245;803;1441;510;317;21.25000;22.58;40.51;14.34;8.91
Wójt Gminy Grodziczno;281203;4;1;43.50;0;1;0;0;0;3;281203;2;Grodziczno;15437;154;6366;41;635;1415;gw;53.302471,19.658276 53.467023,19.904018;53.384747,19.781147;281203;4954;2152;782;2123;1296;395;40;350;26.65000;60.22;18.36;1.86;16.26
Wójt Gminy Mysłakowice;020607;4;1;52.00;0;0;0;0;0;4;020607;2;Mysłakowice;8798;88;10218;116;1564;841;gw;50.792656,15.744178 50.902622,15.927704;50.847639,15.835941;020607;8254;2847;885;2634;448;601;743;719;23.71000;15.74;21.11;26.10;25.25
Wójt Gminy Lubochnia;101606;3;0;49.67;0;1;0;0;0;2;101606;2;Lubochnia;13137;131;7162;55;895;1256;gw;51.532370,19.942232 51.662680,20.155724;51.597525,20.048978;101606;5561;2947;868;2836;1440;850;211;227;22.75000;48.86;28.84;7.16;7.70
Wójt Gminy Radgoszcz;120406;2;0;57.00;0;0;0;0;0;2;120406;2;Radgoszcz;8810;88;7418;84;1562;1213;gw;50.113111,21.052136 50.262541,21.182680;50.187826,21.117408;120406;5831;2408;775;2362;647;1064;83;438;24.35000;26.87;44.19;3.45;18.19
Burmistrz Tarczyna;141806;2;2;51.50;0;0;0;0;0;2;141806;3;Tarczyn;11427;114;11415;100;1140;749;gmw;51.921362,20.685189 52.029757,20.943390;51.9755595,20.8142895;141806;8824;3726;1227;3428;1117;1144;189;668;24.77000;29.98;30.70;5.07;17.93
Wójt Gminy Jaktorów;140505;3;1;52.33;0;0;0;0;0;3;140505;2;Jaktorów;5530;55;12105;219;1984;682;gw;52.032617,20.439432 52.125823,20.583242;52.07922,20.511337;140505;9048;3742;903;3548;575;938;153;1599;19.44000;15.37;25.07;4.09;42.73
Wójt Gminy Sorkwity;281005;2;0;56.00;0;1;0;0;0;1;281005;2;Sorkwity;18465;185;4568;25;425;1838;gw;53.715552,21.051370 53.959536,21.242403;53.837544,21.1468865;281005;3741;1645;593;1601;988;244;47;242;26.50000;60.06;14.83;2.86;14.71
Wójt Gminy Chodel;061201;4;2;45.50;1;1;0;0;0;2;061201;2;Chodel;10837;108;6658;61;1255;1351;gw;51.043530,22.052660 51.157312,22.235632;51.100421,22.144146;061201;5391;2322;695;2228;940;655;447;111;23.04000;40.48;28.21;19.25;4.78
Burmistrz Gminy Golczewo;320702;4;1;52.25;0;1;0;0;0;3;320702;3;Golczewo;17531;175;5906;34;482;1510;gmw;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775;320702;4883;2318;707;2213;821;200;401;627;23.37000;35.42;8.63;17.30;27.05
Wójt Gminy Drzycim;041403;6;4;45.00;1;1;0;0;0;4;041403;2;Drzycim;10841;108;5021;46;1254;1721;gw;53.438441,18.236226 53.584840,18.413799;53.5116405,18.3250125;041403;4027;1457;507;1418;496;360;63;407;25.81000;34.04;24.71;4.32;27.93
Burmistrz Nidzicy;281104;3;0;41.00;0;1;0;0;0;2;281104;3;Nidzica;37879;379;21180;56;31;318;gmw;53.287331,20.294799 53.530698,20.690461;53.4090145,20.49263;281104;17291;6988;1771;6890;1532;2115;1054;1967;20.22000;21.92;30.27;15.08;28.15
Wójt Gminy Łubowo;300306;1;0;63.00;0;0;0;0;0;1;300306;2;Łubowo;11354;114;6563;58;1152;1366;gw;52.440212,17.320634 52.564989,17.533234;52.5026005,17.426934;300306;4713;1587;698;1361;422;420;121;308;30.55000;26.59;26.47;7.62;19.41
Burmistrz Koluszek;100607;2;0;44.00;0;1;0;0;0;1;100607;3;Koluszki;15720;157;23639;150;620;272;gmw;51.660336,19.669950 51.783146,19.983019;51.721741,19.8264845;100607;19110;8219;1880;7817;1414;2634;1360;1702;18.62000;17.20;32.05;16.55;20.71
Burmistrz Miasta Skoczowa;240310;3;0;55.00;0;1;0;0;0;2;240310;3;Skoczów;6355;64;26897;423;1918;216;gmw;49.750969,18.718873 49.865111,18.855818;49.80804,18.7873455;240310;20772;7770;1686;6589;986;2200;624;2293;17.83000;12.69;28.31;8.03;29.51
Wójt Gminy Opatowiec;260304;2;0;45.50;1;0;0;0;0;1;260304;2;Opatowiec;6858;69;3288;48;1868;2141;gw;50.201449,20.593739 50.321459,20.774728;50.261454,20.6842335;260304;3012;1659;211;1652;1440;111;41;31;11.28000;86.80;6.69;2.47;1.87
Wójt Gminy Boleszkowice;321002;2;0;45.00;0;0;0;0;0;2;321002;2;Boleszkowice;13049;130;2891;22;905;2201;gw;52.624689,14.436438 52.771609,14.675157;52.698149,14.5557975;321002;2359;775;595;731;282;152;76;169;43.43000;36.39;19.61;9.81;21.81
Burmistrz Miasta i Gminy Prabuty;220704;4;0;43.25;0;0;0;0;0;4;220704;3;Prabuty;19713;197;13165;67;361;612;gmw;53.634981,19.079450 53.841541,19.322978;53.738261,19.201214;220704;10446;3522;1312;3408;1483;607;391;661;27.14000;42.11;17.23;11.10;18.77
Burmistrz Pasłęka;280407;3;0;47.33;0;1;0;0;0;2;280407;3;Pasłęk;26391;264;19502;74;144;358;gmw;53.941150,19.552067 54.147536,19.832619;54.044343,19.692343;280407;15781;5314;1355;5168;1219;1322;301;2099;20.32000;22.94;24.88;5.66;39.50
Wójt Gminy Ochotnica Dolna;121110;3;0;53.00;0;1;0;0;0;2;121110;2;Ochotnica Dolna;14120;141;8518;60;770;1036;gw;49.464163,20.145313 49.573189,20.470079;49.518676,20.307696;121110;6338;2791;947;2645;858;1289;41;246;25.33000;30.74;46.18;1.47;8.81
Wójt Gminy Psary;240106;2;0;45.50;0;0;0;0;0;2;240106;2;Psary;4616;46;12046;261;2052;688;gw;50.350430,19.054353 50.422760,19.189477;50.386595,19.121915;240106;9706;4135;953;3519;694;645;831;1028;18.73000;16.78;15.60;20.10;24.86
Wójt Gminy Siennica Różana;060610;2;0;51.50;1;0;0;0;0;1;060610;2;Siennica Różana;9840;98;4183;43;1418;1936;gw;50.966773,23.214332 51.050179,23.455003;51.008476,23.3346675;060610;3506;1208;228;1194;828;155;28;146;15.88000;68.54;12.83;2.32;12.09
Wójt Gminy Chojnice;220203;2;0;46.50;0;0;0;0;0;2;220203;2;Chojnice;45821;458;18931;41;10;371;gw;53.571152,17.413048 53.921677,17.775425;53.7464145,17.5942365;220203;13657;4207;1579;4099;826;890;196;1920;27.29000;19.63;21.16;4.66;45.64
Wójt Gminy Bukowiec;041401;2;1;46.00;0;0;0;0;0;2;041401;2;Bukowiec;11100;111;5146;46;1203;1695;gw;53.363182,18.150628 53.481797,18.344852;53.4224895,18.24774;041401;4025;952;424;917;431;175;83;180;30.81000;45.27;18.38;8.72;18.91
Wójt Gminy Jednorożec;142204;4;1;53.00;0;0;0;0;0;4;142204;2;Jednorożec;23224;233;7190;31;223;1251;gw;53.059454,20.898734 53.261149,21.214278;53.1603015,21.056506;142204;5693;2296;795;2186;1580;345;55;92;25.72000;68.82;15.03;2.40;4.01
Burmistrz Bojanowa;302201;3;1;46.33;1;0;0;0;0;2;302201;3;Bojanowo;12350;124;8785;71;1007;999;gmw;51.640987,16.638585 51.746425,16.887044;51.693706,16.7628145;302201;7096;2310;1050;2072;938;286;261;347;31.25000;40.61;12.38;11.30;15.02
Wójt Gminy Cedry Wielkie;220402;1;0;57.00;0;0;0;0;0;1;220402;2;Cedry Wielkie;12427;124;6979;56;992;1282;gw;54.192925,18.734110 54.317712,18.948108;54.2553185,18.841109;220402;5151;1358;624;1294;232;278;68;586;31.48000;17.08;20.47;5.01;43.15
Wójt Gminy Brzeźnica;121802;3;0;38.67;0;1;0;0;0;2;121802;2;Brzeźnica;6643;66;10285;155;1889;837;gw;49.912820,19.535711 50.000425,19.733062;49.9566225,19.6343865;121802;7953;3026;1140;2786;819;1039;138;592;27.36000;27.07;34.34;4.56;19.56
Wójt Gminy Siemkowice;100906;2;1;57.00;1;0;0;0;0;1;100906;2;Siemkowice;9998;100;4814;48;1392;1779;gw;51.150970,18.787582 51.270345,18.956045;51.2106575,18.8718135;100906;4000;1997;690;1872;800;483;409;90;25.68000;40.06;24.19;20.48;4.51
Prezydent Miasta Koszalin;326101;6;0;60.00;0;1;1;1;0;3;326101;1;Koszalin;9834;98;107670;1095;1419;37;mm;54.137392,16.110150 54.276991,16.323309;54.2071915,16.2167295;326101;86207;32603;3928;29009;3620;5773;5116;13158;10.75000;11.10;17.71;15.69;40.36
Wójt Gminy Sulików;022505;2;1;53.50;0;1;0;0;0;1;022505;2;Sulików;9451;95;6082;64;1482;1472;gw;50.990142,14.983514 51.133328,15.168249;51.061735,15.0758815;022505;4945;1979;877;1854;399;406;378;497;30.71000;20.16;20.52;19.10;25.11
Wójt Gminy Topólka;041107;4;0;47.25;1;1;0;1;0;1;041107;2;Topólka;10288;103;4880;47;1343;1762;gw;52.421531,18.592740 52.580234,18.758314;52.5008825,18.675527;041107;4123;1928;897;1798;967;250;349;175;31.75000;50.16;12.97;18.10;9.08
Burmistrz Lubrańca;041812;2;0;50.50;0;1;0;0;0;1;041812;3;Lubraniec;14803;148;9598;65;694;904;gmw;52.440701,18.726897 52.595631,18.973233;52.518166,18.850065;041812;8147;3644;1036;3500;1110;470;1511;336;22.14000;30.46;12.90;41.47;9.22
Wójt Gminy Jejkowice;241203;1;0;31.00;0;0;0;0;0;1;241203;2;Jejkowice;759;8;4137;545;2328;1944;gw;50.082708,18.451668 50.121632,18.493651;50.10217,18.4726595;241203;3135;1415;499;1109;236;454;38;290;26.07000;16.68;32.08;2.69;20.49
Wójt Gminy Brąszewice;101403;2;1;39.50;0;0;0;0;0;2;101403;2;Brąszewice;10663;107;4530;42;1281;1850;gw;51.449137,18.358481 51.558003,18.549896;51.50357,18.4541885;101403;3534;1608;606;1569;561;498;80;332;27.37000;34.89;30.97;4.98;20.65
Wójt Gminy Chełmiec;121002;4;0;43.75;0;1;0;0;0;3;121002;2;Chełmiec;11197;112;28216;252;1180;200;gw;49.587517,20.554728 49.704369,20.828698;49.645943,20.691713;121002;20813;9854;2449;9610;1945;5049;251;1539;19.91000;19.74;51.24;2.55;15.62
Wójt Gminy Borki;061502;3;0;37.33;0;1;0;0;0;2;061502;2;Borki;11182;112;6030;54;1183;1483;gw;51.660061,22.396855 51.797151,22.600024;51.728606,22.4984395;061502;4879;2690;358;2656;2209;299;38;41;11.75000;82.12;11.12;1.41;1.52
Wójt Gminy Zebrzydowice;240312;3;0;61.00;0;0;0;0;0;3;240312;2;Zebrzydowice;4142;41;13284;321;2080;608;gw;49.817084,18.565670 49.910416,18.667602;49.86375,18.616636;240312;10263;3807;937;3273;493;1263;285;999;19.75000;12.95;33.18;7.49;26.24
Wójt Gminy Rzeczyca;101608;2;0;40.50;0;0;0;0;0;2;101608;2;Rzeczyca;10861;109;4648;43;1249;1821;gw;51.552748,20.197378 51.660047,20.424890;51.6063975,20.311134;101608;3989;2213;592;2120;1426;378;99;148;21.11000;64.44;17.08;4.47;6.69
Wójt Gminy Mokobody;142604;3;3;45.00;0;1;0;0;0;2;142604;2;Mokobody;11931;119;5040;42;1068;1715;gw;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;142604;4108;1765;543;1712;728;505;40;332;23.53000;41.25;28.61;2.27;18.81
Wójt Gminy Żmudź;060314;1;1;45.00;0;0;0;0;0;1;060314;2;Żmudź;13607;136;3134;23;825;2167;gw;50.975665,23.554443 51.096675,23.808999;51.03617,23.681721;060314;2690;1332;409;1286;504;220;49;474;23.49000;37.84;16.52;3.68;35.59
Burmistrz Sulechowa;080906;6;1;53.83;0;1;0;0;0;5;080906;3;Sulechów;23666;237;26498;112;211;222;gmw;52.006263,15.403577 52.182680,15.747460;52.0944715,15.5755185;080906;21022;7411;2023;6848;1402;1102;863;3117;21.44000;18.92;14.87;11.64;42.06
Wójt Gminy Olszanka;160106;1;1;45.00;0;0;0;0;0;1;160106;2;Olszanka;9276;93;4942;53;1506;1745;gw;50.719180,17.349024 50.828728,17.543122;50.773954,17.446073;160106;4040;1817;479;1731;612;498;138;412;20.86000;33.68;27.41;7.59;22.67
Wójt Gminy Sośno;041303;4;1;43.00;1;1;0;0;0;2;041303;2;Sośno;16264;163;5059;31;573;1713;gw;53.274505,17.548757 53.449770,17.770041;53.3621375,17.659399;041303;4058;1287;457;1213;572;307;103;173;26.20000;44.44;23.85;8.00;13.44
Wójt Gminy Lelkowo;280204;2;0;42.00;0;0;0;0;0;2;280204;2;Lelkowo;19816;198;2928;15;353;2196;gw;54.256517,20.050342 54.418610,20.335359;54.3375635,20.1928505;280204;2535;1051;347;1033;751;107;43;98;24.82000;71.46;10.18;4.09;9.32
Burmistrz Miasta i Gminy Nowa Dęba;182004;1;0;55.00;0;0;0;0;0;1;182004;3;Nowa Dęba;14341;143;18190;127;750;388;gmw;50.387786,21.612429 50.538910,21.866163;50.463348,21.739296;182004;15583;6052;1356;5939;1832;2259;312;1005;18.30000;30.27;37.33;5.16;16.61
Wójt Gminy Rymań;320805;1;0;41.00;0;0;0;0;0;1;320805;2;Rymań;14615;146;3983;27;718;1983;gw;53.873037,15.418028 54.033763,15.645121;53.9534,15.5315745;320805;3344;1333;374;1300;741;113;60;343;21.91000;55.59;8.48;4.50;25.73
Wójt Gminy Spytkowice;121806;2;0;45.00;0;0;0;0;0;2;121806;2;Spytkowice;5138;52;10304;201;2007;834;gw;49.944265,19.464435 50.027096,19.585516;49.9856805,19.5249755;121806;8088;2515;856;2388;510;1064;200;485;25.39000;20.28;42.31;7.95;19.28
Burmistrz Bolkowa;020502;4;2;44.00;0;0;0;0;0;4;020502;3;Bolków;15260;153;10611;70;650;809;gmw;50.852741,15.929791 50.992373,16.204282;50.922557,16.0670365;020502;8777;3295;1168;2997;1401;610;334;501;26.17000;42.52;18.51;10.14;15.20
Burmistrz Miasta Złotowa;303101;3;0;53.67;0;0;0;0;0;3;303101;1;Złotów;1158;12;18441;1592;2305;384;gm;53.340493,17.005995 53.377923,17.084266;53.359208,17.0451305;303101;15006;5436;1367;5191;890;1100;342;2610;20.09000;16.37;20.24;6.29;48.01
Wójt Gminy Sławoborze;321605;1;0;42.00;1;0;0;0;0;0;321605;2;Sławoborze;18866;189;4090;22;398;1956;gw;53.821960,15.528492 53.970411,15.815286;53.8961855,15.671889;321605;3368;1296;555;1215;645;104;175;222;29.98000;49.77;8.02;13.50;17.13
Prezydent Miasta Świętochłowice;247601;4;2;39.75;0;1;1;0;0;2;247601;1;Świętochłowice;1331;13;50385;3785;2294;89;mm;50.270756,18.883560 50.324956,18.936971;50.297856,18.9102655;247601;40626;13916;2374;9923;1150;2808;804;4191;14.57000;8.26;20.18;5.78;30.12
Wójt Gminy Kunice;020904;4;1;42.00;0;0;1;0;0;3;020904;2;Kunice;9266;93;6750;73;1507;1332;gw;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;020904;4930;2208;466;2053;638;449;166;733;17.43000;28.89;20.34;7.52;33.20
Wójt Gminy Lubrza;080801;2;0;49.00;0;0;0;0;0;2;080801;2;Lubrza;12225;122;3549;29;1023;2091;gw;52.213624,15.304745 52.375885,15.501787;52.2947545,15.403266;080801;2812;1163;477;1047;427;157;216;210;29.09000;36.72;13.50;18.57;18.06
Wójt Gminy Pacyna;140403;2;1;45.50;0;0;0;0;0;2;140403;2;Pacyna;9029;90;3617;40;1530;2081;gw;52.253680,19.613539 52.355666,19.805072;52.304673,19.7093055;140403;3185;1453;568;1397;957;290;38;42;28.10000;65.86;19.96;2.62;2.89
Wójt Gminy Repki;142906;2;2;53.50;0;1;0;0;0;1;142906;2;Repki;16858;168;5326;32;529;1648;gw;52.313728,22.306054 52.439475,22.564640;52.3766015,22.435347;142906;4601;2406;454;2358;1678;527;38;59;15.87000;69.74;21.90;1.58;2.45
Burmistrz Miasta Bartoszyce;280101;4;2;46.75;0;1;1;0;0;2;280101;1;Bartoszyce;1179;11;23810;2020;2303;270;gm;54.234776,20.768664 54.276841,20.852106;54.2558085,20.810385;280101;20189;7349;1565;7178;1141;2130;691;2840;17.56000;15.53;28.98;9.40;38.64
Burmistrz Miasta i Gminy Busko-Zdrój;260101;3;1;53.67;0;0;0;0;0;3;260101;3;Busko-Zdrój;23550;236;32438;138;214;167;gmw;50.364030,20.605328 50.566991,20.917500;50.4655105,20.761414;260101;27045;12753;1741;12667;8777;1603;586;1245;12.01000;68.82;12.57;4.59;9.76
Wójt Gminy Ulan-Majorat;061507;2;0;56.00;0;0;0;0;0;2;061507;2;Ulan-Majorat;10778;108;6030;56;1262;1483;gw;51.788107,22.352517 51.890208,22.578660;51.8391575,22.4655885;061507;4886;2770;467;2696;1945;560;38;66;14.43000;70.22;20.22;1.37;2.38
Burmistrz Miasta Tuszyna;100611;1;0;46.00;0;0;0;0;0;1;100611;3;Tuszyn;12990;130;12332;95;913;669;gmw;51.507711,19.442878 51.645399,19.634155;51.576555,19.5385165;100611;10110;3970;1012;3813;767;1396;475;806;20.31000;19.32;35.16;11.96;20.30
Wójt Gminy Dzikowiec;180606;4;1;49.25;1;0;0;0;0;3;180606;2;Dzikowiec;12156;122;6509;54;1034;1382;gw;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325;180606;5252;1923;384;1907;383;1271;53;65;16.64000;19.92;66.09;2.76;3.38
Wójt Gminy Mrągowo;281003;2;0;47.00;0;0;0;0;0;2;281003;2;Mrągowo;29514;295;7957;27;102;1121;gw;53.764102,21.178266 53.995792,21.490334;53.879947,21.3343;281003;6304;2256;412;2129;1165;305;109;463;15.44000;51.64;13.52;4.83;20.52
Wójt Gminy Tereszpol;060213;1;0;39.00;0;1;0;0;0;0;060213;2;Tereszpol;14401;144;3931;27;745;1999;gw;50.487761,22.786874 50.644472,23.001933;50.5661165,22.8944035;060213;3244;1341;357;1270;377;619;42;142;21.02000;28.11;46.16;3.13;10.59
Burmistrz Ińska;321405;3;0;56.67;0;1;0;0;0;2;321405;3;Ińsko;15101;151;3414;23;666;2114;gmw;53.364685,15.425150 53.506521,15.721691;53.435603,15.5734205;321405;3022;1265;436;801;391;148;80;146;25.63000;30.91;11.70;6.32;11.54
Burmistrz Miasta Kuźnia Raciborska;241105;2;1;45.00;0;0;0;0;0;2;241105;3;Kuźnia Raciborska;12662;127;11894;94;964;704;gmw;50.154934,18.235204 50.258235,18.503242;50.2065845,18.369223;241105;9590;2663;755;2182;459;387;110;1075;22.09000;17.24;14.53;4.13;40.37
Wójt Gminy Janów;201102;4;0;51.50;0;1;0;0;0;3;201102;2;Janów;20781;208;4170;20;301;1938;gw;53.367004,23.146961 53.535540,23.426272;53.451272,23.2866165;201102;3594;1588;331;1554;1127;274;19;73;17.25000;70.97;17.25;1.20;4.60
Wójt Gminy Gozdowo;142702;2;0;52.00;1;0;0;0;0;1;142702;2;Gozdowo;12635;126;5972;47;967;1500;gw;52.676779,19.587678 52.798872,19.828597;52.7378255,19.7081375;142702;4792;2137;608;2039;1415;372;87;83;22.15000;66.21;17.41;4.07;3.88
Wójt Gminy Stężyca;220506;1;0;43.00;0;0;0;0;0;1;220506;2;Stężyca;16047;161;10360;65;592;829;gw;54.174133,17.823214 54.298232,18.155899;54.2361825,17.9895565;220506;7114;2736;674;2680;1175;749;43;589;19.77000;42.95;27.38;1.57;21.53
Wójt Gminy Sitkówka-Nowiny;260417;2;0;39.00;0;0;0;0;0;2;260417;2;Sitkówka-Nowiny;4561;46;7777;171;2057;1145;gw;50.782199,20.430119 50.858071,20.616654;50.820135,20.5233865;260417;5828;3086;756;3007;1225;658;432;477;19.68000;39.70;21.32;14.00;15.46
Wójt Gminy Lyski;241204;3;0;50.00;0;0;0;0;1;2;241204;2;Lyski;5739;57;9636;168;1966;901;gw;50.073748,18.283109 50.155957,18.467919;50.1148525,18.375514;241204;7827;3270;778;2295;463;780;157;711;19.22000;14.16;23.85;4.80;21.74
Wójt Gminy Grudusk;140205;2;0;56.00;0;1;0;0;0;1;140205;2;Grudusk;9675;97;3659;38;1438;2073;gw;52.975849,20.537060 53.104802,20.695832;53.0403255,20.616446;140205;3065;1088;327;1057;360;567;36;50;23.11000;33.09;52.11;3.31;4.60
Burmistrz Gminy Miłosław;303002;3;0;51.00;1;0;0;0;0;2;303002;3;Miłosław;13212;132;10316;78;881;833;gmw;52.111752,17.425898 52.268280,17.617838;52.190016,17.521868;303002;8307;3171;1266;2751;695;644;433;765;28.53000;21.92;20.31;13.65;24.12
Burmistrz Miasta i Gminy Bogatynia;022503;6;2;50.17;1;1;0;0;0;4;022503;3;Bogatynia;13612;136;23462;172;823;276;gmw;50.862082,14.817458 51.033658,15.021714;50.94787,14.919586;022503;19562;8605;2766;7520;2215;1749;1509;1492;24.33000;25.74;20.33;17.54;17.34
Wójt Gminy Sławno;100707;2;1;51.00;0;1;0;0;0;1;100707;2;Sławno;12931;129;7640;59;921;1173;gw;51.327887,20.055240 51.470910,20.227439;51.3993985,20.1413395;100707;6015;3176;488;3122;2428;429;60;120;13.32000;76.45;13.51;1.89;3.78
Wójt Gminy Głuchów;101502;3;0;41.33;1;1;0;0;0;1;101502;2;Głuchów;11073;111;5813;52;1209;1533;gw;51.738631,19.987138 51.863011,20.189206;51.800821,20.088172;101502;4718;2586;425;2475;1560;631;40;161;14.11000;60.32;24.40;1.55;6.23
Burmistrz Miasta Szczyrk;240201;2;0;53.00;0;0;0;0;0;2;240201;1;Szczyrk;3907;39;5699;146;2100;1549;gm;49.652801,18.954534 49.739977,19.061638;49.696389,19.008086;240201;4715;2222;513;2066;548;523;71;818;18.76000;24.66;23.54;3.20;36.81
Wójt Gminy Lutomiersk;100806;2;1;51.50;0;0;0;0;0;2;100806;2;Lutomiersk;13392;134;8307;62;860;1063;gw;51.707804,18.998891 51.832794,19.310219;51.770299,19.154555;100806;6306;2617;718;2531;1064;593;126;590;21.53000;40.66;22.66;4.81;22.54
Wójt Gminy Ostróda;281509;3;0;53.33;0;0;0;0;0;3;281509;2;Ostróda;40089;401;16031;40;23;469;gw;53.507924,19.738182 53.769870,20.149159;53.638897,19.9436705;281509;12333;4391;1345;4336;3195;297;461;241;23.45000;72.76;6.76;10.50;5.49
Wójt Gminy Nowa Wieś Lęborska;220804;4;0;53.25;0;0;0;0;0;4;220804;2;Nowa Wieś Lęborska;27045;270;13617;50;134;587;gw;54.468763,17.538287 54.678147,17.847191;54.573455,17.692739;220804;10248;3765;1389;3603;690;754;647;1076;26.95000;18.33;20.03;17.18;28.58
Burmistrz Gminy Dębno;321003;6;2;47.67;0;1;0;0;0;5;321003;3;Dębno;31843;318;20828;65;81;324;gmw;52.630960,14.593043 52.892881,14.917822;52.7619205,14.7554325;321003;16534;5643;1384;4955;1401;1601;283;1521;19.70000;24.83;28.37;5.02;26.95
Wójt Gminy Rzepiennik Strzyżewski;121607;2;0;41.00;0;1;0;0;0;1;121607;2;Rzepiennik Strzyżewski;7071;71;6745;95;1841;1333;gw;49.746745,20.987177 49.842339,21.169783;49.794542,21.07848;121607;5362;2500;673;2462;670;1365;74;225;21.21000;26.80;54.60;2.96;9.00
Wójt Gminy Stare Pole;220908;2;0;58.00;0;0;1;0;0;1;220908;2;Stare Pole;7949;79;4701;59;1708;1807;gw;54.010079,19.085540 54.115571,19.282213;54.062825,19.1838765;220908;3658;1298;541;1255;352;190;217;405;29.42000;27.12;14.64;16.72;31.20
Wójt Gminy Bolesławiec;020102;2;0;45.00;0;0;0;0;0;2;020102;2;Bolesławiec;28849;288;14391;50;116;545;gw;51.175601,15.435787 51.466225,15.667149;51.320913,15.551468;020102;10931;3891;1130;3226;698;702;218;1333;22.51000;17.94;18.04;5.60;34.26
Burmistrz Nowogrodźca;020104;2;1;49.00;0;0;0;0;0;2;020104;3;Nowogrodziec;17629;176;15290;87;475;498;gmw;51.112362,15.205959 51.282261,15.496663;51.1973115,15.351311;020104;12021;3667;1337;2993;823;766;375;783;26.72000;22.44;20.89;10.23;21.35
Wójt Gminy Sterdyń;142909;3;2;53.67;0;1;0;0;0;2;142909;2;Sterdyń;12997;130;4023;31;912;1973;gw;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;142909;3628;1518;365;1454;830;466;35;72;19.38000;54.68;30.70;2.31;4.74
Burmistrz Miasta Wojcieszów;022601;2;0;51.50;0;0;0;0;0;2;022601;1;Wojcieszów;3217;32;3696;115;2154;2057;gm;50.920320,15.874943 50.991546,15.981654;50.955933,15.9282985;022601;3111;1020;604;902;192;185;111;360;37.19000;18.82;18.14;10.88;35.29
Burmistrz Sulmierzyc;301201;2;0;44.50;1;0;0;0;0;1;301201;1;Sulmierzyce;2929;29;2899;99;2170;2200;gm;51.582325,17.455377 51.649957,17.589205;51.616141,17.522291;301201;2227;1084;380;1065;755;98;20;170;25.96000;69.65;9.04;1.85;15.68
Wójt Gminy Skórzec;142609;2;0;39.00;1;1;0;0;0;0;142609;2;Skórzec;11904;119;7782;65;1070;1144;gw;52.035929,21.978164 52.170541,22.210887;52.103235,22.0945255;142609;5978;2502;520;2445;1540;629;68;92;17.21000;61.55;25.14;2.72;3.68
Burmistrz Dąbrowy Białostockiej;201101;2;0;45.00;0;1;0;0;0;1;201101;3;Dąbrowa Białostocka;26384;264;11659;44;145;724;gmw;53.528919,23.139424 53.721957,23.458105;53.625438,23.2987645;201101;10240;4097;733;3932;1811;1489;136;258;15.18000;44.20;36.34;3.32;6.30
Burmistrz Miasta Chodzieży;300101;2;0;54.00;0;0;1;0;0;1;300101;1;Chodzież;1277;13;18877;1478;2300;375;gm;52.964959,16.885130 53.024986,16.946300;52.9949725,16.915715;300101;15782;5471;1989;4846;1795;753;457;1547;26.66000;32.81;13.76;8.35;28.28
Burmistrz Ośna Lubuskiego;080503;3;0;53.33;0;0;0;0;0;3;080503;3;Ośno Lubuskie;19764;198;6427;33;356;1399;gmw;52.370380,14.746988 52.529983,15.044048;52.4501815,14.895518;080503;5160;2223;908;1690;471;343;511;275;29.00000;21.19;15.43;22.99;12.37
