teryt;gmina;urzad;kto;typk;bb;cc;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type;retention;typg14;tura14;teryt14;kto14;komitet14;glosy14;glosyp14;dochody2017;wdistkm
022403;gm. Kamieniec Ząbkowicki;Wójt Gminy Kamieniec Ząbkowicki;CZERNIEC Marcin Bartłomiej;KWW;50.473300,16.794232 50.569000,17.026370;50.52115,16.910301;R1;1;39;wyższe;2255;59.37;-1;Tak;9669;97;8247;85;gw;1;M;R1;022403;CZERNIEC Marcin Bartłomiej;KWW Praworządni dla gminy Kamieniec Ząbkowicki;1944;50.70;3489.75;67
022405;gm. Ząbkowice Śląskie;Burmistrz Ząbkowic Śląskich;ORZESZEK Marcin;KWW;50.527086,16.735953 50.669553,16.932569;50.5983195,16.834261;R1;2;39;wyższe;7146;74.33;-1;Tak;14613;146;22058;151;gmw;1;M;R1;022405;ORZESZEK Marcin;KWW Marcina Orzeszka;7612;83.61;3718.02;59
020102;gm. Bolesławiec;Wójt Gminy Bolesławiec;DUTKOWSKI Andrzej Zbigniew;KWW;51.175601,15.435787 51.466225,15.667149;51.320913,15.551468;R1;1;63;wyższe;2883;52.50;-1;Tak;28849;288;14391;50;gw;1;M;R1;020102;DUTKOWSKI Andrzej Zbigniew;KWW Andrzeja Dutkowskiego;2889;59.95;4378.32;106
020101;m. Bolesławiec;PrezM Bolesławiec;ROMAN Piotr;KWW;51.226376,15.501076 51.297962,15.602184;51.262169,15.55163;R1;3;56;wyższe;9647;60.37;-1;Tak;2357;24;39084;1658;gm;1;M;R1;020101;ROMAN Piotr;KWW Piotra Romana;6718;52.03;4213.61;105
020103;gm. Gromadka;Wójt Gminy Gromadka;PAWLISZCZY Dariusz Oleś;KWW;51.283835,15.616778 51.517392,15.858353;51.4006135,15.7375655;R1;2;56;wyższe;1355;50.33;-1;Tak;26768;268;5345;20;gw;1;M;R1;020103;PAWLISZCZY Dariusz Oleś;KWW Dariusza Pawliszczy;1820;64.15;5003.18;96
020106;gm. Warta Bolesławiecka;Wójt Gminy Warta Bolesławiecka;HANISZEWSKI Mirosław Kazimierz;KWW;51.159265,15.622624 51.314714,15.777385;51.2369895,15.7000045;R1;1;62;wyższe;2421;68.54;-1;Tak;11044;110;8665;78;gw;1;S;R1;020106;HANISZEWSKI Mirosław Kazimierz;KWW „Nasz Człowiek - Pewna Przyszłość”;2483;100.00;4166.38;94
020104;gm. Nowogrodziec;Burmistrz Nowogrodźca;RELICH Robert Marek;KWW;51.112362,15.205959 51.282261,15.496663;51.1973115,15.351311;R1;1;48;wyższe;2839;50.35;-1;Tak;17629;176;15290;87;gmw;1;M;R1;020104;RELICH Robert Marek;KWW Roberta Relicha;2682;55.31;4390.48;118
020105;gm. Osiecznica;Wójt Gminy Osiecznica;NALAZEK Waldemar Jerzy;KWW;51.258337,15.249757 51.531046,15.595944;51.3946915,15.4228505;R1;1;63;wyższe;1974;85.79%;327;Tak;43704;438;7398;17;gw;1;S;R1;020105;NALAZEK Waldemar Jerzy;KWW Nasza Gmina Osiecznica;2172;100.00;4948.35;116
022005;gm. Zawonia;Wójt Gminy Zawonia;WERSTA Agnieszka Anna;KWW;51.266458,17.098293 51.398270,17.340647;51.332364,17.21947;R1;2;43;wyższe;1569;61.70;-1;Tak;11745;118;5921;50;gw;1;D;R2;022005;WERSTA Agnieszka Anna;KWW Gmina Zawonia - Wspólne Dobro;1157;54.76;4545.49;27
021802;gm. Malczyce;Wójt Gminy Malczyce;FRANKOWSKI Piotr;KWW;51.111045,16.441842 51.231270,16.559819;51.1711575,16.5008305;R1;1;44;wyższe;1723;65.29;-1;Tak;5257;53;5997;114;gw;1;D;R2;021802;FRANKOWSKI Piotr;KWW Lepsza Przyszłość Malczyc;1332;60.68;4483.17;38
022004;gm. Wisznia Mała;Wójt Gminy Wisznia Mała;BRONOWICKI Jakub Jan;KWW;51.162788,16.937513 51.287954,17.123357;51.225371,17.030435;R1;1;52;wyższe;2869;59.50;-1;Tak;10336;103;10198;99;gw;1;M;R1;022004;BRONOWICKI Jakub Jan;KWW Jakuba Bronowickiego;2009;57.04;4510.22;12
021801;gm. Kostomłoty;Wójt Gminy Kostomłoty;GAWLIK Janina;KWW;50.991035,16.503659 51.122353,16.785641;51.056694,16.64465;R2;1;56;wyższe;1322;53.18;-1;Tak;14524;145;7178;49;gw;0;M;R1;021801;WICHA Stanisław;Koalicyjny Komitet Wyborczy SLD Lewica Razem;1459;50.77;3848.42;28
022006;gm. Żmigród;Burmistrz Gminy Żmigród;LEWANDOWSKI Robert Grzegorz;KWW;51.401718,16.759328 51.581017,17.110274;51.4913675,16.934801;R1;1;45;wyższe;4858;85.11%;850;Tak;29177;292;14729;50;gmw;1;M;R1;022006;LEWANDOWSKI Robert Grzegorz;KWW Wspólnota Samorządowo-Ludowa;3874;66.15;4604.75;42
021803;gm. Miękinia;Wójt Gminy Miękinia;GRZEGORCZYN Jan Marian;KWW;51.092712,16.674937 51.261342,16.905080;51.177027,16.7900085;R1;2;61;wyższe;4882;72.62;-1;Tak;17948;179;15524;86;gw;1;M;R1;021803;GRZEGORCZYN Jan Marian;KWW Jana Grzegorczyna;2836;54.60;4683.51;18
022106;gm. Mieroszów;Burmistrz Mieroszowa;LIPIŃSKI Andrzej Zdzisław;KWW;50.627205,16.104430 50.728194,16.313916;50.6776995,16.209173;R2;2;58;wyższe;1697;66.94;-1;Tak;7606;76;6935;91;gmw;0;D;R2;022106;RACZYŃSKI Marcin Adam;KWW Marcina Raczyńskiego-Gmina Nowej Jakości;1372;55.43;4074.40;76
021804;gm. Środa Śląska;Burmistrz Środy Śląskiej;RUCIŃSKI Adam Robert;Komitet wyborczy organizacji i stowarzyszeń;51.080644,16.460672 51.251417,16.713922;51.1660305,16.587297;R1;4;46;wyższe ekonomiczne;4320;50.03;-1;Tak;21596;216;19798;92;gmw;1;D;R2;021804;RUCIŃSKI Adam Robert;KWW Samorządowcy - RAZEM dla Ziemi Średzkiej;3912;52.81;4501.55;32
022102;m. Jedlina-Zdrój;Burmistrz Miasta Jedlina-Zdrój;ORPEL Leszek Wojciech;KWW;50.702649,16.291725 50.745722,16.387390;50.7241855,16.3395575;R1;2;61;wyższe;1206;58.40;-1;Tak;1745;17;4887;280;gm;1;M;R1;022102;ORPEL Leszek Wojciech;KWW Leszka Orpla Nasze Miasto;1057;58.72;4530.86;65
021805;gm. Udanin;Wójt Gminy Udanin;PŁAZIUK Wojciech Stanisław;KWW;50.998143,16.331656 51.117939,16.555329;51.058041,16.4434925;R2;2;40;Wyższe;1332;52.01;-1;Tak;11089;111;5225;47;gw;0;M;R1;021805;OLKIEWICZ Teresa Stanisława;KWW - Powiat Średzki;1345;54.41;3769.43;42
022101;m. Boguszów-Gorce;Burmistrz Miasta Boguszowa-Gorc;CICHURA Jacek Henryk;KWW;50.719996,16.154928 50.790068,16.256081;50.755032,16.2055045;R2;1;45;wyższe;2726;53.30;-1;Tak;2702;27;15566;576;gm;0;D;R2;022101;KUJAWA Waldemar Tadeusz;KWW Waldemara Kujawy;2453;55.85;3899.13;71
021303;gm. Milicz;Burmistrz Gminy Milicz;LECH Piotr Józef;KWW;51.391781,16.989485 51.621610,17.572734;51.5066955,17.2811095;R2;2;52;Wyższe;5044;56.97;-1;Tak;43556;436;24285;56;gmw;1;D;R2;021303;LECH Piotr Józef;KWW Piotra Lecha Ziemia Milicka;4629;59.45;4117.48;47
022104;gm. Czarny Bór;Wójt Gminy Czarny Bór;GÓRECKI Adam Roman;KWW;50.702818,16.067573 50.827489,16.207135;50.7651535,16.137354;R1;1;53;wyższe;1694;74.23;-1;Tak;6640;66;4858;73;gw;1;M;R1;022104;GÓRECKI Adam Roman;KWW Adama Góreckiego;1737;85.11;4676.53;74
021301;gm. Cieszków;Wójt Gminy Cieszków;MIECZNIKOWSKI Ignacy Mieczysław;PSL;51.564865,17.208318 51.647915,17.478384;51.60639,17.343351;R1;1;55;wyższe;1266;58.48;-1;Tak;10083;101;4663;46;gw;1;M;R1;021301;MIECZNIKOWSKI Ignacy Mieczysław;KW-PSL;1379;60.86;4322.02;59
022103;m. Szczawno-Zdrój;Burmistrz Szczawna-Zdroju;FEDORUK Marek Sylwester;KWW;50.766987,16.189996 50.823479,16.280630;50.795233,16.235313;R2;2;65;wyższe;1226;50.08;-1;Tak;1474;15;5650;383;gm;1;D;R2;022103;FEDORUK Marek Sylwester;KWW Marka Fedoruka;1228;59.30;4798.94;66
021601;gm. Chocianów;BMiG Chocianów;KULCZYŃSKI Tomasz Ireneusz;KWW;51.326293,15.815995 51.517635,16.108570;51.421964,15.9622825;R2;1;32;wyższe;3488;61.98;-1;Tak;22166;222;12866;58;gmw;0;D;R2;021601;SKIBICKI Franciszek;KWW POROZUMIENIE;3012;53.84;3674.43;82
021302;gm. Krośnice;Wójt Gminy Krośnice;BIAŁY Andrzej;Komitet wyborczy organizacji i stowarzyszeń;51.367788,17.249431 51.521478,17.545881;51.444633,17.397656;R1;1;47;wyższe;2139;59.57;-1;Tak;17854;178;8177;46;gw;1;D;R2;021302;BIAŁY Andrzej;Komitet Wyborczy Krośnickie Stowarzyszenie Samorządowe;1971;54.49;5158.69;44
022105;gm. Głuszyca;Burmistrz Głuszycy;GŁÓD Roman;KWW;50.636541,16.270359 50.715852,16.457809;50.6761965,16.364084;R1;1;45;wyższe;2791;85.25;-1;Tak;6212;62;8708;140;gmw;0;D;R2;022105;GŁóD Roman;KWW Romana Głoda;1680;51.03;3793.27;68
021603;gm. Grębocice;Wójt Gminy Grębocice;JABŁOŃSKI Roman Jan;KWW;51.522037,16.081805 51.634333,16.327718;51.578185,16.2047615;R1;1;59;wyższe;2089;89.20%;253;Tak;12170;121;5387;44;gw;1;S;R1;021603;JABŁOŃSKI Roman Jan;KWW GRĘBOCICE GMINA Z PRZYSZŁOŚCIĄ;2048;100.00;8671.73;77
021401;m. Oleśnica;Burmistrz Miasta Oleśnicy;BRONŚ Jan;KWW;51.181512,17.330293 51.239506,17.441794;51.210509,17.3860435;R1;1;59;Wyższe;8926;58.39;-1;Tak;2096;21;37300;1780;gm;0;D;R2;021401;KOŁACIŃSKI Michał Wincenty;KWW Razem dla Oleśnicy;6151;51.83;4021.19;27
022108;gm. Walim;Wójt Gminy Walim;HAUSMAN Adam Ludwik;KWW;50.660253,16.327203 50.793250,16.492923;50.7267515,16.410063;R1;1;52;średnie;1763;77.26;-1;Tak;7914;79;5573;70;gw;1;M;R1;022108;HAUSMAN Adam Ludwik;KWW Adama Hausmana;1807;79.36;4206.69;62
021602;gm. Gaworzyce;Wójt Gminy Gaworzyce;SZWAGRZYK Jacek Marek;KWW;51.572744,15.815812 51.673356,15.972089;51.62305,15.8939505;R1;2;47;wyższe;1324;68.57;-1;Tak;7676;77;4009;52;gw;1;M;R1;021602;SZWAGRZYK Jacek Marek;KWW GMINA GAWORZYCE NASZYM DOMEM;1165;60.02;4596.44;97
021403;gm. Dobroszyce;Wójt Gminy Dobroszyce;CIOSEK Artur Przemysław;KWW;51.223487,17.238237 51.373284,17.446074;51.2983855,17.3421555;R1;1;34;wyższe;2044;81.56%;462;Tak;13196;132;6595;50;gw;1;D;R2;021403;CIOSEK Artur Przemysław;KWW Artura Cioska;1320;54.86;4757.22;30
022107;gm. Stare Bogaczowice;Wójt Gminy Stare Bogaczowice;LECH Mirosław Jan;KWW;50.771375,16.067670 50.887132,16.282821;50.8292535,16.1752455;R1;1;52;wyższe;1152;56.44;-1;Tak;8729;88;4269;49;gw;1;M;R1;022107;LECH Mirosław Jan;KWW Współpraca Dla Rozwoju;1053;55.80;3712.43;68
021605;gm. Przemków;Burmistrz Przemkowa;SZCZUPAK Jerzy Sławomir;KWW;51.440545,15.702774 51.577686,15.933496;51.5091155,15.818135;R1;1;38;wyższe;2902;85.68%;485;Tak;10745;107;8488;79;gmw;1;D;R2;021605;SZCZUPAK Jerzy Sławomir;KWW „PRZEMKOWIANIE”;1974;62.39;3678.11;95
021402;gm. Bierutów;Burmistrz Bierutowa;SAWICKI Piotr Marcin;Komitet wyborczy organizacji i stowarzyszeń;51.051527,17.392195 51.231561,17.611502;51.141544,17.5018485;R2;2;40;Wyższe;2719;71.20;-1;Tak;14700;147;10058;68;gmw;0;D;R2;021402;KOBIAŁKA Władysław Bogusław;KWW Bogdana Kobiałki 2006;1936;55.57;3745.36;33
021404;gm. Dziadowa Kłoda;Wójt Gminy Dziadowa Kłoda;FRYT Robert;KWW;51.160815,17.588574 51.271322,17.795269;51.2160685,17.6919215;R1;1;41;wyższe;1304;57.07;-1;Tak;10579;106;4644;44;gw;1;M;R1;021404;FRYT Robert;KWW Roberta Fryt;1008;52.26;4630.67;47
026501;m. Wałbrzych;PrezM Wałbrzycha;SZEŁEMEJ Roman;KWW;50.716093,16.227529 50.854118,16.355270;50.7851055,16.2913995;R1;3;58;wyższe;35204;84.49;-1;Tak;8470;85;113621;1341;mm;1;M;R1;026501;SZEŁEMEJ Roman;KW-PO;31878;84.00;5142.84;64
021604;gm. Polkowice;Burmistrz Polkowic;PUŹNIECKI Łukasz Franciszek;KWW;51.433494,15.950108 51.563008,16.211822;51.498251,16.080965;R2;1;36;wyższe;7828;67.03;-1;Tak;16765;168;27512;164;gmw;0;M;R1;021604;WABIK Wiesław Władysław;Komitet Wyborczy Stowarzyszenie „Porozumienie dla Mieszkańców Polkowic”;5080;50.14;9095.77;79
021405;gm. Międzybórz;BMiG Międzybórz;GŁOWACKI Jarosław Piotr;KWW;51.340434,17.541994 51.423456,17.755912;51.381945,17.648953;R1;1;48;wyższe ekonomiczne;1619;77.65;-1;Tak;8778;88;5096;58;gmw;1;S;R1;021405;GŁOWACKI Jarosław Piotr;KWW Wspólnie dla Miasta i Gminy Międzybórz;1754;100.00;4323.58;52
022202;gm. Wińsko;Wójt Gminy Wińsko;KRYSOWATA-ZIELNICA Jolanta;KWW;51.373002,16.438416 51.517775,16.798129;51.4453885,16.6182725;R1;1;52;Wyższe;2035;50.37;-1;Tak;24946;250;8409;34;gw;1;D;R2;022202;KRYSOWATA-ZIELNICA Jolanta;KWW Jolanty Krysowatej;1699;55.58;4095.42;47
021606;gm. Radwanice;Wójt Gminy Radwanice;PIWKO Paweł Adam;KWW;51.503655,15.850615 51.618406,16.019019;51.5610305,15.934817;R1;1;39;wyższe - administracja publiczna;1603;79.32%;418;Tak;8424;84;4755;56;gw;0;D;R2;021606;PIWKO Paweł;KWW POKOLENIA RAZEM;974;55.88;6618.93;91
022201;gm. Brzeg Dolny;Burmistrz Brzegu Dolnego;PIREK Paweł Stefan;KWW;51.239914,16.575740 51.354935,16.812323;51.2974245,16.6940315;R2;1;63;wyższe;4163;66.54;-1;Tak;9440;94;16086;170;gmw;0;D;R2;022201;JASTRZĘBSKI Stanisław;KWW - Dolnobrzeska Inicjatywa Samorządowa;3658;57.30;4427.93;31
021702;gm. Kondratowice;Wójt Gminy Kondratowice;GRACZ Tomasz;KWW;50.699562,16.857894 50.834423,17.012061;50.7669925,16.9349775;R1;1;42;Wyższe;1109;50.05;-1;Tak;9826;98;4363;44;gw;0;M;R1;021702;BOCHNAK Wojciech Piotr;KWW Nasza Gmina Kondratowice 2014;1687;70.62;4619.48;39
021701;gm. Borów;Wójt Gminy Borów;GROCHOWSKI Waldemar Ryszard;KWW;50.794308,16.901518 50.920432,17.111669;50.85737,17.0065935;R1;1;55;wyższe;1280;51.12;-1;Tak;9865;99;5324;54;gw;1;M;R1;021701;GROCHOWSKI Waldemar Ryszard;KWW Ziemia Borowska;1422;61.27;3768.84;29
021704;gm. Strzelin;BMiG Strzelin;PAWNUK Dorota Jadwiga;KWW;50.685010,16.951097 50.854509,17.199227;50.7697595,17.075162;R1;3;43;wyższe;6590;70.08;-1;Tak;17141;171;22178;129;gmw;1;M;R1;021704;PAWNUK Dorota Jadwiga;KWW Porozumienie Samorządowe dla Regionu;4689;55.27;4318.97;39
021703;gm. Przeworno;Wójt Gminy Przeworno;ŁUCZAK Andrzej;KWW;50.613223,17.064894 50.752188,17.259077;50.6827055,17.1619855;R1;1;59;Średnie;1151;51.25;-1;Tak;11197;112;4845;43;gw;0;D;R2;021703;TARANEK Jarosław Andrzej;KWW Wspólna Przyszłość Przeworno;1025;51.28;3580.61;49
021705;gm. Wiązów;BMiG Wiązów;KROCHMALNY Jerzy Marek;KWW;50.713072,17.123479 50.877023,17.354658;50.7950475,17.2390685;R1;2;54;wyższe;2411;74.92;-1;Tak;14177;142;7296;51;gmw;1;M;R1;021705;KROCHMALNY Jerzy Marek;KWW Gmina Wiązów Ponad Podziałami;1958;59.66;4349.43;39
020814;gm. Szczytna;Burmistrz Szczytnej;KRÓL Jerzy Mieczysław;KWW;50.317940,16.320121 50.480534,16.540689;50.399237,16.430405;R1;1;55;wyższe;1939;76.25%;604;Tak;13237;132;7370;56;gmw;0;M;R1;020814;SZPANIER Marek;KWW Marka Szpaniera;2099;83.99;3965.26;90
021902;m. Świebodzice;Burmistrz Miasta Świebodzice;OZGA Paweł;KWW;50.839123,16.272292 50.905809,16.404816;50.872466,16.338554;R2;2;55;wyższe;4539;53.03;-1;Tak;3043;30;22840;751;gm;0;M;R1;021902;KOŻUCHOWICZ Bogdan;KWW Bogdana Kożuchowicza;4511;52.52;3991.88;56
020904;gm. Kunice;Wójt Gminy Kunice;TERSA Zdzisław Andrzej;KWW;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;R2;2;61;wyższe;1521;50.73;-1;Tak;9266;93;6750;73;gw;1;M;R1;020904;TERSA Zdzisław Andrzej;KWW Zdzisława Tersy Kunice 2014;1684;65.35;4746.73;55
020902;gm. Chojnów;Wójt Gminy Chojnów;PYRZ Andrzej;KWW;51.204087,15.742374 51.383626,16.073457;51.2938565,15.9079155;R1;1;42;wyższe;2981;79.03%;791;Tak;23092;230;9565;41;gw;1;D;R2;020902;PYRZ Andrzej;KWW GMINA CHOJNÓW - NASZ WSPÓLNY DOM;2186;65.39;4095.92;81
020901;m. Chojnów;Burmistrz Miasta Chojnowa;SERKIES Jan;KWW;51.260537,15.910960 51.283891,15.960494;51.272214,15.935727;R1;1;59;wyższe;3517;79.21%;923;Tak;532;5;13573;2551;gm;1;M;R1;020901;SERKIES Jan;KWW ROZWÓJ CHOJNOWA;3249;68.16;3776.13;78
020903;gm. Krotoszyce;Wójt Gminy Krotoszyce;WOŹNIAK Wojciech Andrzej;KWW;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;R2;2;45;wyższe;853;69.24;-1;Tak;6750;68;3319;49;gw;0;M;R1;020903;CASTAŇEDA TRUJILLO Beata;KWW „DOBRO WSPÓLNE”;1051;73.81;4958.15;66
020906;gm. Miłkowice;Wójt Gminy Miłkowice;STACHURA Dawid Artur;KWW;51.200911,16.009197 51.302627,16.197249;51.251769,16.103223;R1;3;35;wyższe;2174;70.98;-1;Tak;8663;87;6629;77;gw;1;M;R1;020906;STACHURA Dawid Artur;KWW DAWIDA STACHURY;1443;51.74;4120.20;67
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;PLEZIA Rafał Tadeusz;KWW;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;R2;2;41;wyższe;1344;56.76;-1;Tak;8524;85;5252;62;gw;0;D;R2;020905;BABUŚKA Henryk;KWW HENRYKA BABUŚKA;944;51.39;5883.92;55
020908;gm. Ruja;Wójt Gminy Ruja;GREGORCZUK Paweł Czesław;KWW;51.125068,16.307258 51.214954,16.467406;51.170011,16.387332;R1;2;34;wyższe;603;52.57;-1;Tak;7330;73;2638;36;gw;1;M;R1;020908;GREGORCZUK Paweł Czesław;KWW ZMIANY NA LEPSZE;721;58.86;4497.88;45
020907;gm. Prochowice;BMiG Prochowice;SIELICKA Alicja Elżbieta;KWW;51.207658,16.303543 51.332436,16.472971;51.270047,16.388257;R1;1;58;wyższe;2142;76.12%;672;Tak;10251;103;7507;73;gmw;1;M;R1;020907;SIELICKA Alicja Elżbieta;KWW ALICJI SIELICKIEJ;2454;74.89;4479.71;48
021005;gm. Olszyna;Burmistrz Olszyny;LEŚKO Leszek Włodzimierz;KWW;51.017904,15.300778 51.101213,15.417518;51.0595585,15.359148;R1;1;67;wyższe;1676;77.99%;473;Tak;4712;47;6524;138;gmw;1;M;R1;021005;LEŚKO Leszek Włodzimierz;KWW Nasza Gmina Olszyna;1854;74.16;3834.88;117
021001;m. Lubań;Burmistrz Miasta Lubań;SŁOWIŃSKI Arkadiusz Andrzej;KWW;51.091800,15.245471 51.137582,15.316254;51.114691,15.2808625;R1;2;49;wyższe;4743;57.59;-1;Tak;1612;16;21318;1322;gm;1;D;R2;021001;SŁOWIŃSKI Arkadiusz Andrzej;KWW Obywatelski Komitet Wyborców Lubań 2014 Razem;4184;61.30;3518.31;122
021003;gm. Leśna;Burmistrz Leśnej;SURMACZ Szymon Marcin;KWW;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;R2;2;44;wyższe;2072;56.08;-1;Tak;10460;105;10162;97;gmw;0;M;R1;021003;MARKIEWICZ Mirosław Adam;KWW Mirosława Markiewicza - Leśna 2014;2166;53.59;3972.14;123
021002;m. Świeradów-Zdrój;Burmistrz Miasta Świeradów-Zdrój;MARCINIAK Roland Wojciech;KWW;50.890612,15.266937 50.943292,15.379567;50.916952,15.323252;R1;1;44;wyższe;1217;76.25%;379;Tak;2072;21;4209;203;gm;1;M;R1;021002;MARCINIAK Roland Wojciech;KWW Konkretnie i Realnie;1336;72.97;6934.36;122
021004;gm. Lubań;Wójt Gminy Lubań;HERCUŃ Zbigniew;KWW;51.065162,15.180998 51.199509,15.436373;51.1323355,15.3086855;R2;1;68;średnie;1370;56.40;-1;Tak;14234;141;6607;46;gw;1;M;R1;021004;HERCUŃ Zbigniew;KWW Zbigniewa Hercunia;1456;55.98;4029.58;120
020606;gm. Jeżów Sudecki;Wójt Gminy Jeżów Sudecki;DUDEK Edward Jan;KWW;50.909469,15.633367 51.013184,15.836494;50.9613265,15.7349305;R1;1;53;wyższe;1702;59.26;-1;Tak;9428;94;7283;77;gw;1;M;R1;020606;DUDEK EDWARD JAN;KWW Samorządność;1495;55.51;4232.30;92
020605;gm. Janowice Wielkie;Wójt Gminy Janowice Wielkie;KOWALSKI Kamil Daniel;KWW;50.834695,15.833763 50.950241,15.961978;50.892468,15.8978705;R1;1;44;wyższe;984;55.10;-1;Tak;5783;57;4320;75;gw;1;M;R1;020605;KOWALSKI Kamil Daniel;KWW Kamila Kowalskiego;1094;71.74;3660.99;83
020607;gm. Mysłakowice;Wójt Gminy Mysłakowice;ORMAN Michał;KWW;50.792656,15.744178 50.902622,15.927704;50.847639,15.835941;R1;3;44;wyższe;2151;53.37;-1;Tak;8798;88;10218;116;gw;1;M;R1;020607;ORMAN Michał;KWW Bliżej Ludzi;2732;75.01;4128.46;89
020609;gm. Stara Kamienica;Wójt Gminy Stara Kamienica;MAREK Mariusz Krzysztof;KWW;50.845130,15.439173 50.952907,15.665922;50.8990185,15.5525475;R1;1;41;wyższe;1533;84.42%;283;Tak;11050;111;5267;48;gw;0;M;R1;020609;ŚWIĄTEK Zofia Małgorzata;KWW Nasza Gmina Stara Kamienica;1068;53.78;4816.53;106
020501;m. Jawor;Burmistrz Miasta Jawora;BERA Emilian Stanisław;KWW;51.035974,16.141115 51.099396,16.229067;51.067685,16.185091;R1;1;33;wyższe;5535;55.63;-1;Tak;1880;19;23266;1238;gm;1;D;R2;020501;BERA Emilian Stanisław;KWW EMILIANA BERY RAZEM;4876;67.16;3722.12;59
020503;gm. Męcinka;Wójt Gminy Męcinka;BRZOZOWSKI Mirosław Kazimierz;KWW;50.990843,15.932950 51.136668,16.197186;51.0637555,16.065068;R1;1;51;średnie;1980;84.47%;364;Tak;14778;148;5001;34;gw;1;M;R1;020503;BRZOZOWSKI Mirosław Kazimierz;KWW PRZYJAZNA GMINA;1435;56.39;4603.68;68
020502;gm. Bolków;Burmistrz Bolkowa;KUCAB Grzegorz Michał;KWW;50.852741,15.929791 50.992373,16.204282;50.922557,16.0670365;R1;3;39;wyższe;2565;56.31;-1;Tak;15260;153;10611;70;gmw;0;M;R1;020502;WROŃSKI Jarosław Stanisław;KWW INICJATYWA SPOŁECZNA OPOKA;2462;56.92;3847.05;71
020505;gm. Paszowice;Wójt Gminy Paszowice;OSZCZĘDA Sebastian Paweł;KWW;50.943981,16.021512 51.052305,16.240363;50.998143,16.1309375;R1;1;40;wyższe;1059;59.20;-1;Tak;10128;101;3976;39;gw;1;M;R1;020505;OSZCZĘDA Sebastian Paweł;KWW SEBASTIANA OSZCZĘDY;977;63.11;3912.17;64
022605;gm. Zagrodno;Wójt Gminy Zagrodno;BARDOWSKA Karolina Katarzyna;KWW;51.146495,15.740635 51.262257,15.958729;51.204376,15.849682;R2;1;34;wyższe;1109;53.01;-1;Tak;12234;122;5347;44;gw;0;D;R2;022605;SZKLARZ Tadeusz Bronisław;KWW WSPÓLNOTA SAMORZĄDOWA;1102;54.45;4293.27;83
020504;gm. Mściwojów;Wójt Gminy Mściwojów;FORYŚ Mariusz Damian;KWW;51.002166,16.177775 51.114973,16.346593;51.0585695,16.262184;R1;1;41;wyższe;1285;65.26;-1;Tak;7194;72;4113;57;gw;1;S;R1;020504;FORYŚ Mariusz Damian;KWW „GMINA Z PRZYSZŁOŚCIĄ”;1320;100.00;4481.32;54
022603;gm. Pielgrzymka;Wójt Gminy Pielgrzymka;SYBIS Tomasz Jacek;KWW;51.036748,15.696558 51.173572,15.882484;51.10516,15.789521;R1;2;44;wyższe;1313;66.11;-1;Tak;10485;105;4628;44;gw;1;M;R1;022603;SYBIS Tomasz Jacek;KWW TOMASZ SYBIS GOSPODARNA GMINA;1145;54.97;4654.31;87
020506;gm. Wądroże Wielkie;Wójt Gminy Wądroże Wielkie;JEDLECKA Elżbieta Barbara;KWW;51.057922,16.255186 51.149512,16.480191;51.103717,16.3676885;R1;1;45;wyższe;1239;63.34;-1;Tak;8915;89;3980;45;gw;1;M;R1;020506;JEDLECKA Elżbieta Barbara;KW-PSL;948;56.03;4800.07;46
022601;m. Wojcieszów;Burmistrz Miasta Wojcieszów;MACIEJCZYK Sławomir Piotr;KWW;50.920320,15.874943 50.991546,15.981654;50.955933,15.9282985;R1;2;40;wyższe;1283;86.22;-1;Tak;3217;32;3696;115;gm;1;M;R1;022601;MACIEJCZYK Sławomir Piotr;KWW INICJATYWA LOKALNA;991;62.44;4497.56;79
020704;gm. Marciszów;Wójt Gminy Marciszów;CEPIELIK Wiesław Waldemar;PO;50.802023,15.941398 50.913460,16.122548;50.8577415,16.031973;R1;1;44;wyższe;1243;57.89;-1;Tak;8157;82;4553;56;gw;0;M;R1;020704;ZAWIERUCHA Stefan Adam;KWW Porozumienie i Praca;1406;65.55;4658.25;76
022602;m. Złotoryja;Burmistrz Miasta Złotoryja;PAWŁOWSKI Robert Andrzej;KWW;51.102694,15.886620 51.142074,15.950496;51.122384,15.918558;R2;1;50;wyższe;3014;52.83;-1;Tak;1151;12;15783;1371;gm;1;D;R2;022602;PAWŁOWSKI Robert Andrzej;KWW 2014 PLUS;4038;68.16;3903.18;78
020702;gm. Kamienna Góra;Wójt Gminy Kamienna Góra;STRAUS Patryk Piotr;KWW;50.669526,15.859248 50.838961,16.179514;50.7542435,16.019381;R1;1;38;wyższe;2916;83.39%;581;Tak;15803;158;9046;57;gw;1;D;R2;020702;STRAUS Patryk Piotr;KWW „Nowoczesna Gmina 2022”;1570;64.42;4342.48;82
