tryb;runda;teryt;kto;komitet;glosy;prc;glosyN;wynik
M;R1;020901;SERKIES Jan;Komitet Wyborczy Wyborców ROZWÓJ CHOJNOWA;3249;68.16;;Tak
M;R1;020901;MALIK-DEMIAŃCZUK Agnieszka Anna;Komitet Wyborczy Wyborców 59-225 CHOJNÓW;614;12.88;;DR
M;R1;020901;ŁAZAREWICZ Ryszard Andrzej;Komitet Wyborczy Wyborców PRZYSZŁOŚĆ CHOJNOWA;520;10.91;;Nie
M;R1;020901;WALASEK Lilia;Komitet Wyborczy Wyborców SAMORZĄDNOŚĆ I DEMOKRACJA;384;8.06;;Nie
M;R1;020902;PYRZ Andrzej;Komitet Wyborczy Wyborców GMINA CHOJNÓW - NASZ WSPÓLNY DOM;1489;33.32;;DR
M;R1;020902;JASIŃSKA Barbara;Komitet Wyborczy Wyborców „NASZA GMINA CHOJNÓW”;1144;25.60;;DR
M;R1;020902;STYRKOWIEC Bogdan;Komitet Wyborczy Wyborców GOSPODARKA ROZWÓJ NOWOCZESNOŚĆ TRADYCJA;1021;22.85;;Nie
M;R1;020902;KASPRZAK Mieczysław;Komitet Wyborczy Wyborców PRZYMIERZE DLA SAMORZĄDU LOKALNEGO;815;18.24;;Nie
M;R1;020903;CASTAŇEDA TRUJILLO Beata;Komitet Wyborczy Wyborców „DOBRO WSPÓLNE”;1051;73.81;;Tak
M;R1;020903;MROZIŃSKI Robert Józef;Komitet Wyborczy Wyborców „CZAS NA DOBRYCH GOSPODARZY”;373;26.19;;DR
M;R1;020904;TERSA Zdzisław Andrzej;Komitet Wyborczy Wyborców Zdzisława Tersy Kunice 2014;1684;65.35;;Tak
M;R1;020904;MAZUR Łukasz;Komitet Wyborczy Wyborców ŁUKASZA MAZURA;893;34.65;;DR
M;R1;020905;BABUŚKA Henryk;Komitet Wyborczy Wyborców HENRYKA BABUŚKA;937;40.23;;DR
M;R1;020905;ROMAN-CWYNAR Katarzyna;Komitet Wyborczy Wyborców GMINA LEGNICKIE POLE;743;31.90;;DR
M;R1;020905;PIENIAS Sławomir Stanisław;Komitet Wyborczy Wyborców Razem - Praworządnie;460;19.75;;Nie
M;R1;020905;BARAŃSKI Jerzy Bogdan;Komitet Wyborczy Wyborców JERZEGO BARAŃSKIEGO;189;8.12;;Nie
M;R1;020906;STACHURA Dawid Artur;Komitet Wyborczy Wyborców DAWIDA STACHURY;1443;51.74;;Tak
M;R1;020906;KWAŚNY Waldemar Jan;Komitet Wyborczy Wyborców „RAZEM”;1106;39.66;;DR
M;R1;020906;MAĆKOWSKI Krzysztof Adam;Komitet Wyborczy Wyborców-Wybieram Uczciwość;240;8.61;;Nie
M;R1;020907;SIELICKA Alicja Elżbieta;Komitet Wyborczy Wyborców ALICJI SIELICKIEJ;2454;74.89;;Tak
M;R1;020907;KOŁODZIEJSKA Halina Anastazja;Komitet Wyborczy Wyborców HALINA KOŁODZIEJSKA;823;25.11;;DR
M;R1;020908;GREGORCZUK Paweł Czesław;Komitet Wyborczy Wyborców ZMIANY NA LEPSZE;721;58.86;;Tak
M;R1;020908;CHRUŚCIEL Robert;Komitet Wyborczy Wyborców NASZA GMINA WSPÓLNA SPRAWA;504;41.14;;DR
M;R1;021001;SŁOWIŃSKI Arkadiusz Andrzej;Komitet Wyborczy Wyborców Obywatelski Komitet Wyborców Lubań 2014 Razem;3734;48.40;;DR
M;R1;021001;ROWIŃSKI Konrad Antoni;Komitet Wyborczy Wyborców Konrada Rowińskiego;2635;34.15;;DR
M;R1;021001;DASZKIEWICZ Robert  Antoni;Komitet Wyborczy Wyborców Nowy Lubań;647;8.39;;Nie
M;R1;021001;ZEMBIK Wojciech Bolesław;Komitet Wyborczy Prawo i Sprawiedliwość;413;5.35;;Nie
M;R1;021001;GUTEK Ewa Danuta;Komitet Wyborczy Wyborców Stowarzyszenie Mieszkańców Panaceum;286;3.71;;Nie
M;R1;021002;MARCINIAK Roland Wojciech;Komitet Wyborczy Wyborców Konkretnie i Realnie;1336;72.97;;Tak
M;R1;021002;ERLING Danuta Teresa;Komitet Wyborczy Wyborców Nasza Wspólna Sprawa Świeradów-Czerniawa;274;14.96;;DR
M;R1;021002;SZWARC Mieczysław Kazimierz;Komitet Wyborczy Wyborców „Mieszkańcy są Ważni”;221;12.07;;Nie
M;R1;021003;MARKIEWICZ Mirosław Adam;Komitet Wyborczy Wyborców Mirosława Markiewicza - Leśna 2014;2166;53.59;;Tak
M;R1;021003;SUROWIEC Jan;Komitet Wyborczy Wyborców Jana Surowca Jakość i Postęp;1566;38.74;;DR
M;R1;021003;ROZENBAJGER Krzysztof;Komitet Wyborczy Prawo i Sprawiedliwość;310;7.67;;Nie
M;R1;021004;HERCUŃ Zbigniew;Komitet Wyborczy Wyborców Zbigniewa Hercunia;1456;55.98;;Tak
M;R1;021004;KARNAŚ Bogusława Małgorzata;Komitet Wyborczy Wyborców Odpowiedzialny Samorząd 2014;580;22.30;;DR
M;R1;021004;HERDZIK Mirosław;Komitet Wyborczy Wyborców Forum Samorządowe;565;21.72;;Nie
M;R1;021005;LEŚKO Leszek Włodzimierz;Komitet Wyborczy Wyborców Nasza Gmina Olszyna;1854;74.16;;Tak
M;R1;021005;MIGUT Jerzy Artur;Komitet Wyborczy Wyborców Gmina na Tak;554;22.16;;DR
M;R1;021005;CHLUDZIŃSKI Grzegorz;Komitet Wyborczy Wyborców Gmina Minimum;92;3.68;;Nie
M;R1;021006;HALICKI Krzysztof Adam;Komitet Wyborczy Wyborców Pozytywne Przemiany;552;70.59;;Tak
M;R1;021006;TELEGA Mirosław Edward;Komitet Wyborczy Wyborców Alternatywa;91;11.64;;DR
M;R1;021006;NISKA Maria;Komitet Wyborczy Wyborców „Marii Niskiej”;90;11.51;;Nie
M;R1;021006;BARTOSZEWICZ Kazimierz;Komitet Wyborczy Polskie Stronnictwo Ludowe;49;6.27;;Nie
M;R1;021007;NIEKRASZ Janusz Marek;Komitet Wyborczy Wyborców Kontynuacja przemian;1025;58.11;;Tak
M;R1;021007;ADAMCZUK Andrzej Lucjan;Komitet Wyborczy Wyborców Nasza Gmina To My;739;41.89;;DR
M;R1;021101;RACZYŃSKI Robert;Komitet Wyborczy Wyborców ROBERT RACZYŃSKI LUBIN 2006;16434;70.76;;Tak
M;R1;021101;KUBÓW Krzysztof Jan;Komitet Wyborczy Prawo i Sprawiedliwość;4199;18.08;;DR
M;R1;021101;OLSZOWIAK Krzysztof Zbigniew;Komitet Wyborczy STOWARZYSZENIA RAZEM DLA LUBINA I POWIATU;2592;11.16;;Nie
M;R1;021102;KIELAN Tadeusz Zbigniew;Komitet Wyborczy Wyborców Tadeusz Kielan;2313;35.77;;DR
M;R1;021102;ROGOWSKA Irena;Komitet Wyborczy Wyborców ROGOWSKA, SZUMLAŃSKI;1418;21.93;;DR
M;R1;021102;MAĆKAŁA Tadeusz;Komitet Wyborczy Wyborców TADEUSZA MAĆKAŁY;1291;19.96;;Nie
M;R1;021102;DOBRZYŃSKA Wanda Bronisława;Komitet Wyborczy Wyborców WANDY DOBRZYŃSKIEJ;1078;16.67;;Nie
M;R1;021102;BROJANOWSKI Marek Andrzej;Komitet Wyborczy Prawo i Sprawiedliwość;367;5.67;;Nie
M;R1;021103;BIGUS Władysław;Komitet Wyborczy Wyborców „NASZA GMINA” RUDNA;2018;47.04;;DR
M;R1;021103;LATOS Waldemar Ireneusz;Komitet Wyborczy Wyborców Waldemara Latosa "WOLNI OD UKŁADÓW";1178;27.46;;DR
M;R1;021103;SZKLARZ Adela Anna;Komitet Wyborczy Wyborców ADELI SZKLARZ;1020;23.78;;Nie
M;R1;021103;BIRUT Teresa Mariola;Komitet Wyborczy Prawo i Sprawiedliwość;74;1.72;;Nie
M;R1;021104;KOSZTYŁA Krystian Stanisław;Komitet Wyborczy Wyborców KRYSTIAN KOSZTYŁA;2186;48.72;;DR
M;R1;021104;HOLDENMAJER Andrzej;Komitet Wyborczy Wyborców ANDRZEJA HOLDENMAJERA;1896;42.26;;DR
M;R1;021104;KOTAPKA Jan Tomasz;Komitet Wyborczy Wyborców Jan Kotapka;259;5.77;;Nie
M;R1;021104;SIWAK Władysław;Komitet Wyborczy Prawo i Sprawiedliwość;146;3.25;;Nie
M;R1;021201;PONIŹNIK Olgierd;Komitet Wyborczy Wyborców Olgierda Poniźnika;1983;53.96;;Tak
M;R1;021201;MAGA Urszula;Komitet Wyborczy Prawo i Sprawiedliwość;816;22.20;;DR
M;R1;021201;CICHOŃ Arkadiusz Bolesław;Komitet Wyborczy Wyborców Niezależni i Aktywni;465;12.65;;Nie
M;R1;021201;WOJTKUN Czesław;Komitet Wyborczy Wyborców Przymierze dla Miasta i Gminy;297;8.08;;Nie
M;R1;021201;STYPUŁKOWSKI Piotr;Komitet Wyborczy Polskie Stronnictwo Ludowe;114;3.10;;Nie
M;R1;021202;ZIóŁKOWSKI Wiesław Antoni;Komitet Wyborczy Wyborców Przyjazna Gmina;1116;45.31;;DR
M;R1;021202;MISIEWICZ Marek Włodzimierz;Komitet Wyborczy Wyborców Marka Misiewicza-„Jedność”;681;27.65;;DR
M;R1;021202;KOZAK Krzysztof;Komitet Wyborczy Wyborców Krzysztofa Kozaka „Wiedza i Odpowiedzialność”;246;9.99;;Nie
M;R1;021202;BOBROWSKI Wiesław Tadeusz;Komitet Wyborczy Wyborców Przymierze dla Miasta i Gminy;226;9.18;;Nie
M;R1;021202;CHRZAN Bogusław;Komitet Wyborczy Wyborców Nasz Lubomierz;194;7.88;;Nie
M;R1;021203;SZCZĘSNA Mariola;Komitet Wyborczy Polskie Stronnictwo Ludowe;2211;36.12;;DR
M;R1;021203;KULCZYCKI Roman Marian;Komitet Wyborczy Prawo i Sprawiedliwość;1794;29.31;;DR
M;R1;021203;KAZIóW Ludwik Stanisław;Komitet Wyborczy Wyborców Wspólnota Samorządowa Lwówek Śląski;1478;24.15;;Nie
M;R1;021203;GRZEŚKóW Zbigniew;Komitet Wyborczy Platforma Obywatelska RP;638;10.42;;Nie
M;R1;021204;JASIŃSKI Andrzej;Komitet Wyborczy Wyborców Niezależna Inicjatywa Samorządowa;1957;57.19;;Tak
M;R1;021204;NOWICKI Bogusław Piotr;Komitet Wyborczy Wyborców Izerska Wspólnota Samorządowa Nasze Izery;1465;42.81;;DR
M;R1;021205;MOŚCICKI Bogdan;Komitet Wyborczy Wyborców Porozumienie Samorządowe Wleń;676;34.76;;DR
M;R1;021205;ZYCH Artur Adam;Komitet Wyborczy Wyborców „Sprzeciw Stagnacji”;619;31.83;;DR
M;R1;021205;KOBIERECKA Iwona;Komitet Wyborczy Wyborców Iwony Kobiereckiej;426;21.90;;Nie
M;R1;021205;JAŚKIEWICZ Andrzej Edward;Komitet Wyborczy Wyborców Andrzeja Jaśkiewicza;224;11.52;;Nie
M;R1;021301;MIECZNIKOWSKI Ignacy Mieczysław;Komitet Wyborczy Polskie Stronnictwo Ludowe;1379;60.86;;Tak
M;R1;021301;KOZŁOWSKI Piotr;Komitet Wyborczy Wyborców Piotra Kozłowskiego;608;26.83;;DR
M;R1;021301;WALNICZEK Małgorzata;Komitet Wyborczy Prawo i Sprawiedliwość;279;12.31;;Nie
M;R1;021302;DROBINA Mirosław Stanisław;Komitet Wyborczy Wyborców Mirosława Drobiny;1612;45.18;;DR
M;R1;021302;BIAŁY Andrzej;Komitet Wyborczy Krośnickie Stowarzyszenie Samorządowe;1267;35.51;;DR
M;R1;021302;MACIEJAK Marek;Komitet Wyborczy Polskie Stronnictwo Ludowe;590;16.54;;Nie
M;R1;021302;BIEGANEK Tomasz Krzysztof;Koalicyjny Komitet Wyborczy SLD Lewica Razem;99;2.77;;Nie
M;R1;021303;LECH Piotr Józef;Komitet Wyborczy Wyborców Piotra Lecha "Ziemia Milicka";3773;38.88;;DR
M;R1;021303;WYBIERAŁA Paweł;Komitet Wyborczy Wyborców Pawła Wybierały - Dolny Śląsk XXI;2654;27.35;;DR
M;R1;021303;FOLMER Dorota Maria;Komitet Wyborczy Milicka Wspólnota Samorządowa;1517;15.63;;Nie
M;R1;021303;ŁABUDA Janusz;Komitet Wyborczy Prawo i Sprawiedliwość;934;9.63;;Nie
M;R1;021303;DRZEWIECKI Zbigniew Konrad;Komitet Wyborczy Wyborców Zbigniewa Drzewieckiego;326;3.36;;Nie
M;R1;021303;MILIAN Jarosław Michał;Koalicyjny Komitet Wyborczy SLD Lewica Razem;251;2.59;;Nie
M;R1;021303;SZYDEŁKO Władysław;Komitet Wyborczy Polskie Stronnictwo Ludowe;248;2.56;;Nie
M;R1;021401;BRONŚ Jan;Komitet Wyborczy Wyborców Porozumienie Samorządowe 2018;5465;43.97;;DR
M;R1;021401;KOŁACIŃSKI Michał Wincenty;Komitet Wyborczy Wyborców Razem dla Oleśnicy;5048;40.61;;DR
M;R1;021401;PAWŁOWSKI Piotr Stanisław;Komitet Wyborczy Platforma Obywatelska RP;1023;8.23;;Nie
M;R1;021401;KARAŚ Michał Tadeusz;Komitet Wyborczy Lewica Powiatu Oleśnickiego;606;4.88;;Nie
M;R1;021401;KARPIENKO Kazimierz;Komitet Wyborczy Stowarzyszenia Interwencji Obywatelskiej;288;2.32;;Nie
M;R1;021402;KOBIAŁKA Władysław Bogusław;Komitet Wyborczy Wyborców Bogdana Kobiałki 2006;1798;44.29;;DR
M;R1;021402;STĘPIEŃ Stanisław;Komitet Wyborczy Wyborców Bierutowianin;1185;29.19;;DR
M;R1;021402;SARNA Robert Jan;Komitet Wyborczy Wyborców Ponad Podziałami Roberta Sarny;768;18.92;;Nie
M;R1;021402;MICHALAK Grzegorz Adam;Komitet Wyborczy Wyborców Obywatelski Powiat Oleśnicki;309;7.61;;Nie
M;R1;021403;CIOSEK Artur Przemysław;Komitet Wyborczy Wyborców Artura Cioska;1317;45.29;;DR
M;R1;021403;BASZKIEWICZ Michał Stefan;Komitet Wyborczy Wyborców Michała Baszkiewicza;1036;35.63;;DR
M;R1;021403;STASZCZAK Łukasz Jan;Komitet Wyborczy Wyborców Łukasza Staszczaka;250;8.60;;Nie
M;R1;021403;NOGA Anna Agnieszka;Komitet Wyborczy Wyborców Anny Nogi;206;7.08;;Nie
M;R1;021403;BROMKE Waldemar Kazimierz;Komitet Wyborczy Wyborców Porozumienie Samorządowo-Ludowe;99;3.40;;Nie
M;R1;021404;FRYT Robert;Komitet Wyborczy Wyborców Roberta Fryt;1008;52.26;;Tak
M;R1;021404;ZIóŁKOWSKI Tadeusz Zygmunt;Komitet Wyborczy Wyborców Nasza Wspólna Gmina Dziadowa Kłoda;623;32.30;;DR
M;R1;021404;FRYCZKOWSKI Andrzej Ryszard;Komitet Wyborczy Wyborców Przyszłość Gminy;298;15.45;;Nie
S;R1;021405;GŁOWACKI Jarosław Piotr;Komitet Wyborczy Wyborców Wspólnie dla Miasta i Gminy Międzybórz;1754;100.00;;Tak
S;R1;021406;KASINA Marcin Stanisław;Komitet Wyborczy Wyborców Marcin Kasina;3449;100.00;;Tak
M;R1;021407;KAPICA Sławomir Piotr;Komitet Wyborczy Wyborców Razem Dla Gminy Syców;2837;46.27;;DR
M;R1;021407;KOCIŃSKI Wojciech Eugeniusz;Komitet Wyborczy Wyborców Szansa dla Sycowa;1628;26.55;;DR
M;R1;021407;LARYŚ Marek Zenon;Komitet Wyborczy Wyborców Marka Larysia;1028;16.77;;Nie
M;R1;021407;PRZYBYŁ Jacek Wojciech;Komitet Wyborczy Wyborców Bezpartyjna Inicjatywa Sycowian;638;10.41;;Nie
M;R1;021408;POTYRAŁA Zbigniew;Komitet Wyborczy Wyborców Zbigniew Potyrała;3240;57.95;;Tak
M;R1;021408;DŻUGAJ Jan Kazimierz;Komitet Wyborczy Wyborców "Gospodarni Plus";2351;42.05;;DR
M;R1;021501;FRISCHMANN Tomasz;Komitet Wyborczy Wyborców Bezpartyjny Blok Samorządowy w Oławie;4044;37.14;;DR
M;R1;021501;BREZDEŃ Zdzisław Ireneusz;Komitet Wyborczy Prawo i Sprawiedliwość;2910;26.72;;DR
M;R1;021501;DOMARADZKA Maria;Komitet Wyborczy Platforma Obywatelska RP;2191;20.12;;Nie
M;R1;021501;KOPROWSKI Mieczysław Marian;Komitet Wyborczy Wyborców "Nowa Lepsza Oława";891;8.18;;Nie
M;R1;021501;KRUK-GRĘZIAK Joanna Elżbieta;Koalicyjny Komitet Wyborczy SLD Lewica Razem;536;4.92;;Nie
M;R1;021501;TUREK Marcin;Komitet Wyborczy Wyborców Inicjatywa Oława;317;2.91;;Nie
M;R1;021502;GŁOGULSKI Wojciech Tomasz;Komitet Wyborczy Wyborców Obywatelska Gmina Domaniów;881;37.57;;DR
M;R1;021502;SWADEK-SCHNEIDER Dorota;Komitet Wyborczy Wspólnota Samorządowa Powiatu Oławskiego;808;34.46;;DR
M;R1;021502;CHUDY Marek Józef;Komitet Wyborczy Wyborców Samorządni Razem;477;20.34;;Nie
M;R1;021502;WIERZBICKI Czesław Tadeusz;Komitet Wyborczy Prawo i Sprawiedliwość;179;7.63;;Nie
M;R1;021503;PUTYRA Kazimierz;Komitet Wyborczy Wspólnota Samorządowa Powiatu Oławskiego;3596;42.81;;DR
M;R1;021503;SZCZĘŚNIAK Bogdan Dariusz;Komitet Wyborczy Wyborców Koalicja 2014;3180;37.86;;DR
M;R1;021503;DALGIEWICZ Jan Zdzisław;Komitet Wyborczy - Stowarzyszenie "Inicjatywa Społeczna Rozwoju Ziemi Jelczańsko-Laskowickiej";1623;19.32;;Nie
M;R1;021504;KOWNACKI Jan Franciszek;Komitet Wyborczy Miejsko-Gminne Zrzeszenie Ludowych Zespołów Sportowych w Oławie;2767;51.24;;Tak
M;R1;021504;HACZKIEWICZ Kamil Łukasz;Komitet Wyborczy Wyborców Postaw na Młodych;1076;19.93;;DR
M;R1;021504;RESZKA Ewa Jadwiga;Komitet Wyborczy Wyborców Komitet Mieszkańców Ziemi Oławskiej 2014;871;16.13;;Nie
M;R1;021504;KULESZA Mirosław Kazimierz;Komitet Wyborczy Prawo i Sprawiedliwość;686;12.70;;Nie
M;R1;021601;KOWALSKI Roman Zbigniew;Komitet Wyborczy Wyborców Romana Kowalskiego „JEDNOŚĆ”;1988;33.55;;DR
M;R1;021601;SKIBICKI Franciszek;Komitet Wyborczy Wyborców POROZUMIENIE;1960;33.08;;DR
M;R1;021601;ZIELONY Janusz Piotr;Komitet Wyborczy Wyborców JANUSZA ZIELONEGO;995;16.79;;Nie
M;R1;021601;BUDZEŃ Krzysztof Kamil;Komitet Wyborczy Wyborców Wolny Powiat Polkowicki;565;9.54;;Nie
M;R1;021601;SKAWIŃSKA Zofia;Komitet Wyborczy Wyborców Zofii Skawińskiej;417;7.04;;Nie
M;R1;021602;SZWAGRZYK Jacek Marek;Komitet Wyborczy Wyborców GMINA GAWORZYCE NASZYM DOMEM;1165;60.02;;Tak
M;R1;021602;PERŁAKOWSKA-LESZCZAK Honorata Anna;Komitet Wyborczy Wyborców - MŁODZI 2014;384;19.78;;DR
M;R1;021602;KIWACKI Paweł Łukasz;Komitet Wyborczy Wyborców GAWORZYCE WSPÓLNE DOBRO;324;16.69;;Nie
M;R1;021602;OLCHOWSKA Agnieszka Sylwia;Komitet Wyborczy Wyborców PRZYSZŁOŚĆ GMINY W MŁODYCH RĘKACH;68;3.50;;Nie
S;R1;021603;JABŁOŃSKI Roman Jan;Komitet Wyborczy Wyborców GRĘBOCICE GMINA Z PRZYSZŁOŚCIĄ;2048;100.00;;Tak
M;R1;021604;WABIK Wiesław Władysław;Komitet Wyborczy Stowarzyszenie „Porozumienie dla Mieszkańców Polkowic”;5080;50.14;;Tak
M;R1;021604;MARCINIAK Wojciech;Komitet Wyborczy Prawo i Sprawiedliwość;1803;17.80;;DR
M;R1;021604;FENRICH Wojciech;Komitet Wyborczy Wyborców WOJCIECHA FENRICHA;1389;13.71;;Nie
M;R1;021604;PILIMON Andrzej;Komitet Wyborczy Wyborców Wolny Powiat Polkowicki;1156;11.41;;Nie
M;R1;021604;BORKOWSKI Tomasz Paweł;Komitet Wyborczy Wyborców DPL 2014;704;6.95;;Nie
M;R1;021605;SZCZUPAK Jerzy Sławomir;Komitet Wyborczy Wyborców „PRZEMKOWIANIE”;1662;42.63;;DR
M;R1;021605;KRYSZTOPOLSKI Mariusz Witold;Komitet Wyborczy Wyborców MARIUSZA KRYSZTOPOLSKIEGO;811;20.80;;DR
M;R1;021605;WILCZACKI Andrzej;Komitet Wyborczy Wyborców Porozumienie dla Gminy Przemków;558;14.31;;Nie
M;R1;021605;KUNCIK Tomasz Andrzej;Komitet Wyborczy Wyborców Wolny Powiat Polkowicki;485;12.44;;Nie
M;R1;021605;PĘPKOWSKI Stanisław Henryk;Komitet Wyborczy Wyborców STANISŁAWA PĘPKOWSKIEGO;383;9.82;;Nie
M;R1;021606;ZAWIS Sabina;Komitet Wyborczy Wyborców NASZA GMINA RADWANICE;740;32.20;;DR
M;R1;021606;PIWKO Paweł;Komitet Wyborczy Wyborców POKOLENIA RAZEM;692;30.11;;DR
M;R1;021606;RZEPKA Wioletta Barbara;Komitet Wyborczy Wyborców WIOLETTY RZEPKA;403;17.54;;Nie
M;R1;021606;NIEMASZ Ryszard;Komitet Wyborczy Wyborców PRZYJAZNA I BEZPIECZNA GMINA;293;12.75;;Nie
M;R1;021606;DUCZMAL Tadeusz;Komitet Wyborczy Wyborców Tadeusza Duczmala;170;7.40;;Nie
M;R1;021701;GROCHOWSKI Waldemar Ryszard;Komitet Wyborczy Wyborców Ziemia Borowska;1422;61.27;;Tak
M;R1;021701;ZIĄBER Zdzisław Kazimierz;Komitet Wyborczy Wyborców Wspólnie dla Gminy Borów;522;22.49;;DR
M;R1;021701;JĘDRZEJEWSKA Krystyna Bożena;Komitet Wyborczy Wyborców Krystyny Jędrzejewskiej;377;16.24;;Nie
M;R1;021702;BOCHNAK Wojciech Piotr;Komitet Wyborczy Wyborców Nasza Gmina Kondratowice 2014;1687;70.62;;Tak
M;R1;021702;SKORUPSKI Aleksander Stanisław;Komitet Wyborczy Wyborców "Nasza Gmina-Wspólna Przyszłość";381;15.95;;DR
M;R1;021702;FIT Jarosław Jan;Komitet Wyborczy Polskie Stronnictwo Ludowe;219;9.17;;Nie
M;R1;021702;ADAM Tomasz Damian;Komitet Wyborczy Prawo i Sprawiedliwość;102;4.27;;Nie
M;R1;021703;TARANEK Jarosław Andrzej;Komitet Wyborczy Wyborców Wspólna Przyszłość Przeworno;816;37.83;;DR
M;R1;021703;CZERWIŃSKI Marek Stanisław;Komitet Wyborczy Wyborców "Wspólne Jutro Gminy";615;28.51;;DR
M;R1;021703;WIĘCŁAWSKI Mariusz;Komitet Wyborczy Wyborców Mariusza Więcławskiego;322;14.93;;Nie
M;R1;021703;TILL Bogusław Józef;Komitet Wyborczy Wyborców Porozumienie Samorządowe dla Regionu;248;11.50;;Nie
M;R1;021703;ZARZYCKA Helena;Komitet Wyborczy Wyborców Samorządowe Porozumienie Obywatelskie;156;7.23;;Nie
M;R1;021704;PAWNUK Dorota Jadwiga;Komitet Wyborczy Wyborców Porozumienie Samorządowe dla Regionu;4689;55.27;;Tak
M;R1;021704;ZIóŁKOWSKI Aleksander;Komitet Wyborczy Prawo i Sprawiedliwość;1585;18.68;;DR
M;R1;021704;RABA Norbert Łukasz;Komitet Wyborczy Wyborców Samorządowe Porozumienie Obywatelskie;837;9.87;;Nie
M;R1;021704;MATUSIAK Jerzy Antoni;Komitet Wyborczy Wyborców "Strzeliński Blok Samorządowy";800;9.43;;Nie
M;R1;021704;GULCZYŃSKI Artur Cezary;Komitet Wyborczy Wyborców Dla Ziemi Strzelińskiej;573;6.75;;Nie
M;R1;021705;KROCHMALNY Jerzy Marek;Komitet Wyborczy Wyborców Gmina Wiązów Ponad Podziałami;1958;59.66;;Tak
M;R1;021705;AUGUSTYN Jacek Józef;Komitet Wyborczy Prawo i Sprawiedliwość;793;24.16;;DR
M;R1;021705;SZMIGIEL Zdzisław Józef;Komitet Wyborczy Wyborców - Zdzisław Szmigiel;531;16.18;;Nie
M;R1;021801;WICHA Stanisław;Koalicyjny Komitet Wyborczy SLD Lewica Razem;1459;50.77;;Tak
M;R1;021801;JASKUŁA Wacław;Komitet Wyborczy Wyborców Gmina Kostomłoty wspólnym dobrem;919;31.98;;DR
M;R1;021801;BOCZOŃ Jan Mieczysław;Komitet Wyborczy Wyborców Samorządowcy - RAZEM dla Ziemi Średzkiej;496;17.26;;Nie
M;R1;021802;FRANKOWSKI Piotr;Komitet Wyborczy Wyborców Lepsza Przyszłość Malczyc;787;29.87;;DR
M;R1;021802;KĄDZIELA Mariola;Komitet Wyborczy Wyborców Marioli Kądzieli;786;29.83;;DR
M;R1;021802;SKUŁA Ryszard Marek;Komitet Wyborczy Wyborców Ryszarda Skuły;615;23.34;;Nie
M;R1;021802;GANCARZ Leokadia;Komitet Wyborczy Wyborców Gmina - Dobro Wspólne;447;16.96;;Nie
M;R1;021803;GRZEGORCZYN Jan Marian;Komitet Wyborczy Wyborców Jana Grzegorczyna;2836;54.60;;Tak
M;R1;021803;USZYŃSKI Daniel Paweł;Komitet Wyborczy Wyborców Daniela Uszyńskiego;819;15.77;;DR
M;R1;021803;SZAŁANKIEWICZ Krzysztof;Komitet Wyborczy Wyborców - Powiat Średzki;634;12.21;;Nie
M;R1;021803;BILIŃSKI Zbigniew Władysław;Komitet Wyborczy Wyborców Samorządowcy - RAZEM dla Ziemi Średzkiej;576;11.09;;Nie
M;R1;021803;MARCZAK Zdzisław;Komitet Wyborczy Wyborców Zdzisława Marczaka;329;6.33;;Nie
M;R1;021804;KRASUCKI Bogusław;Komitet Wyborczy Wyborców Lista Samorządowa Nasza Gmina;3459;47.35;;DR
M;R1;021804;RUCIŃSKI Adam Robert;Komitet Wyborczy Wyborców Samorządowcy - RAZEM dla Ziemi Średzkiej;3301;45.19;;DR
M;R1;021804;WOJEWóDKA Mariusz Rafał;Komitet Wyborczy Wyborców Gmina Przyjazna Mieszkańcom;545;7.46;;Nie
M;R1;021805;OLKIEWICZ Teresa Stanisława;Komitet Wyborczy Wyborców - Powiat Średzki;1345;54.41;;Tak
M;R1;021805;SZCZEPANOWSKI Krzysztof Józef;Komitet Wyborczy Wyborców Samorządowcy - RAZEM dla Ziemi Średzkiej;832;33.66;;DR
M;R1;021805;KRZYSZCZUK Stanisław;Komitet Wyborczy Wyborców "Razem dla Gminy";295;11.93;;Nie
M;R1;021901;MURDZEK Wojciech Piotr;Komitet Wyborczy Wyborców Wojciecha Murdzka-Wspólnota Samorządowa;5939;30.84;;DR
M;R1;021901;MOSKAL-SŁANIEWSKA Beata Małgorzata;Koalicyjny Komitet Wyborczy SLD Lewica Razem;5323;27.64;;DR
M;R1;021901;SYNOWSKA Alicja;Komitet Wyborczy Wyborców Alicji Synowskiej;3310;17.19;;Nie
M;R1;021901;PALUSZEK Marcin;Komitet Wyborczy Świdnickie Forum Rozwoju;1930;10.02;;Nie
M;R1;021901;GARSTECKI Robert Mariusz;Komitet Wyborczy Prawo i Sprawiedliwość;1890;9.81;;Nie
M;R1;021901;KOZŁOWSKI Jarosław;Komitet Wyborczy Nowa Prawica — Janusza Korwin-Mikke;490;2.54;;Nie
M;R1;021901;NATANEK Zdzisław;Komitet Wyborczy Wyborców „Niezależni" Zdzisława Natanka;376;1.95;;Nie
M;R1;021902;KOŻUCHOWICZ Bogdan;Komitet Wyborczy Wyborców Bogdana Kożuchowicza;4511;52.52;;Tak
M;R1;021902;WYSOCZAŃSKI Jan;Komitet Wyborczy Wyborców Jana Wysoczańskiego;2249;26.18;;DR
M;R1;021902;ZYSKA Ireneusz;Komitet Wyborczy Wyborców Ireneusz Zyska-Obywatelskie Świebodzice;1578;18.37;;Nie
