teryt;exteryt;bb;center;===;tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
106201;1;51.372969,19.622889 51.452936,19.810361;51.4129525,19.716625;===;R1;106201;1;CHOJNIAK Krzysztof Andrzej;51;wyższe;Piotrków Trybunalski,;15511;49.34;-1;Druga tura
106201;1;51.372969,19.622889 51.452936,19.810361;51.4129525,19.716625;===;R1;106201;2;KOZŁOWSKI Krzysztof Andrzej;62;wyższe;Piotrków Trybunalski,;732;2.33;-1;Nie
106201;1;51.372969,19.622889 51.452936,19.810361;51.4129525,19.716625;===;R1;106201;3;LOREK Grzegorz Andrzej;47;wyższe;Piotrków Trybunalski,;5041;16.04;-1;Nie
106201;1;51.372969,19.622889 51.452936,19.810361;51.4129525,19.716625;===;R1;106201;4;SOKALSKI Tomasz Arkadiusz;48;wyższe;Piotrków Trybunalski,;2552;8.12;-1;Nie
106201;1;51.372969,19.622889 51.452936,19.810361;51.4129525,19.716625;===;R1;106201;5;WĘŻYK-GŁOWACKA Marlena Irena;38;wyższe;Piotrków Trybunalski,;7601;24.18;-1;Druga tura
106301;1;51.922474,20.104903 51.993672,20.233333;51.958073,20.169118;===;R1;106301;1;JAŻDŻYK Krzysztof;43;wyższe;Skierniewice,;15981;81.01;-1;Tak
106301;1;51.922474,20.104903 51.993672,20.233333;51.958073,20.169118;===;R1;106301;2;PASTUSIAK Janusz Marek;58;wyższe;Skierniewice,;3745;18.99;-1;Nie
120101;1;49.937845,20.385964 50.011731,20.472446;49.974788,20.429205;===;R1;120101;1;GONDEK Artur Andrzej;25;średnie;Bochnia,;912;7.12;-1;Nie
120101;1;49.937845,20.385964 50.011731,20.472446;49.974788,20.429205;===;R1;120101;2;KOKOSZKA Krzysztof Piotr;49;Wyższe;Bochnia,;5169;40.36;-1;Druga tura
120101;1;49.937845,20.385964 50.011731,20.472446;49.974788,20.429205;===;R1;120101;3;KOLAWIŃSKI Stefan Mieczysław;61;wyższe;Bochnia,;4275;33.38;-1;Druga tura
120101;1;49.937845,20.385964 50.011731,20.472446;49.974788,20.429205;===;R1;120101;4;LYSY Jerzy Leon;63;Wyższe;Bochnia,;2451;19.14;-1;Nie
120102;2;49.882683,20.300215 50.103923,20.534011;49.993303,20.417113;===;R1;120102;1;BZDEK Marek Edward;49;Wyższe;Gawłów,;5017;60.92;-1;Tak
120102;2;49.882683,20.300215 50.103923,20.534011;49.993303,20.417113;===;R1;120102;2;SALAMON Jacek Maciej;53;Wyższe;Proszówki,;3218;39.08;-1;Nie
120103;2;50.000461,20.340132 50.143355,20.512171;50.071908,20.4261515;===;R1;120103;1;PAJĄK Jan Andrzej;36;Wyższe magisterskie;Ispina,;1887;61.73;-1;Tak
120103;2;50.000461,20.340132 50.143355,20.512171;50.071908,20.4261515;===;R1;120103;2;SIUDAK Mirosław Paweł;45;Średnie;Ispina,;1170;38.27;-1;Nie
120104;2;49.797457,20.458368 49.897848,20.580444;49.8476525,20.519406;===;R1;120104;1;GROMALA Tomasz Szymon;39;Wyższe;Lipnica Murowana,;1794;76.41%;554;Tak
120105;2;49.805656,20.232490 49.918742,20.378059;49.862199,20.3052745;===;R1;120105;1;KULIG Jan Michał;78;Średnie;Łapanów,;981;26.50;-1;Nie
120105;2;49.805656,20.232490 49.918742,20.378059;49.862199,20.3052745;===;R1;120105;2;ROJ Robert Tadeusz;53;Wyższe;Łapanów,;1440;38.90;-1;Druga tura
120105;2;49.805656,20.232490 49.918742,20.378059;49.862199,20.3052745;===;R1;120105;3;ŚLIWA Andrzej Adam;56;Wyższe;Sobolów,;1281;34.60;-1;Druga tura
120106;3;49.840998,20.380460 49.952587,20.568772;49.8967925,20.474616;===;R1;120106;1;KIEREPKA Renata Bernadetta;44;Wyższe;Leksandrowa,;1567;25.79;-1;Nie
120106;3;49.840998,20.380460 49.952587,20.568772;49.8967925,20.474616;===;R1;120106;2;WIĘCKOWSKA Małgorzata Irena;59;Wyższe;Leksandrowa,;4510;74.21;-1;Tak
120107;2;49.953875,20.459257 50.081968,20.632079;50.0179215,20.545668;===;R1;120107;1;BIERNAT Zbigniew Wojciech;39;wyższe;Rzezawa,;1707;34.62;-1;Nie
120107;2;49.953875,20.459257 50.081968,20.632079;50.0179215,20.545668;===;R1;120107;2;PALEJ Mariusz Wiesław;42;wyższe techniczne;Bochnia,;2750;55.77;-1;Tak
120107;2;49.953875,20.459257 50.081968,20.632079;50.0179215,20.545668;===;R1;120107;3;RACHWAŁ Roman;53;wyższe;Jodłówka, Prawo i Sprawiedliwość;474;9.61;-1;Nie
120108;2;49.777397,20.327758 49.882456,20.426795;49.8299265,20.3772765;===;R1;120108;1;KĄCKI Andrzej Mikołaj;51;wyższe;Trzciana, Prawo i Sprawiedliwość;368;13.18;-1;Nie
120108;2;49.777397,20.327758 49.882456,20.426795;49.8299265,20.3772765;===;R1;120108;2;NOWAK Józef Władysław;65;wyższe;Kamionna,;1067;38.20;-1;Druga tura
120108;2;49.777397,20.327758 49.882456,20.426795;49.8299265,20.3772765;===;R1;120108;3;STAWARZ Cezary Artur;36;wyższe;Łąkta Dolna,;1358;48.62;-1;Druga tura
120109;2;49.780060,20.381359 49.848836,20.476981;49.814448,20.42917;===;R1;120109;1;MARCINEK Jan Walenty;56;wyższe;Rozdziele, Prawo i Sprawiedliwość;993;36.08;-1;Nie
120109;2;49.780060,20.381359 49.848836,20.476981;49.814448,20.42917;===;R1;120109;2;SAJDAK Paweł;45;wyższe;Rozdziele,;351;12.75;-1;Nie
120109;2;49.780060,20.381359 49.848836,20.476981;49.814448,20.42917;===;R1;120109;3;WRONA Wojciech;40;wyższe;Żegocina,;1408;51.16;-1;Tak
120201;2;50.003802,20.625210 50.127880,20.798169;50.065841,20.7116895;===;R1;120201;1;KWAŚNIAK Janusz Józef;43;Wyższe;Borzęcin,;2062;70.45%;865;Tak
120202;3;49.913312,20.523501 50.053662,20.723222;49.983487,20.6233615;===;R1;120202;1;LATOCHA Tomasz Jan;41;wyższe;Szczepanów,;7388;46.60;-1;Druga tura
120202;3;49.913312,20.523501 50.053662,20.723222;49.983487,20.6233615;===;R1;120202;2;OJCZYK Krzysztof Michał;47;wyższe ekonomiczne;Brzesko,;584;3.68;-1;Nie
120202;3;49.913312,20.523501 50.053662,20.723222;49.983487,20.6233615;===;R1;120202;3;PATER Sławomir Antoni;51;wyższe;Jasień,;5127;32.34;-1;Druga tura
120202;3;49.913312,20.523501 50.053662,20.723222;49.983487,20.6233615;===;R1;120202;4;WAWRYKA Grzegorz;53;wyższe;Jadowniki,;2755;17.38;-1;Nie
120203;3;49.788645,20.575777 49.897850,20.736200;49.8432475,20.6559885;===;R1;120203;1;CHUDOBA Marek Andrzej;63;wyższe humanistyczne;Czchów,;2013;48.66;-1;Druga tura
120203;3;49.788645,20.575777 49.897850,20.736200;49.8432475,20.6559885;===;R1;120203;2;OLCHAWA Krzysztof;50;wyższe humanistyczne;Jurków,;298;7.20;-1;Nie
120203;3;49.788645,20.575777 49.897850,20.736200;49.8432475,20.6559885;===;R1;120203;3;SZOT Krzysztof;36;Wyższe;Będzieszyna,;1826;44.14;-1;Druga tura
120204;2;49.881330,20.642411 50.007416,20.792977;49.944373,20.717694;===;R1;120204;1;GURGUL Tomasz Paweł;49;wyższe;Porąbka Uszewska,;2200;35.40;-1;Nie
120204;2;49.881330,20.642411 50.007416,20.792977;49.944373,20.717694;===;R1;120204;2;KOZŁOWSKI Wiesław Kazimierz;54;wyższe;Dębno,;4014;64.60;-1;Tak
120205;2;49.852893,20.553970 49.929926,20.697983;49.8914095,20.6259765;===;R1;120205;1;KRAKOWSKA Renata;45;wyższe;Gnojnik,;1085;30.04;-1;Nie
120205;2;49.852893,20.553970 49.929926,20.697983;49.8914095,20.6259765;===;R1;120205;2;PATEREK Sławomir Andrzej;38;wyższe;Uszew,;1366;37.82;-1;Druga tura
120205;2;49.852893,20.553970 49.929926,20.697983;49.8914095,20.6259765;===;R1;120205;3;ZĄBKOWSKI Leszek Maciej;35;Wyższe;Biesiadki,;1161;32.14;-1;Druga tura
120206;2;49.761874,20.517913 49.838298,20.634353;49.800086,20.576133;===;R1;120206;1;KAMIŃSKI Bogusław;53;wyższe;Połom Mały,;1731;74.29%;599;Tak
120207;2;50.041336,20.500396 50.200804,20.764272;50.12107,20.632334;===;R1;120207;1;HEBDA Łukasz Robert;33;Wyższe;Rudy-Rysie,;274;7.24;-1;Nie
120207;2;50.041336,20.500396 50.200804,20.764272;50.12107,20.632334;===;R1;120207;2;MOSKAL Zbigniew Stanisław;40;średnie;Górka,;2129;56.29;-1;Tak
120207;2;50.041336,20.500396 50.200804,20.764272;50.12107,20.632334;===;R1;120207;3;ZALEWSKI Marian Józef;68;Wyższe;Szczurowa,;1379;36.46;-1;Nie
120301;3;50.012053,19.461849 50.118435,19.628917;50.065244,19.545383;===;R1;120301;1;KURZAŃSKI Krzysztof Piotr;39;wyższe;Kwaczała,;1009;16.87;-1;Nie
120301;3;50.012053,19.461849 50.118435,19.628917;50.065244,19.545383;===;R1;120301;2;NADZIEJA-SZPILA Beata Janina;50;wyższe;Regulice,;1445;24.16;-1;Druga tura
120301;3;50.012053,19.461849 50.118435,19.628917;50.065244,19.545383;===;R1;120301;3;SIEMEK Tomasz;39;średnie;Alwernia,;2372;39.66;-1;Druga tura
120301;3;50.012053,19.461849 50.118435,19.628917;50.065244,19.545383;===;R1;120301;4;WOJTOŃ Krystyna Zofia;57;średnie;Okleśna,;1155;19.31;-1;Nie
120302;2;50.023243,19.358530 50.104263,19.534410;50.063753,19.44647;===;R1;120302;1;GŁOGOWSKI Jarosław Mariusz;45;wyższe;Babice,;1085;26.82;-1;Nie
120302;2;50.023243,19.358530 50.104263,19.534410;50.063753,19.44647;===;R1;120302;2;WARZECHA Radosław Stanisław;42;wyższe;Babice,;2960;73.18;-1;Tak
120303;3;50.078752,19.270483 50.199915,19.499409;50.1393335,19.384946;===;R1;120303;1;CZUCZ Aleksandra Julia;33;wyższe magisterskie;Chrzanów,;1625;8.56;-1;Nie
120303;3;50.078752,19.270483 50.199915,19.499409;50.1393335,19.384946;===;R1;120303;2;FILIPCZAK Andrzej Wincenty;53;wyższe;Chrzanów,;3955;20.83;-1;Nie
120303;3;50.078752,19.270483 50.199915,19.499409;50.1393335,19.384946;===;R1;120303;3;KASPEREK Krzysztof;47;wyższe;Chrzanów,;4659;24.53;-1;Druga tura
120303;3;50.078752,19.270483 50.199915,19.499409;50.1393335,19.384946;===;R1;120303;4;MACIASZEK Robert Tomasz;36;wyższe prawnicze;Chrzanów,;8751;46.08;-1;Druga tura
120304;3;50.042621,19.259178 50.132761,19.377492;50.087691,19.318335;===;R1;120304;1;KOZIK Krzysztof Janusz;48;wyższe techniczne;Libiąż,;2123;20.77;-1;Nie
120304;3;50.042621,19.259178 50.132761,19.377492;50.087691,19.318335;===;R1;120304;2;LATKO Jacek Rafał;52;wyższe;Libiąż,;5744;56.19;-1;Tak
120304;3;50.042621,19.259178 50.132761,19.377492;50.087691,19.318335;===;R1;120304;3;ŁABĘCKI Jarosław Piotr;49;wyższe;Libiąż,;2356;23.05;-1;Nie
120305;3;50.103467,19.387432 50.229052,19.588696;50.1662595,19.488064;===;R1;120305;1;DZIADOWIEC Waldemar;43;Średnie;Bolęcin,;1222;8.38;-1;Nie
120305;3;50.103467,19.387432 50.229052,19.588696;50.1662595,19.488064;===;R1;120305;2;OKOCZUK Jarosław Anatol;36;Wyższe;Psary,;7764;53.23;-1;Tak
120305;3;50.103467,19.387432 50.229052,19.588696;50.1662595,19.488064;===;R1;120305;3;ŻURADZKI Grzegorz;53;Wyższe;Trzebinia,;5599;38.39;-1;Nie
120401;2;50.236529,20.827972 50.306684,20.931929;50.2716065,20.8799505;===;R1;120401;1;OLEARCZYK Kazimierz Stanisław;58;Wyższe;Bolesław,;630;74.73%;213;Tak
120402;3;50.106702,20.931422 50.250993,21.110868;50.1788475,21.021145;===;R1;120402;1;KACZMARSKI Krzysztof Maciej;59;wyższe;Dąbrowa Tarnowska,;5039;59.88;-1;Tak
120402;3;50.106702,20.931422 50.250993,21.110868;50.1788475,21.021145;===;R1;120402;2;MIKOS Paweł Daniel;48;wyższe;Dąbrowa Tarnowska,;2592;30.80;-1;Nie
120402;3;50.106702,20.931422 50.250993,21.110868;50.1788475,21.021145;===;R1;120402;3;MINORCZYK Marek;60;wyższe;Dąbrowa Tarnowska,;784;9.32;-1;Nie
120403;2;50.208398,20.727199 50.290356,20.847300;50.249377,20.7872495;===;R1;120403;1;GIL Krzysztof Karol;25;Średnie;Hubenice,;904;61.08;-1;Tak
120403;2;50.208398,20.727199 50.290356,20.847300;50.249377,20.7872495;===;R1;120403;2;ŚWIĘTEK Krystyna;40;Wyższe;Okręg,;576;38.92;-1;Nie
120404;2;50.243076,20.906981 50.316039,21.029492;50.2795575,20.9682365;===;R1;120404;1;KORZEC Krzysztof Jerzy;45;Wyższe;Wólka Grądzka,;1170;86.99%;175;Tak
120405;2;50.160982,20.834579 50.254648,21.001108;50.207815,20.9178435;===;R1;120405;1;MORAWIEC Witold Stanisław;55;wyższe;Ćwików,;2284;82.04%;500;Tak
120406;2;50.113111,21.052136 50.262541,21.182680;50.187826,21.117408;===;R1;120406;1;BĄCZEK Jerzy Janusz;61;Wyższe;Luszowice,;1464;46.23;-1;Nie
120406;2;50.113111,21.052136 50.262541,21.182680;50.187826,21.117408;===;R1;120406;2;LUPA Marek Janusz;53;Wyższe;Radgoszcz,;1703;53.77;-1;Tak
120407;3;50.234568,20.991629 50.354898,21.222636;50.294733,21.1071325;===;R1;120407;1;GORZKOWICZ Andrzej Adam;46;Wyższe;Szczucin,;1305;22.68;-1;Druga tura
120407;3;50.234568,20.991629 50.354898,21.222636;50.294733,21.1071325;===;R1;120407;2;ŁABUZ Paweł Robert;26;Wyższe;Maniów,;933;16.21;-1;Nie
120407;3;50.234568,20.991629 50.354898,21.222636;50.294733,21.1071325;===;R1;120407;3;OŻÓG Łukasz Kazimierz;39;Wyższe;Szczucin,;1012;17.58;-1;Nie
120407;3;50.234568,20.991629 50.354898,21.222636;50.294733,21.1071325;===;R1;120407;4;SIPIOR Jan;63;Wyższe;Szczucin,;2505;43.53;-1;Druga tura
120501;1;49.634967,21.119046 49.698931,21.212928;49.666949,21.165987;===;R1;120501;1;KUKLA Rafał Tomasz;37;Wyższe;Gorlice,;6103;52.28;-1;Tak
120501;1;49.634967,21.119046 49.698931,21.212928;49.666949,21.165987;===;R1;120501;2;LUDWIN Ryszard Włodzimierz;60;Średnie;Gorlice,;2140;18.33;-1;Nie
120501;1;49.634967,21.119046 49.698931,21.212928;49.666949,21.165987;===;R1;120501;3;MIGDAR Mariola Kinga;44;Wyższe;Gorlice,;1994;17.08;-1;Nie
120501;1;49.634967,21.119046 49.698931,21.212928;49.666949,21.165987;===;R1;120501;4;SZCZEPANIK Tomasz;36;Wyższe;Gorlice,;1044;8.94;-1;Nie
120501;1;49.634967,21.119046 49.698931,21.212928;49.666949,21.165987;===;R1;120501;5;TRYBUS Maciej Mieczysław;52;Średnie;Gorlice,;393;3.37;-1;Nie
120502;3;49.665022,21.095182 49.781613,21.330964;49.7233175,21.213073;===;R1;120502;1;WĘDRYCHOWICZ Mirosław Józef;58;Wyższe;Biecz,;5410;87.23%;792;Tak
120503;3;49.666754,20.882442 49.747444,21.010022;49.707099,20.946232;===;R1;120503;1;LIGĘZA Wacław Jan;60;wyższe;Wilczyska,;3024;82.80%;628;Tak
120504;2;49.577159,21.046729 49.737440,21.254656;49.6572995,21.1506925;===;R1;120504;1;GUBAŁA Maria Felicja;61;wyższe;Kobylanka,;2423;34.96;-1;Druga tura
120504;2;49.577159,21.046729 49.737440,21.254656;49.6572995,21.1506925;===;R1;120504;2;PRZYBYLSKI Jan Adam;47;średnie;Szymbark,;2826;40.78;-1;Druga tura
120504;2;49.577159,21.046729 49.737440,21.254656;49.6572995,21.1506925;===;R1;120504;3;SKOWRON Mieczysław Wiesław;58;średnie;Klęczany,;1681;24.26;-1;Nie
120505;2;49.600601,21.230797 49.717218,21.362689;49.6589095,21.296743;===;R1;120505;1;BIENIEK Łukasz;33;wyższe;Lipinki,;848;25.63;-1;Nie
120505;2;49.600601,21.230797 49.717218,21.362689;49.6589095,21.296743;===;R1;120505;2;BOCHENEK Witold Włodzimierz;46;wyższe;Lipinki,;898;27.14;-1;Druga tura
120505;2;49.600601,21.230797 49.717218,21.362689;49.6589095,21.296743;===;R1;120505;3;RAKOCZY Czesław;62;wyższe;Lipinki,;1563;47.23;-1;Druga tura
120506;2;49.649255,20.990130 49.745353,21.131382;49.697304,21.060756;===;R1;120506;1;KROK Kazimierz;66;Wyższe;Wola Łużańska,;1272;35.48;-1;Nie
120506;2;49.649255,20.990130 49.745353,21.131382;49.697304,21.060756;===;R1;120506;2;TARSA Mariusz Zbigniew;45;Wyższe;Łużna,;2313;64.52;-1;Tak
120507;2;49.695073,20.999930 49.770248,21.140976;49.7326605,21.070453;===;R1;120507;1;MAZUR Mieczysław Jan;61;wyższe;Moszczenica,;708;34.24;-1;Nie
120507;2;49.695073,20.999930 49.770248,21.140976;49.7326605,21.070453;===;R1;120507;2;WAŁĘGA Jerzy Sylwester;50;wyższe;Moszczenica,;1360;65.76;-1;Tak
120508;2;49.527161,20.999404 49.621087,21.126107;49.574124,21.0627555;===;R1;120508;1;GÓRSKI Karol;59;wyższe;Ropa,;1818;78.84;-1;Tak
120508;2;49.527161,20.999404 49.621087,21.126107;49.574124,21.0627555;===;R1;120508;2;KORZEŃ Daniel Jan;38;wyższe;Łosie,;408;17.69;-1;Nie
120508;2;49.527161,20.999404 49.621087,21.126107;49.574124,21.0627555;===;R1;120508;3;KORZEŃ Grzegorz;39;średnie;Ropa,;80;3.47;-1;Nie
120509;2;49.432644,21.136078 49.641603,21.421732;49.5371235,21.278905;===;R1;120509;1;KUKUŁA Damian Piotr;39;wyższe;Sękowa,;769;34.66;-1;Nie
120509;2;49.432644,21.136078 49.641603,21.421732;49.5371235,21.278905;===;R1;120509;2;MAŁUCH Małgorzata Krystyna;58;wyższe;Sękowa,;1450;65.34;-1;Tak
120510;2;49.400992,20.998721 49.578711,21.347117;49.4898515,21.172919;===;R1;120510;1;ANDRUSIKIEWICZ Tomasz Jakub;52;wyższe;Ropki,;1177;39.58;-1;Druga tura
120510;2;49.400992,20.998721 49.578711,21.347117;49.4898515,21.172919;===;R1;120510;2;LUDWIN Zbigniew;65;średnie techniczne;Uście Gorlickie,;1379;46.37;-1;Druga tura
120510;2;49.400992,20.998721 49.578711,21.347117;49.4898515,21.172919;===;R1;120510;3;PALUCH Andrzej Arkadiusz;29;wyższe;Uście Gorlickie,;418;14.06;-1;Nie
120601;2;49.974814,19.558274 50.065531,19.762648;50.0201725,19.660461;===;R1;120601;1;FILIPOWICZ Danuta;45;wyższe;Rybna,;1549;26.10;-1;Nie
120601;2;49.974814,19.558274 50.065531,19.762648;50.0201725,19.660461;===;R1;120601;2;ŁYTEK Szymon Marek;39;wyższe;Wołowice,;3107;52.35;-1;Tak
120601;2;49.974814,19.558274 50.065531,19.762648;50.0201725,19.660461;===;R1;120601;3;NAWROCKI Andrzej Bronisław;67;wyższe;Czernichów,;1279;21.55;-1;Nie
120602;2;50.053435,20.184929 50.160414,20.353766;50.1069245,20.2693475;===;R1;120602;1;KACZMARCZYK Ryszard Jan;67;Średnie techniczne;Igołomia,;294;9.73;-1;Nie
120602;2;50.053435,20.184929 50.160414,20.353766;50.1069245,20.2693475;===;R1;120602;2;MIERZWA Marcin Jerzy;25;Średnie;Karwin,;1009;33.40;-1;Nie
120602;2;50.053435,20.184929 50.160414,20.353766;50.1069245,20.2693475;===;R1;120602;3;RYSAK Józef Marek;62;Wyższe;Igołomia,;1718;56.87;-1;Tak
120603;2;50.173015,19.913954 50.283497,20.033874;50.228256,19.973914;===;R1;120603;1;KMITA Ewelina Dominika;39;Wyższe;Iwanowice Dworskie,;716;16.96;-1;Nie
120603;2;50.173015,19.913954 50.283497,20.033874;50.228256,19.973914;===;R1;120603;2;LISOWSKI Robert;46;Wyższe;Iwanowice Dworskie,;2139;50.66;-1;Tak
120603;2;50.173015,19.913954 50.283497,20.033874;50.228256,19.973914;===;R1;120603;3;ROSA Mirosław Andrzej;48;Średnie;Biskupice,;737;17.46;-1;Nie
120603;2;50.173015,19.913954 50.283497,20.033874;50.228256,19.973914;===;R1;120603;4;SOLECKI Antoni;60;Średnie;Iwanowice Włościańskie,;630;14.92;-1;Nie
120604;2;50.161124,19.644391 50.261987,19.809154;50.2115555,19.7267725;===;R1;120604;1;GWIZDAŁA Tomasz Tadeusz;40;Wyższe;Jerzmanowice,;3562;65.99;-1;Tak
120604;2;50.161124,19.644391 50.261987,19.809154;50.2115555,19.7267725;===;R1;120604;2;PIAŚNIK Adam Henryk;57;Średnie;Jerzmanowice,;1836;34.01;-1;Nie
120605;2;50.106468,20.026910 50.206408,20.204161;50.156438,20.1155355;===;R1;120605;1;JAMBORSKI Marek Wojciech;57;wyższe;Marszowice,;3762;57.38;-1;Tak
120605;2;50.106468,20.026910 50.206408,20.204161;50.156438,20.1155355;===;R1;120605;2;ŁOJEK Jarosław Piotr;45;wyższe;Baranówka,;2794;42.62;-1;Nie
120606;3;50.061785,19.521191 50.201965,19.716365;50.131875,19.618778;===;R1;120606;1;GREGORCZYK Wacław Jan;57;wyższe techniczne;Tenczynek,;8226;60.38;-1;Tak
120606;3;50.061785,19.521191 50.201965,19.716365;50.131875,19.618778;===;R1;120606;2;NOWAKOWSKA - MALCZYK Michalina;62;wyższe pedagogiczne;Nowa Góra,;3226;23.68;-1;Nie
120606;3;50.061785,19.521191 50.201965,19.716365;50.131875,19.618778;===;R1;120606;3;OSINIAK Andrzej Jerzy;62;wyższe;Sanka,;2171;15.94;-1;Nie
120607;2;49.978788,19.661106 50.093425,19.828687;50.0361065,19.7448965;===;R1;120607;1;JANUSZ Krzysztof Piotr;56;Średnie;Kraków,;597;8.14;-1;Nie
120607;2;49.978788,19.661106 50.093425,19.828687;50.0361065,19.7448965;===;R1;120607;2;MIŚ Paweł Stanisław;38;Wyższe;Liszki,;4231;57.68;-1;Tak
120607;2;49.978788,19.661106 50.093425,19.828687;50.0361065,19.7448965;===;R1;120607;3;PILIS Mariusz Arkadiusz;51;Średnie;Kaszów,;1363;18.58;-1;Nie
120607;2;49.978788,19.661106 50.093425,19.828687;50.0361065,19.7448965;===;R1;120607;4;ZIOŁO Jan Franciszek;44;Średnie techniczne;Cholerzyn,;1144;15.60;-1;Nie
120608;2;50.107885,19.920656 50.197199,20.063093;50.152542,19.9918745;===;R1;120608;1;PODGÓRZEC Marian;56;Średnie;Kocmyrzów,;1355;29.40;-1;Nie
120608;2;50.107885,19.920656 50.197199,20.063093;50.152542,19.9918745;===;R1;120608;2;RUMIAN Antoni Paweł;55;Wyższe;Raciborowice,;3254;70.60;-1;Tak
120609;2;49.898521,19.828911 49.981972,19.945143;49.9402465,19.887027;===;R1;120609;1;PINDEL Edyta Magdalena;37;wyższe;Gaj,;1318;19.44;-1;Nie
120609;2;49.898521,19.828911 49.981972,19.945143;49.9402465,19.887027;===;R1;120609;2;PIOTROWSKI Piotr Paweł;56;wyższe;Olszowice, Stowarzyszenie Dla Naszej Gminy Mogilany;3721;54.88;-1;Tak
120609;2;49.898521,19.828911 49.981972,19.945143;49.9402465,19.887027;===;R1;120609;3;STOKŁOSA Grzegorz Andrzej;48;średnie;Buków,;1741;25.68;-1;Nie
120610;3;50.172567,19.782406 50.280157,19.934985;50.226362,19.8586955;===;R1;120610;1;DURŁAK Tadeusz;63;Średnie Techniczne;Cianowice,;1713;33.40;-1;Druga tura
120610;3;50.172567,19.782406 50.280157,19.934985;50.226362,19.8586955;===;R1;120610;2;NIEMIEC Jolanta Stefania;54;Wyższe;Cianowice,;949;18.50;-1;Nie
120610;3;50.172567,19.782406 50.280157,19.934985;50.226362,19.8586955;===;R1;120610;3;WÓJTOWICZ Krzysztof Jakub;37;Wyższe;Zamłynie,;2467;48.10;-1;Druga tura
120611;3;49.885189,19.652196 49.996982,19.868646;49.9410855,19.760421;===;R1;120611;1;BYSINA Janusz Roman;59;wyższe;Brzoskwinia,;6480;39.25;-1;Nie
120611;3;49.885189,19.652196 49.996982,19.868646;49.9410855,19.760421;===;R1;120611;2;RZEPISKO Norbert Andrzej;48;wyższe;Skawina,;10031;60.75;-1;Tak
120612;3;50.185549,19.995095 50.314655,20.178613;50.250102,20.086854;===;R1;120612;1;KNAFEL Paweł Janusz;54;wyższe;Polanowice,;3487;71.48%;1391;Tak
120613;2;50.217414,19.673048 50.299703,19.834351;50.2585585,19.7536995;===;R1;120613;1;GORAJCZYK Stanisław Piotr;53;wyższe;Sułoszowa,;1908;82.78%;397;Tak
120614;3;49.905329,19.912697 49.974028,20.007147;49.9396785,19.959922;===;R1;120614;1;DUŻY Małgorzata Maria;47;wyższe;Świątniki Górne,;2650;58.19;-1;Tak
120614;3;49.905329,19.912697 49.974028,20.007147;49.9396785,19.959922;===;R1;120614;2;SŁOMKA Witold Czesław;64;wyższe;Świątniki Górne,;1904;41.81;-1;Nie
120615;2;50.101743,19.721420 50.201584,19.898176;50.1516635,19.809798;===;R1;120615;1;WOŁOS Krzysztof Ryszard;41;Wyższe;Giebułtów,;3928;62.47;-1;Tak
120615;2;50.101743,19.721420 50.201584,19.898176;50.1516635,19.809798;===;R1;120615;2;WÓJTOWICZ Tadeusz Bronisław;43;Wyższe;Prądnik Korzkiewski,;2360;37.53;-1;Nie
120616;2;50.062266,19.668021 50.177446,19.867374;50.119856,19.7676975;===;R1;120616;1;BURTAN Elżbieta Agnieszka;53;Wyższe;Rząska,;8114;62.14;-1;Tak
120616;2;50.062266,19.668021 50.177446,19.867374;50.119856,19.7676975;===;R1;120616;2;CYWICKI Jerzy;60;Wyższe;Zabierzów,;3312;25.36;-1;Nie
120616;2;50.062266,19.668021 50.177446,19.867374;50.119856,19.7676975;===;R1;120616;3;KULTYS Jan;60;Wyższe;Zelków,;1632;12.50;-1;Nie
120617;2;50.100184,19.856741 50.184387,20.031625;50.1422855,19.944183;===;R1;120617;1;KOSNO Renata;50;wyższe;Węgrzce,;2893;31.34;-1;Nie
120617;2;50.100184,19.856741 50.184387,20.031625;50.1422855,19.944183;===;R1;120617;2;KRÓL Bogusław Tadeusz;60;wyższe;Batowice,;6337;68.66;-1;Tak
120701;1;49.685595,20.368548 49.744392,20.452033;49.7149935,20.4102905;===;R1;120701;1;BIEDA Władysław Józef;60;Wyższe;Stara Wieś,;4782;74.93;-1;Tak
