"Lp";"Data";"Gdzie";"PanstwoMiasto";"Posel";"Klub";"NrWnioski";"Ktransp";"Kdiet";"Khoteli";"Kdojazdow";"Ubezp";"WydatkFundusz";"RozniceKurs";"Zaliczki";"Klacznie";"PoCo";"Coords";"Dist";"Kmlline"
640;"6-11.04.2014";"FRANCJA Strasburg";"FRANCJA, Strasburg";"Mariusz Antoni Kamiński";"PiS";"106/14";3132,67;1287,84;2182,29;0;34,28;0;-1,41;0;6638,49;"ZPRE  2 część sesji 2014";"48.583148 7.747882 0";1022.8;"<LineString><coordinates>7.747882,48.583148 21.028075,52.225208</coordinates></LineString>"
640;"6-11.04.2014";"FRANCJA Strasburg";"FRANCJA, Strasburg";"Andrzej Halicki";"PO";"106/14";0;0;0;0;0;0;-85,53;0;85,53;"ZPRE  2 część sesji 2014";"48.583148 7.747882 0";1022.8;"<LineString><coordinates>7.747882,48.583148 21.028075,52.225208</coordinates></LineString>"
641;"6-12.04.2014";"USA: Nowy Jork";"USA, Nowy Jork";"Wanda Nowicka";"niez.";"113/14";0;0;0;0;120,19;0;0;0;120,19;"47 sesja Komisji ONZ ds. Ludności i Rozwoju (CPD)";"40.7127837 -74.0059413 0";6856.1;"<LineString><coordinates>-74.0059413,40.7127837 21.028075,52.225208</coordinates></LineString>"
642;"7-9.04.2014";"PORTUGALIA Lizbona";"PORTUGALIA, Lizbona";"Jan Kaźmierczak";"PO";"104/14";0;211,15;0;0;25,71;0;0;0;236,86;"ZPRE  Druga Parlamentarna Debata na temat oceny technologii - jako przedstawiciel Komisji ds. Kultury, Nauki, Edukacji i Mediów";"38.7222524 -9.1393366 0";2760.2;"<LineString><coordinates>-9.1393366,38.7222524 21.028075,52.225208</coordinates></LineString>"
643;"9-11.04.2014";"FRANCJA Strasburg";"FRANCJA, Strasburg";"Jan Kaźmierczak";"PO";"107/14";0;750,95;1072,85;0;25,71;0;0;0;1849,51;"ZPRE  2 cześć sesji 2014";"48.583148 7.747882 0";1022.8;"<LineString><coordinates>7.747882,48.583148 21.028075,52.225208</coordinates></LineString>"
644;"9-12.04.2014";"ARMENIA Erewań";"ARMENIA, Erewań";"Stanisława Prządka";"SLD";"114/14";0;630,23;215,45;0;68,68;0;-4,81;0;919,17;"SPC  Seminarium na temat roli parlamentów narodowych w ochronie praw człowieka";"40.183333 44.516667 0";2232.9;"<LineString><coordinates>44.516667,40.183333 21.028075,52.225208</coordinates></LineString>"
645;"10-12.04.2014";"LITWA: Wilno";"LITWA, Wilno";"Dariusz Seliga";"PiS";"109/14";1267,74;402,93;818,31;0;25,71;0;-0,29;0;2514,98;"OBN  Doroczne Forum Bezpieczeństwa i Obrony (wymiana informacji i doświadczeń dotyczących zagadnień polityki bezpieczeństwa i obrony w regionie Morza Bałtyckiego)";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
645;"10-12.04.2014";"LITWA: Wilno";"LITWA, Wilno";"Cezary Tomczyk";"PO";"109/14";1560,1;402,93;818,31;0;25,71;0;-0,29;0;2807,34;"OBN  Doroczne Forum Bezpieczeństwa i Obrony (wymiana informacji i doświadczeń dotyczących zagadnień polityki bezpieczeństwa i obrony w regionie Morza Bałtyckiego)";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
646;"11-12.04.2014";"UKRAINA: Kijów";"UKRAINA, Kijów";"Grzegorz Schetyna";"PO";"117/14";2177,18;358,71;776,06;0;34,34;0;0;0;3346,29;"SZA Spotkanie przewodniczących Komisji Spraw Zagranicznych państw Trójkąta Weimarskiego";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
647;"12-19.04.2014";"MALEZJA Kuala Lumpur";"MALEZJA, Kuala Lumpur";"Renata Butryn";"PO";"115/14";7391,26;1164,31;2825,07;0;137,36;0;-1,93;0;11519,93;"OBN Targi Obronne Defence Services Asia 2014 połączone z konferencją na temat wzmacniania bezpieczeństwa i stabilizacji w regionach";"3.139003 101.686855 0";9097.1;"<LineString><coordinates>101.686855,3.139003 21.028075,52.225208</coordinates></LineString>"
648;"13-14.04.2014";"LITWA: Troki";"LITWA, Troki";"Agnieszka Pomaska";"PO";"110/14";2727,63;167,88;371,26;0;17,14;0;-0,07;0;3283,98;"SUE  Spotkanie przedstawicieli Komisji do Spraw Unii Europejskiej państw Litwy, Łotwy, Estonii i Polski";"54.6379113 24.9346894 0";372.7;"<LineString><coordinates>24.9346894,54.6379113 21.028075,52.225208</coordinates></LineString>"
649;"13-16.04.2014";"FRANCJA Tuluza";"FRANCJA, Tuluza";"Jerzy Materna";"PiS";"112/14";3472,9;735,99;1671,57;0;34,28;0;-2,01;0;5916,75;"Seminarium w ramach 16 EISC - na zaproszenie senatora Bertranda Auban, przewodniczącego Francuskiej Grupy ds. Przestrzeni Kosmicznej";"43.604652 1.444209 0";1737.6;"<LineString><coordinates>1.444209,43.604652 21.028075,52.225208</coordinates></LineString>"
649;"13-16.04.2014";"FRANCJA Tuluza";"FRANCJA, Tuluza";"Maciej Mroczek";"TR";"112/14";3472,9;735,99;1671,57;0;34,28;0;-0,88;0;5915,62;"Seminarium w ramach 16 EISC - na zaproszenie senatora Bertranda Auban, przewodniczącego Francuskiej Grupy ds. Przestrzeni Kosmicznej";"43.604652 1.444209 0";1737.6;"<LineString><coordinates>1.444209,43.604652 21.028075,52.225208</coordinates></LineString>"
649;"13-16.04.2014";"FRANCJA Tuluza";"FRANCJA, Tuluza";"Bogusław Wontor";"SLD";"112/14";3472,9;735,99;1671,57;0;34,28;0;-0,88;0;5915,62;"Seminarium w ramach 16 EISC - na zaproszenie senatora Bertranda Auban, przewodniczącego Francuskiej Grupy ds. Przestrzeni Kosmicznej";"43.604652 1.444209 0";1737.6;"<LineString><coordinates>1.444209,43.604652 21.028075,52.225208</coordinates></LineString>"
649;"13-16.04.2014";"FRANCJA Tuluza";"FRANCJA, Tuluza";"Adam Żyliński";"PO";"112/14";3472,9;735,99;1671,57;0;34,28;0;-1,23;0;5915,97;"Seminarium w ramach 16 EISC - na zaproszenie senatora Bertranda Auban, przewodniczącego Francuskiej Grupy ds. Przestrzeni Kosmicznej";"43.604652 1.444209 0";1737.6;"<LineString><coordinates>1.444209,43.604652 21.028075,52.225208</coordinates></LineString>"
649;"13-16.04.2014";"FRANCJA Tuluza";"FRANCJA, Tuluza";"Jerzy Wenderlich";"SLD";"112/14";15,18;0;0;0;0;0;-13,64;0;28,82;"Seminarium w ramach 16 EISC - na zaproszenie senatora Bertranda Auban, przewodniczącego Francuskiej Grupy ds. Przestrzeni Kosmicznej";"43.604652 1.444209 0";1737.6;"<LineString><coordinates>1.444209,43.604652 21.028075,52.225208</coordinates></LineString>"
650;"13-17.04.2014";"AFGANISTAN: Kabul";"AFGANISTAN, Kabul";"Marek Opioła";"PiS";"116/14";0;433,27;0;0;85,85;0;0;0;519,12;"KSS  Wizyta delegacji Komisji do Spraw Służb Specjalnych w Afganistanie";"34.533333 69.166667 0";4258.6;"<LineString><coordinates>69.166667,34.533333 21.028075,52.225208</coordinates></LineString>"
650;"13-17.04.2014";"AFGANISTAN: Kabul";"AFGANISTAN, Kabul";"Elżbieta Radziszewska";"PO";"116/14";0;433,27;0;0;85,85;0;0;0;519,12;"KSS  Wizyta delegacji Komisji do Spraw Służb Specjalnych w Afganistanie";"34.533333 69.166667 0";4258.6;"<LineString><coordinates>69.166667,34.533333 21.028075,52.225208</coordinates></LineString>"
650;"13-17.04.2014";"AFGANISTAN: Kabul";"AFGANISTAN, Kabul";"Zbigniew Sosnowski";"PSL";"116/14";0;433,27;0;0;85,85;0;0;0;519,12;"KSS  Wizyta delegacji Komisji do Spraw Służb Specjalnych w Afganistanie";"34.533333 69.166667 0";4258.6;"<LineString><coordinates>69.166667,34.533333 21.028075,52.225208</coordinates></LineString>"
651;"13-18.04.2014";"MAROKO Rabat, Casablanka";"MAROKO, Rabat";"Witold Waszczykowski";"PiS";"108/14";5069,49;1074,49;3205,91;0;103,02;0;-46,32;0;9499,23;"ZP NATO  Podkomisja ds. Transformacji i Rozwoju";"33.9715904 -6.8498129 0";3006.5;"<LineString><coordinates>-6.8498129,33.9715904 21.028075,52.225208</coordinates></LineString>"
651;"13-18.04.2014";"MAROKO Rabat, Casablanka";"MAROKO, Rabat";"Michał Szczerba";"PO";"108/14";0;0;814,29;0;0;0;-104,97;0;919,26;"ZP NATO  Podkomisja ds. Transformacji i Rozwoju";"33.9715904 -6.8498129 0";3006.5;"<LineString><coordinates>-6.8498129,33.9715904 21.028075,52.225208</coordinates></LineString>"
652;"24-28.04.2014";"MACEDONIA Skopje";"MACEDONIA, Skopje";"Henryk Smolarz";"PSL";"119/14";3026,06;1124,25;1178,14;0;85,85;844,76;-0,08;0;6259,14;"ZP OBWE  Obserwacja wyborów parlamentarnych";"41.9973462 21.4279956 0";1137.8;"<LineString><coordinates>21.4279956,41.9973462 21.028075,52.225208</coordinates></LineString>"
652;"24-28.04.2014";"MACEDONIA Skopje";"MACEDONIA, Skopje";"Michał Szczerba";"PO";"119/14";0;0;0;0;0;0;-52,48;0;52,48;"ZP OBWE  Obserwacja wyborów parlamentarnych";"41.9973462 21.4279956 0";1137.8;"<LineString><coordinates>21.4279956,41.9973462 21.028075,52.225208</coordinates></LineString>"
653;"25-27.04.2014";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Wanda Nowicka";"niez.";"124/14";3305,41;849,97;1400,59;0;25,71;0;0;0;5581,68;"Udział w akcji charytatywnej organizowanej przez Stowarzyszenie 'Hurricane of Hearts'";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
654;"25-28.04.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Ewa Kopacz";"PO";"38/14";3296,47;705,36;3456,96;0;34,28;0;0;0;7493,07;"Uroczystości kanonizacyjne Papieży Jana Pawła II i Jana XXIII";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
655;"26-28.04.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Eugeniusz Tomasz Grzeszczak";"PSL";"126/14";0;222,28;3327,86;0;25,71;0;0;0;3575,85;"Uroczystości kanonizacyjne Papieży Jana Pawła II i Jana XXIII (w składzie delegacji z Prezydentem RP)";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
656;"27-29.04.2014";"SŁOWACJA Bratysława";"SŁOWACJA, Bratysława";"Agnieszka Pomaska";"PO";"123/14";1997,14;361,07;1016,14;0;25,71;0;0;0;3400,06;"SUE  Spotkanie przedstawicieli Komisji do Spraw Unii Europejskiej państw Grupy Wyszehradzkiej V4";"48.1458923 17.1071373 0";532.5;"<LineString><coordinates>17.1071373,48.1458923 21.028075,52.225208</coordinates></LineString>"
656;"27-29.04.2014";"SŁOWACJA Bratysława";"SŁOWACJA, Bratysława";"Witold Klepacz";"TR";"123/14";3489,96;361,07;922,99;0;25,71;0;-1,7;0;4801,43;"SUE  Spotkanie przedstawicieli Komisji do Spraw Unii Europejskiej państw Grupy Wyszehradzkiej V4";"48.1458923 17.1071373 0";532.5;"<LineString><coordinates>17.1071373,48.1458923 21.028075,52.225208</coordinates></LineString>"
656;"27-29.04.2014";"SŁOWACJA Bratysława";"SŁOWACJA, Bratysława";"Andrzej Gałażewski";"PO";"123/14";789,08;361,07;1016,14;0;25,71;0;0;0;2192;"SUE  Spotkanie przedstawicieli Komisji do Spraw Unii Europejskiej państw Grupy Wyszehradzkiej V4";"48.1458923 17.1071373 0";532.5;"<LineString><coordinates>17.1071373,48.1458923 21.028075,52.225208</coordinates></LineString>"
657;"27.04- 1.05.2014";"USA: Waszyngton";"USA, Waszyngton";"Mariusz Orion Jędrysek";"PiS";"120/14";0;341,87;0;0;85,85;0;0;0;427,72;"Konferencja na temat zasobów gazu i bezpieczeństwa energetycznego Eurazji na zaproszenie Rady Atlantyckiej";"38.9071923 -77.0368707 0";7179.5;"<LineString><coordinates>-77.0368707,38.9071923 21.028075,52.225208</coordinates></LineString>"
658;"28-29.04.2014";"BUŁGARIA Sofia";"BUŁGARIA, Sofia";"Jadwiga Zakrzewska";"PO";"122/14";2478,03;365,51;0;0;17,14;0;0;0;2860,68;"Konferencja 'The Future of the Common European Defence'";"42.6977082 23.3218675 0";1073.3;"<LineString><coordinates>23.3218675,42.6977082 21.028075,52.225208</coordinates></LineString>"
659;"1-5.05.2014";"FRANCJA Paryż";"FRANCJA, Paryż";"Jan Dziedziczak";"PiS";"129/14";2460,16;514,46;446,21;0;34,28;0;-80,29;0;3535,4;"LPG Udział w uroczystościach Jubileuszu X-lecia Federacji Polonii Francuskiej";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
659;"1-5.05.2014";"FRANCJA Paryż";"FRANCJA, Paryż";"Adam Kwiatkowski";"PiS";"129/14";2460,16;514,46;446,21;0;34,28;148,74;-45,17;0;3649,02;"LPG Udział w uroczystościach Jubileuszu X-lecia Federacji Polonii Francuskiej";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
660;"10-11.05.2014";"NIEMCY: Akwizgran";"NIEMCY, Akwizgran";"Wojciech Ziemniak";"PO";"130/14";1872,02;671,52;573,57;0;17,14;0;-1,72;0;3135,97;"LPG Udział w Europejskiej Gali Polonii 'Polonicus 2014'";"50.7753455 6.0838868 0";1045.1;"<LineString><coordinates>6.0838868,50.7753455 21.028075,52.225208</coordinates></LineString>"
661;"10-12.05.2014";"MOŁDAWIA Kiszyniów";"MOŁDAWIA, Kiszyniów";"Andrzej Halicki";"PO";"132/14";3911,34;485,95;677,28;0;51,51;0;-0,85;0;5126,93;"ZPRPRM  Uroczystości odsłonięcia popiersia mera Kiszyniowa, premiera spektaklu S. Mrożka i otwarcie wystawy o autorze, spotkania bilateralne w parlamencie i MSZ";"47 28.916667 0";812.0;"<LineString><coordinates>28.916667,47 21.028075,52.225208</coordinates></LineString>"
662;"10-13.05.2014";"RUMUNIA Suczawa, Bukareszt";"RUMUNIA, Suczawa";"Renata Butryn";"PO";"133/14";2519,55;529,2;232,36;0;34,28;0;-3,48;0;3318,87;"Na zaproszenie Rumuńsko-Polskiej Grupy Parlamentarnej";"47.651389 26.255556 0";631.1;"<LineString><coordinates>26.255556,47.651389 21.028075,52.225208</coordinates></LineString>"
662;"10-13.05.2014";"RUMUNIA Suczawa, Bukareszt";"RUMUNIA, Suczawa";"Dariusz Seliga";"PiS";"133/14";2519,55;529,2;232,36;0;34,28;0;-2,08;0;3317,47;"Na zaproszenie Rumuńsko-Polskiej Grupy Parlamentarnej";"47.651389 26.255556 0";631.1;"<LineString><coordinates>26.255556,47.651389 21.028075,52.225208</coordinates></LineString>"
662;"10-13.05.2014";"RUMUNIA Suczawa, Bukareszt";"RUMUNIA, Suczawa";"Bożena Sławiak";"PO";"133/14";2519,55;529,2;232,36;0;34,28;0;-3,48;0;3318,87;"Na zaproszenie Rumuńsko-Polskiej Grupy Parlamentarnej";"47.651389 26.255556 0";631.1;"<LineString><coordinates>26.255556,47.651389 21.028075,52.225208</coordinates></LineString>"
662;"10-13.05.2014";"RUMUNIA Suczawa, Bukareszt";"RUMUNIA, Suczawa";"Jadwiga Zakrzewska";"PO";"133/14";2519,55;529,2;232,36;0;34,28;0;-4,81;0;3320,2;"Na zaproszenie Rumuńsko-Polskiej Grupy Parlamentarnej";"47.651389 26.255556 0";631.1;"<LineString><coordinates>26.255556,47.651389 21.028075,52.225208</coordinates></LineString>"
663;"10-15.05.2014";"FRANCJA Wittelsheim";"FRANCJA, Wittelsheim";"Małgorzata Sekuła- Szmajdzińska";"SLD";"134/14";0;1185,32;0;0;51,42;0;0;0;1236,74;"Na zaproszenie Polonii francuskiej w celu odbycia spotkań z Polonią, zespołem tanecznym 'Orzeł biały', z górnikami 'Kalivie' oraz z władzami miasta Wittelsheim";"47.809194 7.240593 0";1098.4;"<LineString><coordinates>7.240593,47.809194 21.028075,52.225208</coordinates></LineString>"
664;"11-13.05.2014";"GRECJA Ateny";"GRECJA, Ateny";"Maciej Mroczek";"TR";"137/14";3510,55;514,58;1182,94;0;25,71;0;0;0;5233,78;"Na zaproszenie Sekretarza Generalnego Ministerstwa Badań i Technologii rządu Grecji w celu wzięcia udziału w konferencji 'Copernicus Earth Observation Programme'";"37.983917 23.7293599 0";1597.6;"<LineString><coordinates>23.7293599,37.983917 21.028075,52.225208</coordinates></LineString>"
664;"11-13.05.2014";"GRECJA Ateny";"GRECJA, Ateny";"Zbyszek Zaborowski";"SLD";"137/14";3510,55;514,58;1182,94;0;25,71;0;0;0;5233,78;"Na zaproszenie Sekretarza Generalnego Ministerstwa Badań i Technologii rządu Grecji w celu wzięcia udziału w konferencji 'Copernicus Earth Observation Programme'";"37.983917 23.7293599 0";1597.6;"<LineString><coordinates>23.7293599,37.983917 21.028075,52.225208</coordinates></LineString>"
665;"11-14.05.2014";"CYPR Nikozja";"CYPR, Nikozja";"Zbigniew Girzyński";"PiS";"131/14";2753,39;525,57;1079,41;0;34,28;0;0;0;4392,65;"ZPRE  Komisja ds. Społecznych, Zdrowia i Zrównoważonego Rozwoju";"35.166667 33.366667 0";2133.9;"<LineString><coordinates>33.366667,35.166667 21.028075,52.225208</coordinates></LineString>"
665;"11-14.05.2014";"CYPR Nikozja";"CYPR, Nikozja";"Iwona Guzowska";"PO";"131/14";263,76;0;0;0;0;0;0;0;263,76;"ZPRE  Komisja ds. Społecznych, Zdrowia i Zrównoważonego Rozwoju";"35.166667 33.366667 0";2133.9;"<LineString><coordinates>33.366667,35.166667 21.028075,52.225208</coordinates></LineString>"
666;"14-16.05.2014";"SZWAJCARIA Genewa";"SZWAJCARIA, Genewa";"Jarosław Katulski";"PO";"139/14";2212,46;1277,08;1769,11;0;51,51;0;0;0;5310,16;"ZDR  Zapoznanie się z działalnością Światowej Organizacji Zdrowia, na zaproszenie Ambasadora RP przy Biurze Narodów Zjednoczonych w Genewie";"46.1983922 6.1422961 0";1268.6;"<LineString><coordinates>6.1422961,46.1983922 21.028075,52.225208</coordinates></LineString>"
666;"14-16.05.2014";"SZWAJCARIA Genewa";"SZWAJCARIA, Genewa";"Tomasz Latos";"PiS";"139/14";2212,46;1277,08;1769,11;0;51,51;0;0;0;5310,16;"ZDR  Zapoznanie się z działalnością Światowej Organizacji Zdrowia, na zaproszenie Ambasadora RP przy Biurze Narodów Zjednoczonych w Genewie";"46.1983922 6.1422961 0";1268.6;"<LineString><coordinates>6.1422961,46.1983922 21.028075,52.225208</coordinates></LineString>"
666;"14-16.05.2014";"SZWAJCARIA Genewa";"SZWAJCARIA, Genewa";"Beata Małecka-Libera";"PO";"139/14";2212,46;1277,08;1769,11;0;51,51;0;0;0;5310,16;"ZDR  Zapoznanie się z działalnością Światowej Organizacji Zdrowia, na zaproszenie Ambasadora RP przy Biurze Narodów Zjednoczonych w Genewie";"46.1983922 6.1422961 0";1268.6;"<LineString><coordinates>6.1422961,46.1983922 21.028075,52.225208</coordinates></LineString>"
666;"14-16.05.2014";"SZWAJCARIA Genewa";"SZWAJCARIA, Genewa";"Maciej Orzechowski";"PO";"139/14";2386,25;1277,08;1769,11;0;51,51;0;0;0;5483,95;"ZDR  Zapoznanie się z działalnością Światowej Organizacji Zdrowia, na zaproszenie Ambasadora RP przy Biurze Narodów Zjednoczonych w Genewie";"46.1983922 6.1422961 0";1268.6;"<LineString><coordinates>6.1422961,46.1983922 21.028075,52.225208</coordinates></LineString>"
667;"16-19.05.2014";"WŁOCHY: Monte Cassino";"WŁOCHY, Monte Cassino";"Ligia Krajewska";"PO";"143/14";0;0;0;0;0;0;0;0;0;"Uroczystości obchodów 70 rocznicy bitwy pod Monte Cassino";"46.1195776 8.2863017 0";1145.9;"<LineString><coordinates>8.2863017,46.1195776 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Jan Dziedziczak";"PiS";"142/14";0;88,75;0;0;17,14;0;0;0;105,89;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Joanna Fabisiak";"PO";"142/14";0;88,75;0;0;17,14;0;0;0;105,89;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Jacek Falfus";"PiS";"142/14";0;88,75;0;0;17,14;0;0;0;105,89;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Cezary Grabarczyk";"PO";"142/14";0;88,75;0;0;17,14;0;0;0;105,89;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Rafał Grupiński";"PO";"142/14";0;88,75;0;0;17,14;0;0;0;105,89;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Michał Jaros";"PO";"142/14";0;88,75;0;0;17,14;0;0;0;105,89;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Stefan Niesiołowski";"PO";"142/14";0;88,76;0;0;17,14;0;0;0;105,9;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Ireneusz Raś";"PO";"142/14";0;88,76;0;0;17,14;0;0;0;105,9;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Robert Tyszkiewicz";"PO";"142/14";0;88,76;0;0;17,14;0;0;0;105,9;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
668;"17-18.05.2014";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Stanisław Wziątek";"SLD";"142/14";0;88,76;0;0;17,14;0;0;0;105,9;"W składzie delegacji z Premierem RP na czele udział w uroczystych obchodach 70 rocznicy bitwy o Monte Cassino";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
669;"20-23.05.2014";"KAZACHSTAN Astana";"KAZACHSTAN, Astana";"Grzegorz Napieralski";"SLD";"135/14";6909,59;817,7;1060,51;0;68,68;0;-4,78;0;8861,26;"Udział w VII Astana Economic Forum oraz w II World Anti-Crisis Conference";"51.166667 71.433333 0";3405.5;"<LineString><coordinates>71.433333,51.166667 21.028075,52.225208</coordinates></LineString>"
