nrk;teryt;nro;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw;lwug15;lkw15;lkwzu15;lgnw15;lgw15;freq15;pgnw15;dup.addr
11142;50733;80908;3;Świetlica wiejska w Głuchowie 66-132 Głuchów;468;61;61;13;48;13.03;21.31;480;145;145;16;129;30.21;11.03;Świetlica wiejska w Głuchowie|Głuchów| |66-132 Trzebiechów
11165;50763;81003;1;Zespół Szkół 68-113 Brzeźnica ul.Zielonogórska 26;1069;232;232;14;218;21.7;6.03;1061;453;453;36;417;42.7;7.95;Zespół Szkół|Brzeźnica|ul.Zielonogórska 26 |68-113 Brzeźnica
11173;50771;81004;5;Świetlica wiejska 68-120 Konin Żagański 29a;553;86;86;9;77;15.55;10.47;553;193;193;19;174;34.9;9.84;Świetlica wiejska|Konin Żagański| 29a |68-120 Iłowa
11174;50772;81004;6;Szkoła Podstawowa 68-120 Szczepanów 39a;676;65;65;6;59;9.62;9.23;685;205;205;15;190;29.93;7.32;Szkoła Podstawowa|Szczepanów| 39a |68-120 Iłowa
11238;50833;81105;4;Świetlica wiejska 68-213 Pietrzyków;396;52;52;6;46;13.13;11.54;400;110;110;11;99;27.5;10;Świetlica wiejska|Pietrzyków| |68-213 Lipinki Łużyckie
11256;50849;81108;2;Świetlica wiejska 68-212 Dębinka;389;53;53;5;48;13.62;9.43;377;117;117;8;109;31.03;6.84;Świetlica wiejska|Dębinka| |68-212 Trzebiel
11257;50850;81108;3;Szkoła Podstawowa 68-210 Niwica 17;945;92;92;10;82;9.74;10.87;949;269;269;22;247;28.35;8.18;Szkoła Podstawowa|Niwica| 17 |68-210 Nowe Czaple
11258;50851;81108;4;Szkoła Podstawowa 68-210 Nowe Czaple ul. Kopalniana;958;135;135;17;118;14.09;12.59;938;328;328;20;308;34.97;6.1;Szkoła Podstawowa|Nowe Czaple|ul. Kopalniana |68-210 Nowe Czaple
11261;50854;81109;2;Budynek po byłej szkole 68-300 Drzeniów 22;657;88;88;6;82;13.39;6.82;658;179;179;17;162;27.2;9.5;Budynek po byłej szkole|Drzeniów| 22 |68-300 Lubsko
11284;50877;81202;3;Szkoła Podstawowa 67-407 Jędrzychowice;717;84;84;10;74;11.72;11.9;730;233;233;23;210;31.92;9.87;Szkoła Podstawowa Jędrzychowice|Jędrzychowice| |67-407 Szlichtyngowa
11296;50889;81203;11;Szkoła Podstawowa 67-400 Osowa Sień 45;851;81;81;7;74;9.52;8.64;842;298;298;20;278;35.39;6.71;Szkoła Podstawowa|Osowa Sień| 45 f |67-400 Wschowa
11301;90393;81203;16;Nowy Szpital Sp. z o.o. 67-400 Wschowa ul. Księdza Kostki 33;79;23;23;2;21;29.11;8.7;82;24;24;3;21;29.27;12.5;Szpital Miejski Wschowa|Wschowa|Księdza Kostki 33 |67-400 Wschowa
11365;90394;86101;64;Wielospecjalistyczny Szpital Wojewódzki w Gorzowie Wlkp. Sp. z o.o. Zespół Szpitalny przy ulicy Walczaka 66-400 Gorzów Wielkopolski ul. Walczaka nr 42;332;41;41;3;38;12.35;7.32;333;91;91;13;78;27.33;14.29;Wielospecjalistyczny Szpital Wojewódzki w Gorzowie Wlkp. Sp. z o.o. Zespół Szpitalny przy ulicy Walczaka|Gorzów Wielkopolski|Walczaka 42 |66-400 Gorzów Wlkp.
11462;90403;100101;27;Szpital Wojewódzki im. Jana Pawła II 97-400 Bełchatów ul. Czapliniecka 123;383;68;68;9;59;17.75;13.24;423;187;187;17;170;44.21;9.09;Szpital Wojewódzki im. Jana Pawła II|Bełchatów|Czapliniecka 123 |97-400 Bełchatów
11486;51067;100106;1;Urząd Gminy w Ruścu 97-438 Rusiec ul. Wieluńska 35;982;278;278;32;246;28.31;11.51;987;561;561;46;515;56.84;8.2;Urząd Gminy w Ruścu|Rusiec|ul. Wieluńska 35 |97-438 Rusiec
11533;51109;100202;1;Gminny Ośrodek Kultury 99-311 Bedlno 28A;1253;195;195;17;178;15.56;8.72;1234;472;472;33;439;38.25;6.99;Gminny Ośrodek Kultury w Bedlnie|Bedlno| 28A |99-311 Bedlno
11546;51120;100204;6;Katolicka Szkoła Podstawowa z Oddziałami Przedszkolnymi im. bł. Jana Pawła II 99-340 Zalesie;567;47;47;3;44;8.29;6.38;567;229;229;14;215;40.39;6.11;Katolicka Szkoła Podstawowa z Oddziałami Przedszkolnymi im. św. Jana Pawła II w Zalesiu|Zalesie| |99-340 Krośniewice
11547;51121;100204;7;Szkoła Podstawowa Fundacji „Elementarz” z Oddziałem Przedszkolnym 99-340 Jankowice;503;39;39;4;35;7.75;10.26;502;162;162;17;145;32.27;10.49;Szkoła Podstawowa Fundacji Elementarz z Oddziałem Przedszkolnym w Jankowicach|Jankowice| |99-340 Krośniewice
11548;51122;100204;8;Szkoła Podstawowa im. gen. Władysława Andersa 99-340 Nowe;991;108;108;10;98;10.9;9.26;983;335;335;28;307;34.08;8.36;Szkoła Podstawowa im. gen. Władysława Andersa w Nowem|Nowe| |99-340 Krośniewice
11568;51141;100208;4;Budynek po Szkole Podstawowej 99-350 Wola Pierowa 28;379;46;46;6;40;12.14;13.04;370;125;125;10;115;33.78;8;Budynek po Szkole Podstawowej|Wola Pierowa| 28 |99-350 Ostrowy
11634;90414;100401;10;Zespół Opieki Zdrowotnej 99-100 Łęczyca Zachodnia 6;143;17;17;2;15;11.89;11.76;175;26;26;2;24;14.86;7.69;Zespół Opieki Zdrowotnej|Łęczyca|ul. Zachodnia 6 |99-100 Łęczyca
11656;51224;100405;5;Budynek po byłej szkole podstawowej 99-100 Janków 8;427;38;38;3;35;8.9;7.89;419;135;135;11;124;32.22;8.15;Budynek po byłej szkole podstawowej|Janków| 8 |99-100 Łęczyca
11666;51233;100407;1;Sala OSP 99-140 Chwalborzyce 10a;559;94;94;7;87;16.82;7.45;547;205;205;18;187;37.48;8.78;Sala OSP|Chwalborzyce| 10a |99-140 Świnice Warckie
11670;51237;100408;1;Budynek byłej Szkoły Podstawowej 99-335 Kuchary 51;508;74;74;5;69;14.57;6.76;518;172;172;14;158;33.2;8.14;Budynek byłej Szkoły Podstawowej w Kucharach|Kuchary| 51 |99-335 Witonia
11672;51239;100408;3;Świetlica OSP 99-335 Anusin 29;411;76;76;6;70;18.49;7.89;406;179;179;13;166;44.09;7.26;Świetlica OSP w Anusinie|Anusin| 29 |99-335 Witonia
11704;90422;100502;8;Oddział Fizjoterapii i Rehabilitacji w Stanisławowie Szpitala Zespolu Opieki Zdrowotnej w Łowiczu 99-423 Rulice Rulice 31;43;39;39;7;32;90.7;17.95;31;30;30;4;26;96.77;13.33;Oddział Fizjoterapii i Rehabilitacji w Stanisławowie Szpitala Zespołu Opieki Zdrowotnej w Łowiczu|Rulice| 31 |99-423 Bielawy
11732;51295;100508;8;Strażnica OSP 99-418 Polesie 66A;551;79;79;5;74;14.34;6.33;548;253;253;17;236;46.17;6.72;Strażnica OSP w Polesiu|Polesie| 66A |99-418 Bełchów
11870;51428;100705;4;Budynek świetlicy wiejskiej w Stawowicach 26-333 Stawowice 39;588;142;142;15;127;24.15;10.56;586;291;291;21;270;49.66;7.22;Budynek świetlicy wiejskiej w Stawowicach|Stawowice| 39 |26-333 Paradyż
11888;51446;100708;6;Dom Ludowy w Soczówkach 26-330 Soczówki 71A;562;77;77;6;71;13.7;7.79;560;218;218;14;204;38.93;6.42;Dom Ludowy w Soczówkach|Soczówki| 71A |26-330 Żarnów
12034;51584;101003;6;Szkoła Podstawowa w Gościnnej 97-350 Gościnna 29B;516;68;68;5;63;13.18;7.35;511;239;239;18;221;46.77;7.53;Szkoła Podstawowa w Gościnnej|Gościnna| 29B |97-350 Gorzkowice
12055;90436;101006;9;HELP-MED Sp. z o.o. Zakład Opiekuńczo-Leczniczy i Rehabilitacyjny 97-310 Raciborowice 66;114;56;56;4;52;49.12;7.14;93;48;48;3;45;51.61;6.25;HELP-MED Sp. z o.o. Zakład Opiekuńczo-Leczniczy i Rehabilitacyjny|Raciborowice| 66 |97-310 Moszczenica
12082;51630;101010;3;Szkoła Podstawowa 97-371 Parzniewice 31;1207;139;139;9;130;11.52;6.47;1216;505;505;32;473;41.53;6.34;Szkoła Podstawowa|Parzniewice| 31 |97-371 Wola Krzysztoporska
12117;51665;101103;14;Budynek byłej Szkoły Podstawowej w Lipnicy 99-200 Lipnica 22A;701;84;84;6;78;11.98;7.14;697;229;229;14;215;32.86;6.11;Budynek byłej Szkoły Podstawowej w Lipnicy|Lipnica| 22A |99-200 Poddębice
12143;51688;101106;5;Sala OSP w Wierzchach 99-232 Wierzchy 56;745;151;151;13;138;20.27;8.61;739;297;297;19;278;40.19;6.4;Sala OSP w Wierzchach|Wierzchy| 56 |99-232 Zadzim
12182;51725;101204;5;Zespół Szkolno-Przedszkolny w Chrzanowicach 97-545 Chrzanowice ul. Włodzimierza Łuckiego 16;903;225;225;15;210;24.92;6.67;908;464;464;28;436;51.1;6.03;Zespół Szkolno-Przedszkolny w Chrzanowicach|Chrzanowice|ul. Włodzimierza Łuckiego 18 |97-545 Gomunice
12186;51729;101205;4;Świetlica Wiejska 97-360 Gałkowice Stare 58;665;83;83;5;78;12.48;6.02;659;232;232;19;213;35.2;8.19;Świetlica Wiejska|Gałkowice Stare| 58 |97-360 Kamieńsk
12198;51741;101208;1;Urząd Gminy w Lgocie Wielkiej 97-565 Lgota Wielka ul. Radomszczańska 60;1447;255;255;16;239;17.62;6.27;1450;688;688;42;646;47.45;6.1;Urząd Gminy w Lgocie Wielkiej|Lgota Wielka|ul. Radomszczańska 60 |97-565 Lgota Wielka
12199;51742;101208;2;Publiczna Szkoła Podstawowa w Woli Blakowej 97-565 Wola Blakowa 39;1032;115;115;16;99;11.14;13.91;1048;394;394;27;367;37.6;6.85;Publiczna Szkoła Podstawowa w Woli Blakowej|Wola Blakowa| 39 |97-565 Lgota Wielka
12211;51753;101211;1;Zespół Szkolno-Gimnazjalny 97-570 Przedbórz ul. Mostowa 37 A;1437;261;261;23;238;18.16;8.81;1441;593;593;41;552;41.15;6.91;Zespół Szkolno - Gimnazjalny|Przedbórz|ul.Mostowa 37 A |97-570 Przedbórz
12302;51837;101403;2;Publiczna Szkoła Podstawowa SPSK w Chajewie 98-277 Chajew 44;451;57;57;6;51;12.64;10.53;450;204;204;14;190;45.33;6.86;Publiczna Szkoła Podstawowa SPSK w Chajewie|Chajew| 44 |98-277 Brąszewice
12313;51848;101405;4;Remiza OSP w Szczawnie 98-260 Szczawno 8a;382;55;55;9;46;14.4;16.36;386;165;165;10;155;42.75;6.06;Remiza OSP w Szczawnie|Szczawno| 8a |98-260 Burzenin
12318;51853;101406;3;Szkoła Podstawowa w Chlewie 98-215 Chlewo 51A;911;120;120;11;109;13.17;9.17;903;319;319;26;293;35.33;8.15;Zespół Szkół w Chlewie|Chlewo| 51A |98-215 Goszczanów
12323;51858;101407;2;Gminny Ośrodek Kultury w Klonowej 98-273 Klonowa ul. Czajkowska 1b;652;114;114;9;105;17.48;7.89;633;282;282;17;265;44.55;6.03;Gminny Ośrodek Kultury w Klonowej|Klonowa|ul. Czajkowska 1b |98-273 Klonowa
12352;51886;101411;5;Środowiskowy Dom Samopomocy w Grójcu Wielkim 98-270 Grójec Wielki 24;440;62;62;4;58;14.09;6.45;428;136;136;12;124;31.78;8.82;Środowiskowy Dom Samopomocy w Grójcu Wielkim|Grójec Wielki| 24 |98-270 Złoczew
12445;90457;101607;5;Dom Opieki „Zacisze” 97-221 Łaznowska Wola Południowa 29;85;27;27;2;25;31.76;7.41;88;16;16;4;12;18.18;25;Dom opieki Zacisze w Łaznowskiej Woli|Łaznowska Wola|Południowa 29 |97-221 Rokiciny
12470;51999;101611;4;Dom Ludowy w Naropnej 97-226 Naropna 1;475;101;101;8;93;21.26;7.92;473;225;225;16;209;47.57;7.11;Dom Ludowy w Naropnej|Naropna| 1 |97-226 Żelechlinek
12476;52005;101701;6;Publiczna Szkoła Podstawowa w Młynisku 98-350 Młynisko 39;603;87;87;7;80;14.43;8.05;597;248;248;15;233;41.54;6.05;Publiczna Szkoła Podstawowa w Młynisku|Młynisko| 39 |98-350 Biała
12489;52018;101704;2;Świetlica Wiejska w Chotowie 98-345 Chotów Chotów 94b;393;73;73;6;67;18.58;8.22;403;191;191;13;178;47.39;6.81;Świetlica Wiejska w Chotowie|Chotów| 94b |98-345 Mokrsko
12547;52074;101710;5;Szkoła Podstawowa w Łaszewie 98-324 Łaszew Szkolna 48;512;95;95;6;89;18.55;6.32;509;208;208;15;193;40.86;7.21;Szkoła Podstawowa w Łaszewie|Łaszew|Szkolna 12 |98-324 Wierzchlas
12553;52080;101801;4;Szkoła Podstawowa w Żdżarach 98-430 Żdżary 123;741;160;160;14;146;21.59;8.75;739;317;317;20;297;42.9;6.31;Szkoła Podstawowa w Żdżarach|Żdżary| 123 |98-430 Bolesławiec
12723;52238;102006;6;Budynek komunalny-świetlica środowiskowa 95-035 Skromnica 22;356;98;98;8;90;27.53;8.16;373;198;198;14;184;53.08;7.07;Budynek komunalny-świetlica środowiskowa|Skromnica| 22 |95-035 Ozorków
12730;52245;102007;6;Budynek Ochotniczej Straży Pożarnej w Śliwnikach 95-045 Śliwniki Nr 3;190;64;64;4;60;33.68;6.25;191;90;90;7;83;47.12;7.78;Budynek Ochotniczej Straży Pożarnej w Śliwnikach|Śliwniki| Nr 3 |95-045 Parzęczew
13325;52793;120105;3;Dom Kultury w Sobolowie 32-742 Sobolów 97;1122;319;319;30;289;28.43;9.4;1130;607;607;52;555;53.72;8.57;Dom Kultury w Sobolowie|Sobolów| 97 |32-742 Sobolów
13327;52795;120105;5;Publiczna Szkoła Podstawowa w Grabiu 32-740 Grabie 60;832;165;165;11;154;19.83;6.67;856;414;414;27;387;48.36;6.52;Publiczna Szkoła Podstawowa w Grabiu|Grabie| 60 |32-740 Łapanów
13334;52802;120106;7;Szkoła Podstawowa 32-720 Chronów 173;372;86;86;7;79;23.12;8.14;361;177;177;14;163;49.03;7.91;Szkoła Podstawowa|Chronów| 173 |32-720 Nowy Wiśnicz
13414;52878;120206;3;Publiczna Szkoła Podstawowa w Kątach 32-862 Kąty 21;1369;279;279;20;259;20.38;7.17;1363;708;708;44;664;51.94;6.21;Publiczna Szkoła Podstawowa w Kątach im. gen.Marcina Kątskiego|Kąty| 21 |32-862 Porąbka Iwkowska
13416;52880;120207;1;Ochotnicza Straż Pożarna w Górce 32-820 Górka 67A;400;51;51;4;47;12.75;7.84;394;121;121;9;112;30.71;7.44;Ochotnicza Straż Pożarna w Górce|Górka| 67A |32-820 Szczurowa
13420;52884;120207;5;Publiczna Szkoła Podstawowa w Woli Przemykowskiej 32-821 Wola Przemykowska 102;689;139;139;9;130;20.17;6.47;677;297;297;18;279;43.87;6.06;Publiczna Szkoła Podstawowa w Woli Przemykowskiej|Wola Przemykowska| 102 |32-821 Zaborów
13464;52928;120303;21;Centrum Usług Socjalnych w Chrzanowie 32-500 Chrzanów ul. Kolonia Stella 11;571;78;78;7;71;13.66;8.97;579;244;244;15;229;42.14;6.15;Centrum Usług Socjalnych w Chrzanowie|Chrzanów|ul. Kolonia Stella 11 |32-500 Chrzanów
13484;52945;120304;10;Miejska Biblioteka Publiczna w Libiążu 32-590 Libiąż ul. Górnicza 11;1034;203;203;16;187;19.63;7.88;1006;488;488;30;458;48.51;6.15;Miejska Biblioteka Publiczna w Libiążu|Libiąż|ul. Górnicza 11 |32-590 Libiąż
13530;52990;120402;13;Filia Publicznej Szkoły Podstawowej 33-202 Sutków 86;329;43;43;3;40;13.07;6.98;340;144;144;10;134;42.35;6.94;Filia Publicznej Szkoły Podstawowej|Sutków| 88 |33-202 Smęgorzów
13567;53024;120407;7;Zespół Szkolno-Przedszkolny w Słupcu 33-230 Słupiec 27;858;165;165;17;148;19.23;10.3;851;376;376;26;350;44.18;6.91;Zespół Szkolno-Przedszkolny w Słupcu|Słupiec| 27 |33-230 Szczucin
13612;53066;120503;8;Remiza OSP 38-350 Bobowa ul. Węgierska 17;416;75;75;9;66;18.03;12;420;192;192;16;176;45.71;8.33;Remiza OSP|Bobowa|ul. Węgierska 17 |38-350 Bobowa
13653;53107;120509;6;Szkoła Podstawowa 38-307 Krzywa 15;158;30;30;2;28;18.99;6.67;154;42;42;4;38;27.27;9.52;Szkoła Podstawowa|Krzywa| 15 |38-307 Sękowa
13661;53115;120510;8;Szkoła Podstawowa 38-315 Banica 24;362;81;81;5;76;22.38;6.17;360;134;134;12;122;37.22;8.96;Szkoła Podstawowa|Banica| 24 |38-315 Uście Gorlickie
13662;53116;120510;9;Szkoła Podstawowa 38-316 Hańczowa 96;439;98;98;7;91;22.32;7.14;459;187;187;14;173;40.74;7.49;Szkoła Podstawowa|Hańczowa| 96 |38-316 Wysowa-Zdrój
13663;53117;120510;10;Świetlica Wiejska 38-315 Kwiatoń 34;309;51;51;4;47;16.5;7.84;310;124;124;11;113;40;8.87;Świetlica Wiejska|Kwiatoń| 34 |38-315 Uście Gorlickie
13682;53136;120602;7;Budynek Domu Ludowego w Stręgoborzycach 32-125 Stręgoborzyce;518;49;49;3;46;9.46;6.12;512;184;184;18;166;35.94;9.78;Budynek Domu Ludowego w Stręgoborzycach|Stręgoborzyce| |32-125 Wawrzeńczyce
13696;53150;120604;8;Budynek Wielofunkcyjny w Racławicach 32-049 Racławice 54a;1213;190;190;15;175;15.66;7.89;1235;567;567;45;522;45.91;7.94;Budynek Wielofunkcyjny w Racławicach|Racławice| 54a |32-049 Przeginia
13703;53157;120605;7;Szkoła Podstawowa w Karniowie - Szkolny Punkt Filialny w Czulicach 32-010 Czulice 50;809;117;117;11;106;14.46;9.4;820;379;379;30;349;46.22;7.92;Szkoła Podstawowa w Karniowie - Szkolny Punkt Filialny w Czulicach|Czulice| 50 |32-010 Luborzyca
13830;53281;120616;13;świetlica OSP Radwanowice 32-064 Radwanowice 21 Lipca 56;532;181;181;11;170;34.02;6.08;526;327;327;34;293;62.17;10.4;Świetlica OSP Radwanowice|Radwanowice|21 Lipca 56 |32-064 Rudawa
13886;90541;120704;8;Niepubliczny Zakład Opieki Zdrowotnej Szpital pw. Św. Jana Jerozolimskiego 34-623 Szczyrzyc 107;52;12;12;2;10;23.08;16.67;44;23;23;2;21;52.27;8.7;Szpital pw. św. Jana Jerozolimskiego|Szczyrzyc| 107 |34-620 Szczyrzyc
13905;53351;120707;5;Szkoła Podstawowa nr 2 34-600 Siekierczyna 326;470;134;134;12;122;28.51;8.96;463;261;261;22;239;56.37;8.43;Szkoła Podstawowa Nr 2|Siekierczyna| 326 |34-600 Limanowa
13913;53359;120707;13;Dom Ludowy 34-652 Nowe Rybie 157;528;114;114;10;104;21.59;8.77;535;257;257;21;236;48.04;8.17;Dom Ludowy|Nowe Rybie| 157 |34-652 Nowe Rybie
13970;53413;120803;2;Centrum Kształcenia na Odległość w Kamionce 32-241 Kamionka 90A;349;74;74;8;66;21.2;10.81;339;148;148;9;139;43.66;6.08;Centrum Kształcenia na Odległość w Kamionce|Kamionka| 90A |32-241 Kozłów
13971;53414;120803;3;Szkoła Podstawowa nr 1 w Kozłowie Filia w Kępiu 32-241 Kępie 16;409;57;57;4;53;13.94;7.02;413;133;133;12;121;32.2;9.02;Remiza OSP w Kępiu|Kępie| 164a |32-241 Kozłów
14103;53536;121001;4;Caritas Diecezji Tarnowskiej - Zakład Opiekuńczo-Leczniczy 33-330 Grybów ul. Rynek 10;29;15;15;1;14;51.72;6.67;19;15;15;1;14;78.95;6.67;Zakład Opiekuńczo-Leczniczy Caritas|Grybów|ul. Rynek 10 |33-330 Grybów
14127;53560;121003;2;Szkoła Podstawowa 33-316 Roztoka-Brzeziny 211;932;169;169;12;157;18.13;7.1;925;419;419;36;383;45.3;8.59;Szkoła Podstawowa|Roztoka-Brzeziny| 211 |33-316 Rożnów
14177;53609;121007;13;Zespół Szkolno-Przedszkolny, Szkoła Podstawowa 33-383 Muszynka 16;349;67;67;11;56;19.2;16.42;343;129;129;11;118;37.61;8.53;Zespół Szkolno-Przedszkolny, Szkoła Podstawowa|Muszynka| 16 |33-383 Tylicz
14180;53612;121007;16;Samorządowe Centrum Edukacji Szkolnej w Bereście, Publiczne Gimanzjum w Bereście, Oddział Zamiejscowy 33-380 Piorunka 20;277;32;32;5;27;11.55;15.62;285;83;83;6;77;29.12;7.23;Dom Kultury|Piorunka| 63 |33-380 Krynica-Zdrój
14194;53625;121009;7;Zespół Szkolno-Gimnazjalny 33-390 Łącko 284;1308;377;377;23;354;28.82;6.1;1329;718;718;44;674;54.03;6.13;Zespół Szkolno-Gimnazjalny|Łącko| 284 |33-390 Łącko
14218;53649;121011;12;Świetlica 33-370 Leluchów 14;175;31;31;5;26;17.71;16.13;176;67;67;6;61;38.07;8.96;Świetlica|Leluchów| 14 |33-370 Muszyna
14262;53692;121016;12;Szkoła Podstawowa 33-340 Popowice 115;479;131;131;9;122;27.35;6.87;475;233;233;23;210;49.05;9.87;Szkoła Podstawowa|Popowice| 115 |33-340 Stary Sącz
14289;53718;121102;2;Szkoła Podstawowa 34-460 Szlachtowa ul. Jana Pawła II 25;671;108;108;10;98;16.1;9.26;672;272;272;18;254;40.48;6.62;Szkoła Podstawowa|Szlachtowa|ul. Jana Pawła II 25 |34-460 Szczawnica
14299;53728;121103;6;Szkoła Podstawowa 34-408 Dział 9;405;66;66;4;62;16.3;6.06;404;119;119;12;107;29.46;10.08;Szkoła Podstawowa|Dział| 9 |34-408 Odrowąż
14337;53766;121106;3;Gimnazjum Publiczne 34-450 Krościenko nad Dunajcem ul. Biały Potok 1;766;161;161;14;147;21.02;8.7;762;372;372;36;336;48.82;9.68;Gimnazjum Publiczne|Krościenko nad Dunajcem|ul. Biały Potok 1 |34-450 Krościenko nad Dunajcem
14340;53769;121106;6;Szkoła Podstawowa 34-450 Krośnica ul. Ojca Leona 1;820;149;149;12;137;18.17;8.05;820;386;386;25;361;47.07;6.48;Szkoła Podstawowa|Krośnica|ul. Ojca Leona 1 |34-450 Krościenko nad Dunajcem
14355;53784;121109;1;Szkoła Podstawowa 34-434 Dębno ul. Szkolna 3;651;251;251;18;233;38.56;7.17;644;301;301;22;279;46.74;7.31;Szkoła Podstawowa|Dębno|ul. Szkolna 3 |34-434 Dębno
14387;53816;121111;7;Remiza OSP 34-721 Bukowina-Osiedle 28C;187;46;46;6;40;24.6;13.04;191;96;96;8;88;50.26;8.33;Remiza OSP|Bukowina-Osiedle| 28C |34-721 Raba Wyżna
14605;54021;121309;7;Szkoła Podstawowa w Łowiczkach 32-640 Łowiczki 1;406;50;50;4;46;12.32;8;407;186;186;13;173;45.7;6.99;Szkoła Podstawowa w Łowiczkach|Łowiczki| 1 |32-640 Zator
14607;54023;121309;9;Szkoła Podstawowa w Smolicach 32-640 Smolice 2;531;72;72;8;64;13.56;11.11;534;260;260;17;243;48.69;6.54;Szkoła Podstawowa w Smolicach|Smolice| 2 |32-640 Zator
14649;54062;121406;3;Szkoła Podstawowa w Zielenicach 32-107 Zielenice 1;490;94;94;6;88;19.18;6.38;486;213;213;15;198;43.83;7.04;Szkoła Podstawowa w Zielenicach|Zielenice| 1 |32-107 Radziemice
14650;54063;121406;4;Środowiskowy Dom Samopomocy we Wrocimowicach 32-107 Wrocimowice 4;378;75;75;9;66;19.84;12;381;162;162;10;152;42.52;6.17;Środowiskowy Dom Samopomocy we Wrocimowicach|Wrocimowice| 4 |32-107 Radziemice
14664;54076;121503;4;Szkoła Podstawowa 34-211 Baczyn 100;683;115;115;8;107;16.84;6.96;704;352;352;24;328;50;6.82;Szkoła Podstawowa|Baczyn| 100 |34-211 Budzów
14687;90578;121506;10;Zakład Długoterminowej Opieki Medycznej 34-220 Maków Podhalański ul. Mickiewicza 7;151;22;22;2;20;14.57;9.09;146;45;45;3;42;30.82;6.67;Zakład Długoterminowej Opieki Medycznej|Maków Podhalański|ul. Mickiewicza 7 |34-220 Maków Podhalański
14688;90579;121506;11;Szpital 34-220 Maków Podhalański Al. Kasztanowa 17;97;12;12;1;11;12.37;8.33;94;22;22;4;18;23.4;18.18;Szpital|Maków Podhalański|Al. Kasztanowa 17 |34-220 Maków Podhalański
14700;54108;121508;3;Szkoła Podstawowa Nr 4 w Zawoi Przysłop 34-222 Zawoja 886;247;36;36;3;33;14.57;8.33;262;144;144;10;134;54.96;6.94;Szkoła Podstawowa Nr 4 w Zawoi Przysłop|Zawoja| 886 |34-222 Zawoja
14709;54117;121509;4;Szkoła Podstawowa 34-210 Śleszowice 166a;675;134;134;9;125;19.85;6.72;687;397;397;24;373;57.79;6.05;Szkoła Podstawowa|Śleszowice| 166A |34-210 Zembrzyce
14736;54144;121604;2;Filia Centrum Kultury Sportu i Promocji Gminy Pleśna w Janowicach 33-115 Janowice 128A;947;184;184;21;163;19.43;11.41;943;413;413;25;388;43.8;6.05;Filia Centrum Kultury Sportu i Promocji Gminy Pleśna w Janowicach|Janowice| 128A |33-115 Janowice
14743;54151;121604;9;Szkoła Podstawowa w Rychwałdzie 33-171 Rychwałd 120;522;114;114;7;107;21.84;6.14;517;243;243;18;225;47;7.41;Szkoła Podstawowa w Rychwałdzie|Rychwałd| 120 |33-171 Pleśna
14778;54186;121609;2;Remiza OSP w Białej 33-102 Biała 25;402;106;106;9;97;26.37;8.49;398;204;204;14;190;51.26;6.86;Szkoła Podstawowa w Zgłobicach, Filia w Białej|Biała| 26 |33-102 Tarnów
14801;54208;121610;1;Publiczna Szkoła Podstawowa 33-170 Buchcice 41;537;93;93;11;82;17.32;11.83;530;249;249;17;232;46.98;6.83;Publiczna Szkoła Podstawowa|Buchcice| 41 |33-170 Tuchów
14811;54218;121610;11;Publiczna Szkoła Podstawowa 33-170 Meszna Opacka 110;418;83;83;5;78;19.86;6.02;415;173;173;12;161;41.69;6.94;Publiczna Szkoła Podstawowa|Meszna Opacka| 110 |33-170 Tuchów
14826;54232;121612;2;Szkoła Podstawowa w Demblinie 33-270 Demblin 119;396;91;91;11;80;22.98;12.09;399;179;179;14;165;44.86;7.82;Dom Ludowy w Demblinie|Demblin| 96 |33-270 Wietrzychowice
14827;54233;121612;3;Dom Ludowy w Wietrzychowicach 33-270 Wietrzychowice 19;1674;305;305;29;276;18.22;9.51;1641;680;680;42;638;41.44;6.18;Dom Ludowy w Wietrzychowicach|Wietrzychowice| 19 |33-270 Wietrzychowice
14845;54250;121614;5;Szkoła Podstawowa w Stróżach 32-840 Stróże 88;1143;258;258;19;239;22.57;7.36;1134;575;575;39;536;50.71;6.78;Szkoła Podstawowa|Stróże| 88 |32-840 Zakliczyn
14848;54253;121614;8;Niepubliczna Szkoła Podstawowa we Wróblowicach 32-840 Wróblowice 142;540;97;97;9;88;17.96;9.28;545;247;247;17;230;45.32;6.88;Niepubliczna Szkoła Podstawowa we Wróblowicach|Wróblowice| 142 |32-840 Zakliczyn
14965;54362;121803;15;Zespół Szkół w Leńczach, filia w Podolanach 34-142 Podolany 21;305;57;57;8;49;18.69;14.04;305;126;126;8;118;41.31;6.35;Zespół Szkół w Leńczach, filia w Podolanach|Podolany| 21 |34-142 Leńcze
14978;54374;121806;3;Dom Wiejski w Miejscu 34-116 Miejsce ul. Floriana 62;531;117;117;17;100;22.03;14.53;533;297;297;20;277;55.72;6.73;Dom Wiejski w Miejscu|Miejsce|ul. Floriana 62 |34-116 Spytkowice
14986;54382;121807;5;Szkoła Podstawowa 34-145 Stronie 67;1191;219;219;19;200;18.39;8.68;1206;573;573;44;529;47.51;7.68;Szkoła Podstawowa w Stroniu|Stronie| 67 |34-145 Stronie
