nrk;pgnw;freq;lgw;lgnw;pPiS;pPO
100600;1.52;42.86;65;1;50.77;20.00
100601;0.00;71.79;28;0;50.00;17.86
100602;1.48;50.64;930;14;45.27;16.88
100603;1.92;49.30;869;17;44.65;18.99
100604;0.87;55.38;908;8;42.62;23.57
100605;1.35;58.85;584;8;38.18;22.43
100606;0.51;64.13;1359;7;40.99;24.80
100607;1.71;55.99;1034;18;37.52;21.18
100608;1.84;61.95;748;14;34.36;23.13
100609;1.70;62.05;1043;18;37.30;24.93
100610;1.84;53.04;746;14;30.97;22.65
100611;1.11;55.28;1067;12;31.58;20.90
100612;1.49;57.25;1058;16;42.63;21.46
100613;0.90;56.14;1106;10;39.33;21.70
100614;1.76;55.10;1003;18;37.89;22.33
100615;0.78;49.73;640;5;42.03;20.94
100616;0.87;67.65;1140;10;32.98;15.88
100617;1.03;59.45;1348;14;38.20;20.70
100618;0.65;63.81;1221;8;42.83;22.44
100619;0.87;66.30;1145;10;40.52;24.10
100620;1.72;65.38;1312;23;47.26;20.73
100621;1.66;54.72;769;13;45.64;19.64
100622;1.78;54.98;829;15;40.29;18.34
100623;3.35;46.98;548;19;50.55;16.06
100624;2.33;48.34;839;20;36.83;21.69
100625;1.21;58.97;896;11;38.84;22.54
100626;0.84;60.63;947;8;43.61;22.49
100627;1.84;66.49;1011;19;36.60;18.60
100628;1.11;65.48;979;11;38.30;19.61
100629;0.95;58.78;942;9;39.07;18.26
100630;1.46;56.44;1015;15;42.76;20.20
100631;2.04;60.96;1054;22;44.88;19.17
100632;1.14;58.29;1039;12;45.43;18.77
100633;3.53;53.22;765;28;41.44;20.78
100634;1.18;57.97;924;11;42.64;15.37
100635;0.54;65.92;1106;6;40.14;22.78
100636;0.66;66.77;1058;7;36.39;23.72
100637;0.55;64.39;899;5;41.49;20.24
100638;1.58;59.45;1124;18;37.46;18.86
100639;1.16;61.83;682;8;39.44;22.29
100640;0.98;59.38;912;9;45.72;18.09
100641;0.61;58.30;984;6;45.43;18.29
100642;1.21;54.20;733;9;50.34;13.37
100643;0.62;60.46;968;6;47.42;16.63
100644;1.18;58.24;1006;12;40.66;19.68
100645;0.62;57.14;1114;7;39.95;16.70
100646;1.33;58.76;1042;14;40.12;18.71
100647;0.81;65.15;1463;12;44.63;17.84
100648;0.70;65.11;1284;9;37.62;18.30
100649;0.84;65.03;1180;10;49.32;16.61
100650;1.51;63.78;782;12;55.12;13.04
100651;1.17;63.59;1098;13;41.17;19.31
100652;1.26;64.02;1337;17;37.77;20.87
100653;1.16;70.29;1277;15;38.45;21.22
100654;0.62;71.48;1273;8;38.26;22.15
100655;0.52;69.75;954;5;34.49;25.79
100656;1.34;58.95;1105;15;47.87;17.29
100657;1.62;59.36;911;15;53.90;15.70
100658;1.48;56.44;734;11;59.40;8.45
100659;1.13;64.64;1220;14;33.61;19.75
100660;0.92;59.93;861;8;39.26;22.42
100661;0.89;59.28;1108;10;42.51;17.60
100662;1.36;63.00;1018;14;44.30;20.92
100663;1.60;60.04;800;13;41.62;19.25
100664;1.41;59.95;909;13;39.49;23.43
100665;0.51;60.25;778;4;35.09;26.09
100666;0.75;63.45;927;7;44.01;21.36
100667;0.83;65.03;1075;9;43.53;20.84
100668;1.30;60.71;990;13;40.10;20.81
100669;1.89;58.81;884;17;45.02;15.84
100670;1.93;64.92;1116;22;39.78;19.27
100671;1.53;63.77;1350;21;39.04;19.04
100672;0.87;68.86;1484;13;35.58;18.06
100673;0.97;62.58;1123;11;39.72;17.54
100674;1.35;65.24;1094;15;42.32;17.55
100675;1.95;63.29;857;17;40.37;20.65
100676;1.17;66.43;931;11;46.40;17.19
100677;0.84;63.66;1183;10;31.36;28.23
100678;1.19;71.39;1245;15;30.76;31.00
100679;1.55;57.91;951;15;44.90;18.09
100680;1.81;56.15;704;13;51.99;11.22
100681;0.87;67.08;913;8;45.45;14.57
100682;1.24;63.49;1192;15;45.22;15.69
100683;1.28;70.89;464;6;26.94;29.74
100684;1.78;64.72;1326;24;39.97;19.98
100685;2.25;55.27;1041;24;43.80;18.06
100686;2.34;41.91;167;4;65.87;10.18
100687;1.37;30.74;144;2;64.58;9.72
100688;2.33;38.05;42;1;47.62;16.67
100689;4.55;50.57;42;2;59.52;21.43
100690;2.50;46.51;39;1;53.85;15.38
100691;0.00;3.68;5;0;40.00;20.00
100692;13.89;41.86;31;5;54.84;19.35
100693;7.14;32.56;13;1;46.15;15.38
100694;18.21;42.03;274;61;15.33;46.35
100695;3.04;47.39;766;24;36.95;32.25
100696;1.97;45.53;844;17;38.39;23.22
100697;2.06;46.86;571;12;40.63;28.72
100698;2.26;49.51;736;17;41.30;25.27
100699;0.98;48.80;807;8;35.69;27.76
100700;1.78;43.86;716;13;37.85;29.47
100701;1.08;46.21;826;9;40.56;25.18
100702;1.72;48.99;742;13;37.60;26.42
100703;1.68;46.88;761;13;35.74;30.35
100704;1.15;47.28;343;4;27.41;33.24
100705;1.37;56.13;289;4;34.26;37.72
100706;1.92;55.65;715;14;32.45;31.05
100707;1.75;53.48;785;14;39.36;24.46
100708;0.88;48.88;673;6;37.00;30.46
100709;1.77;55.82;499;9;33.67;28.26
100710;0.00;63.97;87;0;45.98;32.18
100711;3.14;53.10;216;7;53.70;21.76
100712;2.54;50.64;959;25;39.52;31.60
100713;1.21;50.93;896;11;34.26;33.59
100714;2.43;48.79;883;22;35.79;32.84
100715;2.67;50.54;182;5;40.66;24.18
100716;1.28;52.53;461;6;39.70;27.33
100717;1.55;46.14;636;10;38.99;25.00
100718;0.54;51.10;555;3;36.76;25.77
100719;1.08;59.39;735;8;34.42;32.65
100720;1.61;45.53;796;13;50.63;18.97
100721;2.01;49.65;634;13;51.42;17.82
100722;2.80;54.72;417;12;36.93;36.93
100723;2.86;48.28;204;6;36.27;29.41
100724;2.12;45.14;555;12;49.37;21.62
100725;1.14;56.48;435;5;30.11;32.18
100726;5.88;29.82;16;1;87.50;6.25
100727;4.11;48.34;70;3;52.86;18.57
100728;6.67;21.13;14;1;57.14;14.29
100729;2.61;43.95;410;11;40.98;26.83
100730;3.84;42.06;451;18;40.13;24.39
100731;1.67;50.61;411;7;44.77;24.57
100732;2.60;43.37;449;12;43.65;23.83
100733;3.44;42.84;309;11;43.04;21.04
100734;3.14;45.27;524;17;41.60;23.28
100735;1.28;46.80;462;6;34.85;29.87
100736;1.09;43.60;455;5;40.22;20.88
100737;0.90;51.01;550;5;44.18;28.18
100738;2.48;40.03;511;13;41.29;27.79
100739;1.45;44.59;544;8;46.51;24.26
100740;2.11;47.77;557;12;41.83;21.54
100741;2.37;49.76;617;15;42.63;25.28
100742;2.88;54.08;741;22;33.74;24.70
100743;2.69;47.26;687;19;44.83;26.64
100744;3.08;47.79;504;16;50.60;20.83
100745;1.85;47.71;532;10;48.12;16.54
100746;2.27;51.65;733;17;49.25;19.10
100747;3.53;43.68;410;15;48.29;19.76
100748;2.90;47.14;536;16;44.59;20.90
100749;2.72;45.42;429;12;41.96;19.81
100750;3.23;29.52;30;1;53.33;10.00
100751;4.81;85.95;99;5;48.48;22.22
100752;2.61;48.56;410;11;43.66;6.83
100753;3.27;30.84;207;7;48.79;8.70
100754;2.03;39.41;627;13;55.18;7.50
100755;2.89;42.03;269;8;50.56;4.83
100756;3.67;33.71;315;12;46.35;12.38
100757;3.73;28.40;155;6;41.29;18.06
100758;3.20;34.50;756;25;51.98;7.67
100759;6.18;32.86;258;17;50.39;12.40
100760;3.34;31.09;434;15;44.24;9.91
100761;2.82;33.23;413;12;46.25;7.75
100762;5.52;31.48;171;10;66.08;6.43
100763;5.65;29.06;167;10;56.89;7.19
100764;3.74;41.99;823;32;42.65;14.09
100765;4.27;40.70;224;10;51.34;12.95
100766;4.53;47.32;253;12;56.52;7.91
100767;6.85;47.28;299;22;46.15;14.72
100768;6.67;39.74;224;16;58.04;8.04
100769;4.65;40.69;594;29;39.23;22.73
100770;3.32;37.72;233;8;51.93;15.45
100771;3.62;39.84;718;27;42.34;15.32
100772;5.26;38.28;396;22;46.46;9.34
100773;3.02;29.99;386;12;54.66;11.14
100774;2.51;55.88;1204;31;47.76;17.19
100775;2.29;53.76;895;21;49.83;18.55
100776;1.81;51.26;380;7;75.53;8.16
100777;3.25;40.96;298;10;61.07;9.73
100778;4.94;37.50;231;12;60.17;8.23
100779;1.99;55.02;983;20;38.35;20.45
100780;1.95;63.08;804;16;49.88;15.05
100781;1.68;55.88;584;10;34.93;23.29
100782;1.11;56.30;535;6;49.53;15.14
100783;21.21;17.28;26;7;53.85;3.85
100784;9.05;26.75;191;19;48.69;16.75
100785;2.82;41.59;827;24;42.56;21.40
100786;2.29;47.50;853;20;44.67;21.81
100787;3.45;47.54;700;25;45.29;20.00
100788;3.52;42.77;548;20;41.24;21.17
100789;3.27;42.71;473;16;50.32;12.90
100790;2.00;35.46;147;3;47.62;7.48
100791;2.74;48.96;390;11;45.64;11.03
100792;2.03;52.83;1014;21;50.10;14.40
100793;4.63;48.52;515;25;46.80;15.15
100794;4.70;40.99;629;31;55.48;11.61
100795;1.31;38.34;378;5;48.41;13.23
100796;5.90;54.06;670;42;37.61;19.70
100797;2.82;43.35;345;10;11.01;37.39
100798;1.97;43.67;348;7;15.80;34.20
100799;3.28;35.96;265;9;13.58;40.00
100800;5.56;29.35;102;6;8.82;35.29
100801;4.55;20.09;42;2;16.67;35.71
100802;6.15;30.37;61;4;54.10;19.67
100803;1.20;35.47;82;1;28.05;42.68
100804;1.21;45.34;245;3;12.24;33.88
100805;5.00;38.34;114;6;19.30;43.86
100806;8.51;47.47;129;12;21.71;25.58
100807;1.99;42.18;444;9;51.80;10.14
100808;1.80;59.90;490;9;58.57;9.59
100809;1.97;55.31;546;11;65.93;6.96
100810;2.42;62.07;404;10;53.47;14.85
100811;2.82;57.12;413;12;47.46;12.59
100812;2.28;60.81;558;13;47.13;17.38
100813;1.13;57.50;436;5;40.37;12.61
100814;1.92;60.23;358;7;34.36;20.39
100815;1.30;59.63;914;12;33.37;20.24
100816;1.44;61.00;888;13;48.65;13.51
100817;0.91;52.96;434;4;42.17;17.51
100818;2.33;49.21;671;16;41.73;16.69
100819;31.03;35.80;20;9;55.00;25.00
100820;2.36;48.97;373;9;72.39;3.49
100821;1.78;44.04;497;9;66.80;4.83
100822;4.26;45.22;697;31;63.70;9.33
100823;2.53;51.83;193;5;66.84;6.74
100824;3.10;54.01;626;20;53.83;12.62
100825;1.63;50.91;1023;17;65.10;11.93
100826;1.25;51.57;1105;14;59.19;12.67
100827;1.35;56.81;510;7;61.37;7.84
100828;1.19;54.05;415;5;57.35;10.12
100829;1.61;54.46;1226;20;59.46;10.69
100830;1.74;55.84;507;9;57.40;10.26
100831;2.40;44.64;406;10;47.54;17.98
100832;0.63;56.55;472;3;60.59;12.08
100833;2.63;48.62;890;24;56.07;15.96
100834;24.39;48.81;31;10;61.29;22.58
100835;0.00;29.73;11;0;45.45;45.45
100836;4.57;40.39;459;22;29.85;22.00
100837;2.75;39.69;425;12;25.88;20.24
100838;4.21;37.68;296;13;29.05;19.93
100839;3.20;44.80;121;4;27.27;25.62
100840;0.00;22.61;45;0;37.78;11.11
100841;4.35;27.98;110;5;26.36;10.91
100842;6.80;25.06;96;7;26.04;15.62
100843;4.24;31.05;113;5;10.62;17.70
100844;2.76;30.99;176;5;36.36;15.34
100845;2.30;30.63;85;2;50.59;15.29
100846;17.07;57.75;34;7;41.18;14.71
100847;6.45;49.21;29;2;51.72;24.14
100848;3.49;50.89;553;20;71.61;6.33
100849;1.84;47.33;479;9;69.73;7.72
100850;2.98;43.08;326;10;68.71;6.44
100851;2.14;52.86;823;18;39.61;23.45
100852;3.06;56.62;696;22;38.65;22.41
100853;2.73;52.76;818;23;29.83;26.77
100854;2.11;43.78;93;2;27.96;21.51
100855;1.72;48.82;628;11;39.81;18.31
100856;1.52;53.84;1035;16;30.43;23.38
100857;0.88;56.19;904;8;23.89;22.90
100858;1.83;55.38;536;10;26.87;28.54
100859;2.72;54.02;536;15;37.69;24.25
100860;4.07;53.37;448;19;64.06;9.82
100861;2.61;51.34;149;4;64.43;5.37
100862;2.40;58.69;122;3;78.69;4.10
100863;0.00;54.24;128;0;68.75;10.16
100864;2.27;59.49;818;19;67.11;6.60
100865;3.04;59.18;447;14;69.13;8.28
100866;3.93;48.46;513;21;55.75;11.89
100867;3.20;52.14;212;7;43.87;14.62
100868;1.33;65.54;670;9;35.07;21.94
100869;3.18;51.29;792;26;53.03;9.60
100870;2.51;40.79;272;7;59.19;5.51
100871;3.85;47.60;200;8;74.00;2.00
100872;2.23;34.56;175;4;57.14;2.86
100873;1.86;41.07;158;3;67.09;3.80
100874;3.85;39.07;225;9;72.00;3.11
100875;1.83;37.40;268;5;70.52;7.46
100876;3.03;56.41;128;4;82.03;2.34
100877;3.03;82.50;32;1;68.75;6.25
100878;2.23;51.81;964;22;44.09;18.05
100879;2.60;49.70;1047;28;45.46;15.95
100880;1.21;51.78;734;9;38.96;20.44
100881;3.56;41.98;515;19;28.35;18.83
100882;2.05;53.34;1002;21;35.63;21.86
100883;0.86;56.88;807;7;38.66;20.82
100884;1.26;53.32;864;11;37.38;18.75
100885;3.30;48.84;264;9;34.85;18.56
100886;8.42;34.99;174;16;33.33;24.14
100887;3.69;40.60;287;11;47.39;13.24
100888;2.07;43.08;189;4;44.44;11.64
100889;4.29;46.48;468;21;44.23;18.80
100890;2.53;56.53;270;7;63.33;10.74
100891;4.81;31.84;297;15;15.15;21.21
100892;2.83;49.50;240;7;48.75;10.42
100893;2.93;49.08;464;14;56.03;11.85
100894;2.90;47.45;469;14;44.14;16.20
100895;3.12;42.51;652;21;70.25;3.37
100896;2.69;37.50;289;8;70.59;5.54
100897;2.17;44.34;406;9;34.48;21.43
100898;1.76;48.93;559;10;39.36;22.54
100899;2.64;45.09;886;24;28.67;22.91
100900;0.91;50.23;547;5;41.32;15.90
100901;2.18;45.45;943;21;23.86;20.78
100902;2.21;45.44;887;20;24.46;20.52
100903;2.19;44.49;892;20;26.79;22.53
100904;2.07;46.83;853;18;27.43;23.80
100905;3.15;50.69;461;15;32.32;25.38
100906;1.85;49.34;1060;20;20.66;23.21
100907;1.81;44.58;815;15;32.52;19.63
100908;1.70;50.99;984;17;45.73;15.65
100909;2.43;38.27;401;10;26.68;17.96
100910;2.86;36.84;34;1;50.00;26.47
100911;2.60;50.93;748;20;69.39;12.17
100912;2.90;53.94;805;24;69.81;5.09
100913;33.33;30.93;20;10;45.00;20.00
100914;3.16;34.01;276;9;43.48;18.12
100915;1.35;45.29;365;5;68.49;2.19
100916;3.95;33.00;219;9;13.24;27.85
100917;0.46;48.77;217;1;47.00;12.90
100918;2.21;34.92;265;6;7.92;33.58
100919;3.08;43.05;189;6;44.97;11.11
100920;4.00;25.41;192;8;7.81;21.35
100921;4.40;32.85;239;11;8.37;19.67
100922;6.15;25.59;122;8;1.64;29.51
100923;3.74;35.48;180;7;72.22;8.89
100924;1.88;46.78;677;13;56.72;10.49
100925;5.17;30.45;220;12;15.91;32.27
100926;1.65;43.84;238;4;79.41;5.88
100927;2.63;45.60;222;6;80.18;6.76
100928;2.32;42.18;253;6;78.66;2.37
100929;1.09;54.30;181;2;77.90;4.42
100930;2.67;42.23;328;9;74.39;7.93
100931;3.37;54.27;172;6;77.91;1.74
100932;3.69;52.81;470;18;81.91;2.13
100933;1.99;45.62;296;6;82.43;2.36
100934;2.48;56.52;393;10;85.75;1.02
100935;4.27;40.90;157;7;82.17;1.91
100936;3.95;55.68;146;6;76.71;4.11
100937;2.70;42.37;324;9;6.79;23.77
100938;6.32;30.85;252;17;7.54;27.38
100939;7.45;29.75;87;7;12.64;24.14
100940;1.02;29.79;97;1;9.28;36.08
100941;9.52;30.55;76;8;11.84;25.00
100942;2.79;43.10;522;15;61.88;9.00
100943;4.22;45.48;159;7;79.25;3.14
100944;4.58;45.52;354;17;75.14;7.63
100945;2.62;49.92;631;17;71.63;6.02
100946;0.47;50.60;844;4;77.84;2.96
100947;2.35;48.03;748;18;44.79;15.37
100948;3.32;40.52;583;20;48.71;15.61
100949;2.24;41.35;612;14;47.39;16.34
100950;2.74;48.34;355;10;38.87;17.18
100951;2.68;41.43;508;14;44.69;15.94
100952;2.89;41.90;437;13;44.85;19.45
100953;2.52;43.37;580;15;42.59;18.28
100954;3.24;40.83;627;21;41.31;19.94
100955;2.44;44.95;560;14;36.43;17.68
100956;3.35;46.22;549;19;34.24;23.86
100957;4.43;47.53;690;32;40.72;21.74
100958;2.23;41.61;613;14;40.13;21.86
100959;3.86;40.66;448;18;36.61;12.72
100960;14.89;52.81;40;7;72.50;7.50
100961;5.84;32.37;274;17;52.19;10.58
100962;2.44;38.08;360;9;50.83;5.00
100963;3.23;38.93;240;8;32.92;10.00
100964;2.63;36.98;296;8;57.77;4.39
100965;2.29;39.38;299;7;48.83;7.69
100966;4.92;33.89;174;9;36.78;6.32
100967;1.21;51.40;163;2;87.73;0.61
100968;3.03;32.20;64;2;73.44;0.00
100969;4.17;32.78;207;9;59.90;11.59
100970;4.85;43.74;216;11;79.17;2.78
100971;5.36;27.52;106;6;71.70;1.89
100972;1.72;33.14;114;2;66.67;5.26
100973;2.14;46.52;183;4;74.86;4.37
100974;4.49;36.75;404;19;66.34;10.89
100975;3.67;35.85;604;23;37.42;22.02
100976;4.09;29.64;164;7;43.29;7.93
100977;10.62;25.97;143;17;34.97;14.69
100978;9.74;32.63;139;15;41.73;25.18
100979;4.72;32.55;303;15;50.50;6.93
100980;4.91;38.04;407;21;45.70;12.53
100981;3.13;37.93;402;13;47.26;9.95
100982;4.13;37.81;232;10;56.90;2.16
100983;3.43;38.00;338;12;42.60;10.36
100984;6.44;34.78;247;17;55.47;9.31
100985;8.18;35.66;202;18;40.10;2.97
100986;5.34;38.34;372;21;53.49;12.63
100987;3.51;37.09;302;11;64.24;7.28
100988;5.42;40.20;227;13;59.47;4.41
100989;2.68;39.30;218;6;67.89;6.42
100990;2.42;48.70;766;19;12.79;22.45
100991;2.56;39.72;572;15;20.10;27.10
100992;2.73;44.67;676;19;18.64;20.27
100993;4.64;40.41;637;31;27.16;26.69
100994;2.68;44.12;800;22;21.12;18.62
100995;3.07;38.13;316;10;19.94;22.78
100996;1.55;47.34;446;7;13.23;21.97
100997;1.75;44.91;728;13;25.41;27.88
100998;3.84;41.97;651;26;33.49;21.97
100999;1.89;46.32;364;7;14.01;26.10
101000;2.98;45.33;782;24;20.97;25.58
101001;3.55;46.03;816;30;16.67;24.14
101002;2.22;29.41;44;1;22.73;15.91
101003;0.00;13.64;6;0;16.67;16.67
101004;14.05;57.08;104;17;7.69;37.50
101005;2.28;45.44;730;17;20.82;27.26
101006;2.17;36.36;90;2;37.78;15.56
101007;12.50;32.00;14;2;28.57;35.71
101008;3.81;40.83;807;32;19.70;23.92
101009;5.47;30.33;242;14;13.64;19.42
101010;3.19;36.54;243;8;7.82;23.46
101011;3.45;31.94;140;5;1.43;15.71
101012;2.37;33.60;165;4;5.45;15.15
101013;3.06;34.39;95;3;3.16;29.47
101014;5.97;39.02;299;19;10.37;22.41
101015;8.45;33.65;130;12;10.00;10.77
101016;5.13;31.84;74;4;10.81;20.27
101017;4.39;38.53;196;9;8.16;19.39
101018;2.50;46.97;234;6;14.96;22.22
101019;5.15;34.28;184;10;8.70;12.50
101020;2.99;29.58;130;4;4.62;16.15
101021;3.73;32.86;155;6;6.45;18.71
101022;3.38;35.32;143;5;2.80;13.29
101023;4.14;29.96;139;6;5.04;25.90
101024;3.16;41.90;551;18;25.59;16.15
101025;4.29;36.08;67;3;16.42;22.39
101026;3.88;35.05;124;5;10.48;36.29
101027;3.50;38.75;138;5;12.32;25.36
101028;4.46;38.91;642;30;27.41;15.73
101029;6.37;28.86;147;10;8.84;17.01
101030;10.84;30.86;74;9;10.81;12.16
101031;5.33;35.38;142;8;22.54;14.08
101032;1.75;23.55;56;1;7.14;8.93
101033;3.27;41.54;385;13;15.58;19.48
101034;2.14;33.10;275;6;11.27;16.00
101035;3.66;39.30;237;9;5.49;19.83
101036;1.96;35.54;300;6;6.00;26.00
101037;4.33;41.91;243;11;52.67;11.52
101038;3.41;42.17;255;9;44.31;10.98
101039;3.52;39.24;438;16;54.11;15.53
101040;2.20;45.21;489;11;55.42;11.25
101041;3.30;43.44;381;13;49.87;20.21
101042;1.28;39.16;385;5;48.05;21.30
101043;4.57;43.52;439;21;50.80;18.22
101044;1.53;46.33;578;9;46.19;13.15
101045;3.14;39.97;278;9;54.68;14.03
101046;0.00;20.24;17;0;70.59;11.76
101047;7.50;42.78;148;12;40.54;13.51
101048;4.04;37.27;309;13;50.49;7.77
101049;3.83;41.26;377;15;76.39;2.39
101050;3.61;42.92;187;7;69.52;1.07
101051;3.37;34.36;86;3;67.44;0.00
101052;6.99;37.19;266;20;54.14;10.53
101053;5.34;33.99;195;11;57.95;11.28
101054;4.71;46.76;364;18;65.38;5.77
101055;3.12;32.89;217;7;64.06;7.83
101056;5.17;45.47;257;14;46.30;13.23
101057;3.56;42.90;271;10;45.76;3.69
101058;2.93;41.21;232;7;70.69;3.88
101059;1.77;52.07;222;4;59.91;2.25
101060;6.67;31.76;126;9;45.24;6.35
101061;4.18;40.13;298;13;53.36;5.70
101062;6.71;29.87;153;11;43.14;6.54
101063;2.99;32.84;260;8;60.00;5.38
101064;3.94;34.31;463;19;59.40;6.26
101065;5.00;40.85;551;29;70.24;5.08
101066;6.62;39.12;141;10;50.35;9.22
101067;3.68;38.60;393;15;51.40;14.25
101068;4.63;33.81;268;13;51.87;17.16
101069;1.58;38.87;373;6;66.49;3.75
101070;1.41;47.81;140;2;74.29;2.86
101071;1.65;32.79;179;3;80.45;1.12
101072;1.67;44.94;118;2;69.49;4.24
101073;4.83;38.26;256;13;51.17;5.47
101074;8.26;26.20;100;9;47.00;4.00
101075;4.34;45.83;463;21;56.37;2.59
101076;4.71;47.98;486;24;43.42;5.35
101077;4.98;31.31;191;10;53.40;10.47
101078;1.95;38.09;453;9;45.25;6.62
101079;5.92;38.72;318;20;65.41;11.32
101080;2.40;42.33;366;9;73.50;1.91
101081;2.03;48.19;482;10;77.80;3.53
101082;3.69;42.66;392;15;75.77;2.04
101083;2.88;40.15;303;9;68.98;6.27
101084;3.81;46.99;278;11;60.79;8.99
101085;3.65;48.49;713;27;55.26;13.18
101086;4.44;45.61;258;12;45.35;17.83
101087;7.07;35.68;184;14;47.83;19.57
101088;2.57;43.31;265;7;73.96;1.13
101089;2.56;42.01;456;12;64.47;12.28
101090;4.02;37.20;191;8;46.07;19.90
101091;6.00;47.28;188;12;69.15;4.79
101092;3.59;46.46;215;8;75.81;4.19
101093;3.63;55.98;239;9;62.76;12.97
101094;2.10;55.66;467;10;54.60;13.28
101095;1.75;38.26;112;2;55.36;12.50
101096;1.56;54.07;379;6;44.85;21.11
101097;3.01;41.36;290;9;75.86;4.83
101098;5.21;43.45;346;19;64.16;8.38
101099;3.12;32.32;248;8;71.77;6.85
101100;5.31;41.80;410;23;69.27;5.61
101101;2.25;53.37;217;5;61.29;2.76
101102;4.46;43.40;471;22;66.24;10.19
101103;5.21;44.35;346;19;56.07;11.27
101104;2.06;45.02;381;8;58.01;13.91
101105;2.85;47.12;818;24;51.47;15.53
101106;3.21;37.46;422;14;58.29;11.61
101107;5.02;34.60;397;21;55.92;9.57
101108;4.16;38.35;369;16;60.70;9.21
101109;4.19;37.78;366;16;74.32;5.46
101110;3.79;41.05;203;8;71.92;5.42
101111;2.60;29.11;150;4;61.33;8.67
101112;5.37;35.79;405;23;61.23;14.81
101113;2.54;32.07;115;3;80.00;1.74
101114;0.87;39.93;228;2;66.67;3.95
101115;3.03;55.23;128;4;65.62;3.12
101116;3.43;40.45;225;8;74.67;4.00
101117;4.29;42.00;201;9;73.13;3.98
101118;3.68;48.22;366;14;66.67;3.55
101119;3.52;46.91;439;16;52.39;13.67
101120;3.01;48.76;515;16;72.04;1.94
101121;1.94;52.17;555;11;72.07;1.98
101122;3.29;44.44;147;5;70.75;4.76
101123;4.05;36.82;142;6;75.35;7.75
101124;2.32;44.19;505;12;70.89;5.74
101125;2.37;34.64;329;8;73.56;3.95
101126;1.47;47.72;268;4;76.87;4.10
101127;5.01;38.32;360;19;38.61;6.94
101128;3.68;39.14;262;10;52.67;5.73
101129;2.46;41.42;278;7;65.83;7.91
101130;5.84;34.82;242;15;56.61;6.20
101131;4.26;35.61;135;6;55.56;6.67
101132;2.28;40.71;771;18;47.86;13.75
101133;6.10;42.82;277;18;41.88;13.36
101134;4.26;29.84;180;8;46.67;5.56
101135;5.56;40.00;153;9;45.75;9.80
101136;7.14;34.61;143;11;55.94;4.90
101137;2.18;42.57;493;11;64.91;9.53
101138;3.64;42.86;503;19;66.60;7.95
101139;3.18;32.45;578;19;52.60;8.30
101140;2.87;34.32;305;9;76.39;2.62
101141;2.87;39.96;576;17;50.87;10.24
101142;16.67;51.43;15;3;53.33;20.00
101143;3.43;43.26;703;25;48.65;11.81
101144;5.43;40.05;609;35;49.43;14.78
101145;3.77;42.07;281;11;66.19;8.19
101146;3.67;40.42;683;26;48.32;11.42
101147;2.93;42.08;397;12;51.13;4.28
101148;0.49;40.00;203;1;49.75;3.94
101149;2.89;42.21;671;20;41.73;13.86
101150;2.61;40.00;672;18;37.95;15.92
101151;2.35;37.17;583;14;41.51;15.09
101152;1.13;39.52;613;7;46.82;19.41
101153;3.34;43.85;723;25;53.94;9.27
101154;3.41;37.99;652;23;42.18;12.73
101155;2.00;44.96;441;9;41.04;18.59
101156;4.68;32.37;224;11;60.27;4.91
101157;2.93;29.36;232;7;50.00;3.88
101158;4.76;48.28;40;2;50.00;17.50
101159;0.00;46.67;14;0;28.57;14.29
101160;2.72;37.05;465;13;47.96;5.38
101161;4.82;32.27;395;20;64.81;3.54
101162;1.72;33.02;171;3;63.74;2.34
101163;7.27;27.23;153;12;60.13;6.54
101164;2.80;39.67;556;16;31.65;19.60
101165;3.74;45.73;670;26;37.01;20.30
101166;2.72;43.21;644;18;40.84;24.53
101167;8.33;41.38;11;1;63.64;0.00
101168;3.18;41.98;365;12;36.71;11.78
101169;2.19;46.56;179;4;54.75;13.41
101170;2.30;43.66;212;5;50.47;17.92
101171;3.09;42.73;94;3;45.74;32.98
101172;1.92;27.59;102;2;47.06;11.76
101173;3.16;31.99;276;9;48.91;7.61
101174;2.81;47.11;380;11;43.16;16.58
101175;4.10;34.03;281;12;39.50;21.71
101176;2.25;27.64;87;2;41.38;5.75
101177;3.30;34.60;88;3;53.41;9.09
101178;5.07;27.37;356;19;18.54;20.51
101179;1.28;30.77;154;2;33.77;14.94
101180;1.16;26.06;170;2;17.65;14.12
101181;3.86;41.86;398;16;7.54;38.94
101182;1.18;38.07;585;7;33.68;14.36
101183;0.88;27.80;113;1;33.63;2.65
101184;2.59;28.02;113;3;21.24;13.27
101185;3.26;36.80;89;3;48.31;11.24
101186;3.50;35.06;248;9;38.31;12.90
101187;1.19;49.60;913;11;43.04;16.10
101188;3.34;45.45;492;17;42.89;23.37
101189;3.09;47.09;595;19;40.50;24.03
101190;1.97;42.58;846;17;32.39;21.16
101191;3.07;43.07;789;25;33.33;21.04
101192;1.82;39.97;270;5;31.11;26.67
101193;2.61;45.72;858;23;38.93;17.95
101194;1.34;52.10;515;7;39.81;19.81
101195;12.00;40.98;22;3;54.55;27.27
101196;7.69;19.70;12;1;50.00;8.33
101197;3.29;46.91;793;27;57.38;12.99
101198;3.72;38.80;492;19;57.52;7.11
101199;4.76;44.51;340;17;68.24;6.47
101200;3.03;47.34;224;7;65.18;3.12
101201;2.44;34.98;360;9;56.39;7.22
101202;1.22;46.85;404;5;67.57;5.45
101203;6.25;32.99;90;6;43.33;25.56
101204;1.59;40.22;247;4;71.26;4.05
