nrk;teryt;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw
100301;181707;Dom Strażaka w Mokrem|Mokre| 116 |38-542 Rzepedź;557;192;192;12;180;34.47;6.25
100302;181707;Szkoła Podstawowa w Zahutyniu|Zahutyń| 111 |38-500 Sanok;948;444;444;18;426;46.84;4.05
100303;181708;Dom Kultury w Zarszynie|Zarszyn|ul. Szkolna 1 |38-530 Zarszyn;1562;657;657;22;635;42.06;3.35
100304;181708;Dom Ludowy w Jaćmierzu|Jaćmierz| 134 |38-530 Zarszyn;1066;461;461;24;437;43.25;5.21
100305;181708;Szkoła Podstawowa w Bażanówce|Bażanówka| 102 |38-530 Zarszyn;633;316;316;8;308;49.92;2.53
100306;181708;Dom Strażaka w Długiem|Długie| 464 |38-530 Zarszyn;1305;637;637;25;612;48.81;3.92
100307;181708;Dom Ludowy w Nowosielcach|Nowosielce| 292 |38-530 Zarszyn;1071;518;518;14;504;48.37;2.70
100308;181708;Szkoła Podstawowa w Pielni|Pielnia| 55 |38-530 Zarszyn;734;302;302;8;294;41.14;2.65
100309;181708;Szkoła Podstawowa w Odrzechowej|Odrzechowa|ul. Szkolna 1 |38-530 Zarszyn;1101;377;377;13;364;34.24;3.45
100310;181801;Ochotnicza Straż Pożarna|Stalowa Wola|ul. Targowa 3 |37-464 Stalowa Wola;1510;822;822;7;815;54.44;0.85
100311;181801;Ochotnicza Straż Pożarna|Stalowa Wola|ul. Jaśminowa 4 |37-464 Stalowa Wola;1816;988;988;23;965;54.41;2.33
100312;181801;Zespół Szkół Nr 4|Stalowa Wola|ul. Rozwadowska 10 |37-464 Stalowa Wola;1853;921;921;18;903;49.70;1.95
100313;181801;Przedszkole Nr 15|Stalowa Wola|ul. Obrońców Westerplatte 1 |37-450 Stalowa Wola;1200;628;628;8;620;52.33;1.27
100314;181801;Publiczna Szkoła Podstawowa Nr 11|Stalowa Wola|ul. Wojska Polskiego 9 |37-450 Stalowa Wola;1233;615;615;5;610;49.88;0.81
100315;181801;Komenda Powiatowa Straży Pożarnej|Stalowa Wola|Aleje Jana Pawła II 27 |37-450 Stalowa Wola;1188;573;573;10;563;48.23;1.75
100316;181801;Mostostal S.A.|Stalowa Wola|Aleje Jana Pawła II 25a |37-450 Stalowa Wola;1143;549;549;13;536;48.03;2.37
100317;181801;Przedszkole Nr 3|Stalowa Wola|ul. Józefa Poniatowskiego 57 |37-450 Stalowa Wola;1348;707;707;19;688;52.45;2.69
100318;181801;Zespół Szkół Nr 3 Publiczna Szkoła Podstawowa Nr 12|Stalowa Wola|ul. Józefa Poniatowskiego 55 |37-450 Stalowa Wola;1486;787;787;8;779;52.96;1.02
100319;181801;Hotel STAL|Stalowa Wola|ul. Komisji Edukacji Narodowej 4 |37-450 Stalowa Wola;1293;725;725;17;708;56.07;2.34
100320;181801;Zespół Szkół Nr 3 Gimnazjum Nr 5|Stalowa Wola|ul. Józefa Poniatowskiego 55 |37-450 Stalowa Wola;1182;581;581;8;573;49.15;1.38
100321;181801;Przedszkole Nr 18|Stalowa Wola|ul. Józefa Poniatowskiego 33 |37-450 Stalowa Wola;1362;762;762;14;748;55.95;1.84
100322;181801;budynek przyległy do Przedszkola Nr 18|Stalowa Wola|ul. Józefa Poniatowskiego 33A |37-450 Stalowa Wola;1590;805;805;24;781;50.63;2.98
100323;181801;Yacht Klub|Stalowa Wola|ul. Wałowa 1 |37-450 Stalowa Wola;1335;657;657;12;645;49.21;1.83
100324;181801;Niepubliczny Zakład Opieki Zdrowotnej "MEDYK" Sp. z o.o.|Stalowa Wola|ul. Józefa Poniatowskiego 31 |37-450 Stalowa Wola;1323;736;736;12;724;55.63;1.63
100325;181801;Warsztat Terapii Zajęciowej przy Stowarzyszeniu "Szansa"|Stalowa Wola|ul. Czarnieckiego 1 |37-450 Stalowa Wola;1322;641;641;10;631;48.49;1.56
100326;181801;NZOZ Ośrodek Rehabilitacji Dzieci Niepełnosprawnych|Stalowa Wola|ul. Czarnieckiego 3 |37-450 Stalowa Wola;1256;605;605;13;592;48.17;2.15
100327;181801;Przedszkole Nr 11|Stalowa Wola|Aleje Jana Pawła II 6 |37-450 Stalowa Wola;1490;792;792;13;779;53.15;1.64
100328;181801;Miejska Biblioteka Publiczna im. M. Wańkowicza|Stalowa Wola|ul. Ks. Jerzego Popiełuszki 10 |37-450 Stalowa Wola;1204;626;626;8;618;51.99;1.28
100329;181801;Zespół Szkół Nr 6 Specjalnych w Stalowej Woli|Stalowa Wola|Aleje Jana Pawła II 21 |37-450 Stalowa Wola;1228;625;625;12;613;50.90;1.92
100330;181801;Spółdzielnia Mieszkaniowa|Stalowa Wola|ul. Generała Leopolda Okulickiego 32 |37-450 Stalowa Wola;1704;896;896;16;880;52.58;1.79
100331;181801;Przedszkole Integracyjne Nr 12|Stalowa Wola|ul. Generała Leopolda Okulickiego 20 |37-450 Stalowa wola;1124;598;598;12;586;53.20;2.01
100332;181801;Publiczna Szkoła Podstawowa Nr 7|Stalowa Wola|ul. Generała Leopolda Okulickiego 14 |37-450 Stalowa Wola;1157;579;579;10;569;50.04;1.73
100333;181801;Klub Spółdzielni Mieszkaniowej EMKA|Stalowa Wola|ul. Żwirki i Wigury 6 |37-450 Stalowa Wola;1993;1039;1039;23;1016;52.13;2.21
100334;181801;Przedszkole Nr 6|Stalowa Wola|ul. Partyzantów 10 |37-450 Stalowa Wola;1020;538;538;14;524;52.75;2.60
100335;181801;Publiczna Szkoła Podstawowa Nr 3|Stalowa Wola|ul. Prymasa Stefana Wyszyńskiego 14 |37-450 Stalowa Wola;1278;656;656;12;644;51.33;1.83
100336;181801;Szkoła Muzyczna|Stalowa Wola|ul. Narutowicza 11 |37-450 Stalowa Wola;1591;844;844;25;819;53.05;2.96
100337;181801;Liceum Ogólnokształcące im. KEN|Stalowa Wola|ul. Staszica 5 |37-450 Stalowa Wola;1745;766;766;13;753;43.90;1.70
100338;181801;Publiczna Szkoła Podstawowa Nr 5|Stalowa Wola|ul. Energetyków 18 |37-450 Stalowa Wola;1266;574;574;8;566;45.34;1.39
100339;181801;Środowiskowy Dom Samopomocy Nr 2 dla osób z zaburzeniami psychicznymi|Stalowa Wola|ul. Melchiora Wańkowicza 72/ 2|37-450 Stalowa Wola;1689;969;969;8;961;57.37;0.83
100340;181801;Publiczna Szkoła Podstawowa Nr 1|Stalowa Wola|ul. Romana Dmowskiego 9 |37-450 Stalowa Wola;1517;681;681;24;657;44.89;3.52
100341;181801;Przedszkole Nr 7|Stalowa Wola|ul. Ks. Jerzego Popiełuszki 29a |37-450 Stalowa Wola;2050;921;921;27;894;44.93;2.93
100342;181801;Bursa Międzyszkolna|Stalowa Wola|Orzeszkowej 2 |37-450 Stalowa Wola;1242;651;651;14;637;52.42;2.15
100343;181801;Wydział Zamiejscowy Nauk o Społeczeństwie KUL w Stalowej Woli-Dziekanat|Stalowa Wola|ul. Ofiar Katynia 6 |37-450 Stalowa Wola;933;422;422;7;415;45.23;1.66
100344;181801;Publiczna Szkoła Podstawowa Nr 4|Stalowa Wola|ul. Niezłomnych 1 |37-450 Stalowa Wola;1920;988;988;25;963;51.46;2.53
100345;181801;SP ZZOZ Powiatowy Szpital Specjalistyczny|Stalowa Wola|Staszica 4 |37-450 Stalowa Wola;264;140;140;4;136;53.03;2.86
100346;181801;Dom Pomocy Społecznej|Stalowa Wola|Romana Dmowskiego 2a |37-450 Stalowa Wola;80;27;27;4;23;33.75;14.81
100347;181801;Zakład Pielęgnacyjno-Opiekuńczy SPZOZ i Wojewódzki Ośrodek Terapii Uzależnienia od Alkoholu i Współuzależnienia|Stalowa Wola|Dąbrowskiego 5 |37-450 Stalowa Wola;100;26;26;0;26;26.00;0.00
100348;181802;Dom Kultury w Bojanowie|Bojanów|ul. Strażacka 1 |37-433 Bojanów;657;313;313;9;304;47.64;2.88
100349;181802;Przedszkole w Bojanowie|Bojanów|ul. Kolbuszowska 11 |37-433 Bojanów;485;249;249;3;246;51.34;1.20
100350;181802;Remiza OSP Laski|Laski| 38 |37-433 Bojanów;271;142;142;4;138;52.40;2.82
100351;181802;Świetlica Wiejska w Korabinie|Korabina| 40a |37-433 Bojanów;291;119;119;5;114;40.89;4.20
100352;181802;Świetlica Wiejska w Cisowym Lesie|Cisów-Las| 31 |37-433 Bojanów;193;107;107;1;106;55.44;0.93
100353;181802;Dom Kultury w Gwoźdźcu|Gwoździec| 147 |37-433 Bojanów;497;215;215;5;210;43.26;2.33
100354;181802;Remiza OSP Stany|Stany|ul. Strażacka 1 |37-433 Bojanów;1272;568;568;19;549;44.65;3.35
100355;181802;Dom Kultury w Maziarni|Maziarnia| 126 |37-433 Bojanów;525;277;277;12;265;52.76;4.33
100356;181802;Dom Kultury w Przyszowie Zapuściu|Przyszów, Zapuście| 23 |37-433 Bojanów;1097;487;487;21;466;44.39;4.31
100357;181802;Świetlica Wiejska w Przyszowie Rudzie|Przyszów, Ruda| 38 |37-433 Bojanów;365;203;203;3;200;55.62;1.48
100358;181802;Remiza OSP Przyszów Burdze|Przyszów, Burdze| 25 |37-433 Bojanów;265;129;129;10;119;48.68;7.75
100359;181803;Dom Kultury w Pysznicy|Pysznica|ul. Wolności 277 |37-403 Pysznica;1887;936;936;21;915;49.60;2.24
100360;181803;Dom Ludowy w Jastkowicach|Jastkowice|ul. Armii Krajowej 18 |37-403 Pysznica;2351;1039;1039;17;1022;44.19;1.64
100361;181803;Budynek byłej szkoły w Brandwicy|Brandwica|ul. Jana Kochanowskiego 50 |37-464 Stalowa Wola;604;280;280;2;278;46.36;0.71
100362;181803;Dom Strażaka w Kłyżowie|Kłyżów|ul. Mickiewicza 46 |37-403 Pysznica;994;500;500;21;479;50.30;4.20
100363;181803;Szkoła Podstawowa im. Orła Białego w Krzakach|Krzaki|ul. Nowa 15 |37-403 Pysznica;884;326;326;19;307;36.88;5.83
100364;181803;Budynek byłej szkoły w Studzieńcu|Studzieniec| 6 |37-403 Pysznica;271;112;112;6;106;41.33;5.36
100365;181803;Budynek byłej Szkoły|Pysznica|ul. Sanowa 40 |37-403 Pysznica;316;130;130;3;127;41.14;2.31
100366;181803;Zespół Szkół w Pysznicy|Pysznica|ul. Sportowa 1 |37-403 Pysznica;1081;515;515;14;501;47.64;2.72
100367;181804;Urząd Gminy|Radomyśl nad Sanem|ul. Rynek Duży 7 |37-455 Radomyśl nad Sanem;1403;590;590;27;563;42.05;4.58
100368;181804;Zespół Szkół|Antoniów| 33 |37-455 Radomyśl nad Sanem;1125;484;484;25;459;43.02;5.17
100369;181804;Wiejski Dom Kultury|Chwałowice| 132 |37-455 Radomyśl nad Sanem;1137;454;454;28;426;39.93;6.17
100370;181804;Publiczna Szkoła Podstawowa|Wola Rzeczycka| 254 |37-455 Radomyśl nad Sanem,;1214;545;545;18;527;44.89;3.30
100371;181804;Zespół Szkół|Rzeczyca Długa| 176 |37-455 Radomyśl nad Sanem;1070;399;399;15;384;37.29;3.76
100372;181805;Gminny Ośrodek Kultury w Zaklikowie|Zaklików|ul. Strażacka 4 |37-470 Zaklików;1461;658;658;20;638;45.04;3.04
100373;181805;Urząd Miejski w Zaklikowie|Zaklików|ul. Zachodnia 15 |37-470 Zaklików;972;419;419;33;386;43.11;7.88
100374;181805;Remiza Ochotniczej Straży Pożarnej w Starych Barakach|Stare Baraki| 59 |37-470 Zaklików;214;64;64;4;60;29.91;6.25
100375;181805;Zespół Szkół w Zdziechowicach Drugich|Zdziechowice Drugie| 212 |37-470 Zaklików;1336;600;600;18;582;44.91;3.00
100376;181805;Szkoła Podstawowa w Łysakowie|Łysaków| 1 |37-470 Zaklików;299;108;108;7;101;36.12;6.48
100377;181805;Budynek Prywatny w Antoniówce|Antoniówka| 5 |37-470 Zaklików;367;152;152;2;150;41.42;1.32
100378;181805;Zespół Szkół w Lipie|Lipa|ul. Szkolna 5 |37-470 Zaklików;1173;483;483;16;467;41.18;3.31
100379;181805;Zespół Szkół w Lipie|Lipa|ul. Szkolna 5 |37-470 Zaklików;993;448;448;15;433;45.12;3.35
100380;181805;Dom Sołecki w Irenie|Irena| 85 |37-470 Zaklików;190;58;58;0;58;30.53;0.00
100381;181805;Dom Pomocy Społecznej dla Dorosłych w Irenie|Irena| 72 |37-470 Zaklików;61;57;57;0;57;93.44;0.00
100382;181806;Publiczna Szkoła Podstawowa im.Por.J.Mączki w Zaleszanach|Zaleszany|Sandomierska 95 |37-415 Zaleszany;1036;488;488;26;462;47.10;5.33
100383;181806;Publiczna Szkoła Podstawowa im.Rodziny Horodyńskich w Zbydniowie|Zbydniów|Sandomierska 210 |37-415 Zaleszany;1039;499;499;18;481;48.03;3.61
100384;181806;Publiczna Szkoła Podstawowa w Turbi|Turbia| 37 |37-415 Zaleszany;1206;535;535;28;507;44.36;5.23
100385;181806;Domu Ludowy w Kępiu Zaleszańskim|Kępie Zaleszańskie| 1 |37-415 Zaleszany;1052;485;485;26;459;46.10;5.36
100386;181806;Dom Ludowy w Skowierzynie|Skowierzyn| 127 |37-415 Zaleszany;698;282;282;16;266;40.40;5.67
100387;181806;Publiczna Szkoła Podstawowa w Kotowej Woli|Kotowa Wola| 1 |37-415 Zaleszany;764;330;330;22;308;43.19;6.67
